Review,a0,a1,a2,a3,a4,a5
"nhà hàng ocean palace cao cấp ăn ngon ,nhân viên nhiệt tình .phong cach cao cap .mà nhìn tới cái bàn vá lỗ là mất cảm tình.nhiều món ngon phải đợi hơi lâu",0,0,3,0,0,0
"Mình thích cái không khí yên bình, mộc mạc hoang sơ ở Làng chài Nhơn Lý này. Bao nhiêu lần cùng mấy đứa bạn ghé thăm vẫn vậy! Người dân thì thân thiện, thật thà. Nghiện cái món bánh ép trong chợ nữa!
",5,0,0,4,0,0
"Cũng khá đầy đủ các mặt hành từ gia dụng đến trang sức. Rộng rãi, sạch. Nhưng k to như pic c trên HN. :)",0,0,0,0,0,4
"Bờ biển sạch đẹp, dốc thoải, cảnh quan trên bờ với hàng dừa xanh, hàng dương liễu trông thật hay...chỉ tiếc nước biển không được trong xanh. Sáng sớm có thể đến đây vừa tắm biển vừa ngắm cảnh mặt trời lên cũng lý thú...
",4,0,0,0,0,0
"Mình có thói quen hay gọi quán này là Người Yêu coffee :)). view quán này hơi là buồn, nói vui chứ đứa nào thất tình mà tới đây là đúng tâm trạng luôn ý, view đen với thêm ánh đèn nữa buồn thiệt buồn luôn. Nước ở đây khá là ngon, nay quán có thêm mấy món mới nữa mình nghe bạn mình bảo là khá ngon tuyệt, còn mình vẫn như củ capuchino huyền thoại ngon không quá đắng. Giá cả ở đây mình thấy khá là hợp lý so với điều kiện sống hiện nay. Có dịp mình sẽ ghé quán thêm vài lần nữa, quán view tuyệt <3.",0,0,0,5,0,0
"Ngon. Có thể do hợp khẩu vị nên thấy rất ngon. Đồ ăn tươi. Phục vụ rất nhanh. Nhà hàng sạch sẽ. Rất mát, ăn xong mới nhớ phải chụp hình.",0,0,0,5,0,0
"Đến quán vào một ngày mưa bay lất phất, trên đường Phan bội châu này được gọi là thế giới ăn vặt luôn nên là tùm lum món. Món kem trộn ngon ơi là ngon luôn này mà giá thì quá ư hạt dẻ, phục vụ lại nhanh dù khách full bàn ấy. 2 đứa Ăn ngập mặt mà cuối cùng tính tiền 52k 😂😂 quá ư là rẻ. K ăn kem trộn là tiếc hùi hụi luôn đó ạ.",0,0,0,5,0,0
"Nhân viên nhiệt tình, giới thiệu bánh canh cá 54a vân đồn ăn ngon,rẻ",0,5,0,5,0,0
Khách sạn tiện nghi gần biển.mọi thứ đều tốt.có dịp lần sau sẽ quay lại,0,5,0,0,0,0
"sạch sẽ, tiẹun nghi, chủ khách sạn nhiệt tình, vui vẻ. nếu quay lại mình vẫn chọn ks này",0,5,0,0,0,0
"Quán không gian được, âm thanh cần cải thiện hơn nữa. Nội thất trang trí cần thú vị hơn. Nhìn chung quán khá tốt
",4,0,0,0,0,0
"Không gian: Buổi tối có đèn lung linh dễ thương, nhưng mình ngồi trúng ghế gãy. Phục vụ: Có lẽ nv đã biết wifi ko hoạt động nhưng vẫn trả lời pass wifi, làm bọn mình mày mò cả buổi trời vẫn không vào được Thức uống: Mình gọi cacao thì dở tệ, kiểu như milo cho ngập đường và sữa đặc",0,0,0,2,0,0
Hơi ồn từ mấy bar ngoài biển vọng vào.,0,2,0,0,0,0
Ông chủ với nhân viên rất rất dễ thương🥰hy vọng cứ tiếp diễn như thế nha🥰,0,0,0,4,0,0
"Quá tệ. Nước không chảy, cửa đêm ngủ đập rầm, rầm. Đang ngủ cứ tưởng có trộm. Thanh toán phòng đơn với cửa nhôm bấm khoá cũng ko dc. Thanh toán bảo phòng đơn đắt hơn phòng đôi. Lấy hoá đơn mất thêm 10%. Ai có ý định ở đây thì khuyên đừng bao giờ tới. Thất vọng. Quá thất vọng ",0,1,0,0,0,0
"1990 cafe nằm ở một con đường nhỏ, quán cũng không hẳn là lớn, chỉ là đủ để kê vài cái bàn cái ghế ở ngoài và ở trong cũng chỉ gói gọn trong vài cái bàn. Không gian ở đây ấm cúng và gợi cho mình cảm giác xưa cũ khá nhiều. Ban đêm thì quán khá tối nên chụp hình ít lên màu. Điều đặc biệt ở đây thì hầu như ai cũng biết rồi, cứ 3-5-7-chủ nhật, quán sẽ có phục vụ nhạc ascoutic(có phụ thu). Các bạn có thể làm khán giả hoặc cũng có thể tự mình đăng kí bài hát góp vui. Mà thường những ngày này cơ hội được gặp trai xinh gái đẹp cao lắm đó nha. Hehehe. Đồ uống ở đây thì giá rẻ hơn các quán khác một tí và uống được. Chất lượng phục vụ ở đây thì ok, không có gì phàn nàn nè. Mình đã ở đây vào các đêm nhạc ascoutic như một thói quen, còn các bạn thì sao?",0,0,0,5,0,0
"Bực mình nhất là khi đứng dậy trả tiền, giá đã tăng lên thêm 10,000 VNĐ chỉ sau khoảng 6 tháng. Trước đó mình ăn thường xuyên tại đây là 35,000 VNĐ. Bây giờ là 45,000 VNĐ/ bát phở tái ( Có lẽ từ khi họ nhận được chứng nhận của Tripadvisor nên tăng giá chăng )",0,0,2,0,0,0
"Chúng tôi đã đặt trước qua Facebook 12 giờ trước khi đến Việt Nam vì chuyến khác của chúng tôi đã được thực hiện. 
Họ đã nhanh chóng trả lời lại chúng tôi và có thể cung cấp cho chúng tôi chuyển khoản. Người đàn ông đó đã đợi sẵn ở phía trước của những người đến với tên của chúng tôi được viết trên một tấm bảng, điều đó thật tuyệt. Anh ấy rất lịch sự và hữu ích với túi của chúng tôi. Anh ấy là một người lái xe an toàn qua dòng xe cộ điên cuồng. Chắc chắn sẽ giới thiệu!",5,0,0,0,5,0
"dịch vụ rất tốt, nhân viên lịch sự. Giá rẻ, 300k cho 90p massage hoặc facial. Dịch vụ xong còn có một hủ sữa chua homemade rất ngon.",5,0,0,0,0,0
"Thấy ra các chỗ về sushi thì vẫn thấy đây là ổn nhất vì quy nhơn chỉ có mỗi quán này là bán đồ ăn nhật chứ mấy 😆😆😆, giá cũng ko phải mắc mà chất lượng. quán cũng lai rai khách Vẫn các món hay ăn, sashsimi, cá hồi, đầu cá hồi nướng, hào tái chanh, món ăn ok, lên hơi chậm tý cũng thông cảm",0,0,4,4,0,0
"Sân bay mới sửa sang và hoàn thiện lại cách đây không lâu nên vẫn còn thiếu sót,tuy nhiên đây đã là sự nỗ lực của tỉnh và đội ngũ cán bộ công nhân viên rồi.",0,0,0,0,3,0
Bạn cũng có thể chọn một món ăn tại nhiều nhà hàng và khu ẩm thực và rất nhiều chương trình giải trí dành cho trẻ nhỏ.,0,0,4,0,0,0
"Biển đẹp, tuy nhiên quản lý chưa tốt, chưa có bến cano, moto nước chạy lung tung vào bãi tắm gây nguy hiểm",3,0,0,0,0,0
"mình đã được miễn phí nhận phòng hướng biển , mặc dù mình chỉ đặt phòng ban công hướng phố",0,5,0,0,0,0
"A quản lý khách sạn rất thân thiện và cute, giá phòng hợp lý và phòng rất sạch sẽ và rộng, có hồ bơi, đầy đủ dịch vụ. Nói chung tất cả đều rất tốt. Có dịp du lịch mình sẽ book phòng bên AARON tiếp vì choox ở rất đáng đồng tiền và a quản lý rất dễ thương!",0,5,0,0,0,0
Phòng sạch sẽ,0,5,0,0,0,0
"Khách sạn rất tuyệt vời. Phòng sạch sẽ, đầy đủ tiện nghi view đẹp. Nhân viên vô cùng niềm nở, thân thiện , đặc biệt là bạn Thấm lễ tân đã cùng cấp cho tôi rất nhiều địa điểm ăn uống vui chơi bổ ích. Đồ ăn ở nhà hàng rất ngon và hợp khẩu vị. Nếu có dịp tôi sẽ quay lại.",0,5,0,5,0,0
"Công viên thiếu nhi mà toàn thấy người lớn.
Ban đêm rất mát, có nhiều hàng quán ăn vặt giá rất rẻ.
Buổi chiều sau 17:00 dân địa phương đổ ra đây tắm biển rất đông, không có dịch vụ trông xe mà cứ để xe trên bờ rồi đi bộ xuống thôi. Bãi cát phẳng và mịn.
Bãi biển rất sạch, không có kinh doanh dù, hàng rong, bán dạo... hy vọng thành phố Quy Nhơn tiếp tục phát huy và giữ môi trường sạch như hiện tại.",5,0,0,0,0,0
"Được giới thiệu bởi khách sạn mình ở. Lúc đầu tới cứ nghĩ nhầm quán vì nhìn giống như nhà ở bình thường.
Giá cả rõ ràng, rẻ, chất lượng.
Mình đi 2 người thấy menu ghi “cháo thập cẩm”: 80k nhưng quán chủ động làm tô vừa đủ ăn 2 người và chỉ tính 40k. Rất bất ngờ vì điều này rất tuyệt vời và hợp lý vì mình trước đó có 2 món nên gần no.
Thức ăn nếu top điểm 10 với mình thì 9.5d nhé.
",0,0,0,5,0,0
"khách ở từ thứ 3 đến thứ 7, mà khách sạn không hề lau dọn phòng.",0,2,0,0,0,0
Chủ khách sạn rất dễ thương,0,5,0,0,0,0
"Đồ ăn: một suất đầy đặn, nếu gọi thêm cái nem hải sản nữa là no căng. Vị nước chấm pha vừa phải, nhưng ko thể gọi là ngon nhất Hà Nội, đặc biệt từ sau khi ông Obama đến ăn thì lượng khách tăng lên, tìm chỗ ngồi còn khó, mà vị nước chấm đã bị thay đổi, nhạt hơn, muốn ăn nem thêm thì cũng phải đợi lâu.",0,0,4,3,0,0
"Dịch sai ngữ pháp. Quảng cáo lâu làm ng xem thường hay vào muộn gây khó chịu, chắn tầm nhìn. Ý thức không ra cái gì, gác chân lên ghế người phía trước. Phim R16 R18 (điển hình Deadpool) vẫn cho U10 vào xem :) chả hiểu gắn mác làm cmj vậy? :) nhưng được cái nhân viên thân thiện.
",2,0,0,0,0,0
Đi xe vào khá xa. May là có dân địa phương dẫn. Ngồi thuyền chống ra đến khu suối Hầm Hô. Khi vào thì mình lại đi bộ. Cảnh quang khá độc đáo với đá to từng tảng rải khắp con suối rộng. Nước suối trong vắt và được phép tắm. Nhiều nam du khách đã tắm thỏa thích vì không khí khá nóng bức nơi đây. Đây là nơi phải đến khi ghé thăm Bình Định vì nét độc đáo hết sức đặc trưng của nó.,5,0,0,0,4,0
"Nhận phòng ko tiếp xúc khá hay trong hoan cảnh này, nhân viên hỗ trợ qua zalo rất nhiệt tình",0,5,0,0,0,0
"Nó rất tiện lợi và tiết kiệm ngân sách cho bạn. Xe buýt không có A / C, nhưng nhìn chung là OK. Tôi nghĩ rằng mọi người sẽ hài lòng so với giá cả.",0,0,0,0,4,0
"Quán có nhiều view đẹp, nhất là gần ban công , ban đêm ngồi uống cà phê nhìn thành phố bao đẹp. Phục vụ nhanh nhẹn, nhưng hơi thiếu kiên nhẫn trong việc chờ khách oder, mình đang chọn thì hối , thái độ không tốt. Đồ uống khá ngon, nhất là kem, bạc sĩu kem vị chuẩn. Giá khá hợp lí so với mặt bằng. Quán có nhiều không gian , không gian trong phòng máy lạnh thì hơi ồn, tại quá nhiều bàn trong diện tích nhỏ. Bên ngoài thì bàn để sát sát nhau khó di chuyển.",0,0,0,3,0,0
"Hàng hóa phong phú, đa dạng, thái độ phục vụ nhiệt tình.",0,0,0,0,0,5
"Xe chạy đúng lịch trình, giường phổ thông. Xe đi hơi sốc",0,0,0,0,4,0
"chưa bj đi thanh thủy, chỉ đi phương trang! Nhưng nay thử đi thì thấy mọi thứ ok ah chớ!
",0,0,0,0,4,0
"Địa điểm ngay trung tâm tp.. thích hợp vui chơi mua sắm, ngoài ra gần biển. Phòng sạch - đẹp, tiện nghi, mình book vào thời điểm đang ảnh hưởng bởi covid nên giá giảm rất nhiều..",0,5,0,0,0,0
"Thực sự là quán bún rạm này nổi tiếng nhất nhì Quy Nhơn. Quán lúc nào cũng đông tấp nập, giá cũng khá rẻ chỉ tầm 20k một tô nhỏ thôi. Nước rạm để sẵn chan ít hay nhiều là tùy ý khách, rạm tươi và rất nhiều thịt nhiều gạch, nước lèo ăn cay cay the the ăn kèm với rau sống và bánh tráng.mình đi chung với cô bạn, cô ấy khen tấm tắc,nhưng mình không hợp với rạm nên thấy không ngon lắm với nước rạm hơi nguội. Nhưng cô bạn mình thì hợp nên cam kết không ăn là phí cả đời.Nhưng mình thấy như vậy là ổn rồi,đáng tiền.",0,0,0,4,0,0
"Tôi đã thuê xe nhiều nơi nhưng chưa bao giờ hài lòng, khi sử dụng dịch vụ thuê xe của chú Xuân Tính. Chú vừa sửa xe mà còn cho thuê xe nên xe bên chú rất là ok. Hẹn gặp lại chú lần sau.",0,0,0,0,4,0
"Tối có order đồ ăn ở khách sạn nhưng đồ ăn hơi tệ, ko ngon như chi phí bỏ ra.",0,1,0,1,0,0
"Nhân viên khách sạn thân thiện, nhiệt tình. Phòng sạch sẽ. Ks có view rất đẹp, mình book phòng ngay góc, có thể ngắm được sương mù rất chill về đêm.",0,5,0,0,0,0
"Dịch vụ rất chuyên nghiệp, xe máy chất lượng cao, họ cung cấp xe máy rất nhanh với lượng xăng đủ để đi khắp nơi. Rất khuyến khích và sẽ chọn họ một lần nữa nếu tôi trở lại Quy Nhơn.",0,0,0,0,5,0
"Rạp nằm trên tầng ba của BigC Quy Nhơn có diện tích khá rộng rãi. Bạn có thể đi lên bằng thang máy hoặc tháng cuốn. Nhân viên quầy vé vui vẻ, nhiệt tình. Có khu ngồi chờ trước giờ chiếu đẹp thoáng, có chỗ chụp hình cho các bạn trẻ có dịp lưu giữ kỉ niệm. Tuy nhiên hôm mình đi xem suất khuya thì rất nóng và hình như là không có bật điều hòa.
",3,0,0,0,0,0
"Đẹp , sạch sẽ , ra khỏi sân bay là có ngay taxi di chuyển nhanh chóng , cân nhắc về giá xíu , từ Phù Cát về trung tâm có trạm trung chuyển là 50k , lúc deal giá taxi nhớ cộng thêm 50k mới chính xác giá .
",0,0,0,0,4,0
"buffer sáng hơi ít món, phòng hường biển nóng, mỗi phòng nên có cái quạt cây cho thoáng.",0,2,2,0,0,0
"Mình đi ăn bún chả ở đây và cảm thấy rất khó chịu. Điều đầu tiên là khi bước chân vào quán, nhân viên nói hết bàn ăn, rồi hết bún ăn. Sau đó lại kêu còn bàn, còn bún rồi bảo mình lên tầng 2. Lên tầng 2 mình sang phòng bên tay phải thì lại bảo mình k ngồi đây được, lên phòng bên tay trái lối cầu thang. Giấy ăn hết phải lấy từ bàn nọ sang bàn kia. Nước chấm k ngon. Điều thứ hai là mình đi ô tô và để xe ở vỉa đường và ra một anh trai gõ cửa kính, bảo cho em xin tiền gửi xe ô tô. Khi mình nói là ăn bún ở đây thì anh ấy bảo là vẫn phải trả tiền. Mình thề là k bao giờ quay lại đây!",1,0,1,1,0,0
"Quán khá lớn, khá sang rộng nên mình và gia đình quyết định vào xem như thế nào. thấy menu quán khá nhiều món, đều mình thấy giá hơi mắc so với view quán, nhưng vẫn gọi để thử xem thức ăn ở đây như thế nào( vì vào lở rồi) :)). Thực sự thì hơi buồn về quán, thức ăn không được ngon chờ rất lâu. Thấy quán cũng khá đông nhưng không biết người ta đến lần đầu hay sao những theo mình nghỉ với số tiền đó có thể lựa chọn những quán khác đẹp hơn ngon hơn rẻ hơn!",0,0,0,2,0,0
"Đây là quán đầu tiện chọn khi đặt chân đến Quy Nhơn. Cảm thấy hài lòng, ngon miệng về tất cả các món đã gọi. Trong đó đặc biệt thích: - Gỏi rong nho - Cơm rang cá mặn - Bánh xèo - Ốc***nàng nướng - Nước chấm rất ngon",0,0,0,5,0,0
"Tôi đến vào lúc 1 giờ 45 sáng và vì đó là cuối đuôi Tết Nguyên đán, tôi phải đợi trong hơn 100 người chờ taxi. Điều đó đã được tổ chức khá.",0,0,0,0,1,0
"Xe rất mới và sạch sẽ, giá cả phù hợp với chất lượng. Chủ xe nhiệt tình. Vô cùng hài lòng!",0,0,0,0,5,0
"Mọi điều đều tốt, phòng sạch sẽ view biển đẹp, có chút vấn đề về máy lạnh và tủ lạnh, đã báo lễ tân để kiểm tra.",0,3,0,0,0,0
"Nơi rất dễ chịu với đội ngũ nhân viên thân thiện. Bánh pizza rất ngon và được chào đón khi bạn cần một thứ gì đó khác biệt so với món ăn Việt Nam.
 Bạn có thể ngồi bên ngoài và ngắm đường phố nhộn nhịp khiến nơi này trở nên thú vị hơn. Giá cao hơn so với ăn thực phẩm địa phương nhưng sau đó nó là một sự lựa chọn và nó không thể là một điểm tiêu cực.",0,0,0,4,0,0
"Sau dịch, chảo lửa Bình Định trở lại với trận đấu hay giữa Bình Định vs Đăk Lăk
Chất lượng sân khá tốt, tuy nhiên các hàng ghế khán giả quá bụi, ko được dọn sạch",4,0,0,0,0,0
"Hà Nội đủ cứng rắn để giải quyết (giao thông, tắc nghẽn vỉa hè, nắng nóng, v.v.), nhưng nhận được thái độ từ một chủ nhà hàng thì nhiều hơn tôi có thể xử lý được. Mediterraneo có đồ ăn ngon - hơi đắt so với Hà Nội - nhưng bản tính khó đoán của chủ sở hữu nên quan tâm đến bất kỳ ai tìm kiếm đồ ăn ngon gần khu vực Phố Cổ / Nhà thờ Công giáo. Tôi đã đến nhà hàng vài lần, nhưng vài lần gần đây nhất, tôi đều là mục tiêu của thái độ tự mãn của chủ quán hoặc chứng kiến ​​cảnh anh ta bắt nạt nhân viên và / hoặc khách hàng. Tránh nơi này.",0,0,1,0,0,0
"Nhân viên Quân và Huyền phục vụ nhiệt tình và vui vẻ món ăn nhà hàng ngon, đa dạng hợp với gia đình tôi. Tôi sẽ trở lại một ngày gần nhất.",4,0,4,4,0,0
"Quán nằm ở đường Phan Bội Châu , là nơi tập trung nhiều quán ăn vặt của thành phố Qui Nhơn . Kem Misu là quán vỉa hè , khá nhiều bàn và không gian mát mẻ . Khách đông , nhân viên phục vụ nhanh . Menu đa dạng các món ăn vặt , kem , nước . Giá ở đây rất bình dân . Từ 7k trở lên . Lẩu kem 60k như hình rất nhiều , một lẩu 5,6 người ăn mới hết . Gỏi các loại 7k 1 dĩa rất ngon . Thạch dừa 7k . Mình thích ăn nem nướng , thạch dừa và trứng sốt me ở đây . Nem nướng 10k 1 phần , nem được nướng với nhiệt độ vừa phải , chấm với sì dầu ớt cay ăn kèm vị hăng của tỏi . Trứng sốt me là trứng cút tẩm bột chiên giòn , sau đó rưới sốt me lên ăn kèm với rau răm . Luôn ủng hộ quán ❤️",0,0,0,5,0,0
"Các bạn làm mình nhớ lại quãng thời gian ở các backpacker hostel khi đi phượt bên Thái, mô hình take away trong ngành dịch vụ dành cho villa tuy chưa hoàn hảo 100% nhưng mình mới thấy lần đầu ở VN.",0,2,0,0,0,0
"Khách sạn đầy đủ tiện ích, bể bơi view biển luôn sẵn sàng cùng với các trang thiết bị tập thể dục hàng ngày.",5,0,5,5,0,0
"Quán nhỏ nhỏ xinh xinh. Vào đây sống ảo thì khỏi chê lun. Đồ ăn khá ok. Trà sữa truyền thống ngoan, trân châu mềm+ dẻo đủ độ rất vừa ăn. Kem tuyết trà xanh đăng đắng đúng chuẩn vị mattcha mình thích lun, kết hợp cùng đậu đỏ béo bùi thì chuẩn không cần phải nói. Không nhận xét nhiều về món ăn nhá. Điều mà mình đánh giá cao ở quán này là sự lắng nghe đánh giá của khách hàng và khắc phục rất tốt. Các bạn nhân viên cực kì dễ thương biết cách bắt chuyện với khách, giới thiệu món ăn và tư vấn rất nhiệt tình. Bàn ghế và quầy tự phục vụ lúc nào cũng ngay ngắn",0,0,0,5,0,0
"Mình và người yêu vừa có chuyến du lịch Quy Nhơn tuyệt vời và vô cùng vui vẻ.
Trước khi về đây mình đã tìm hiểu về các cách để đi sao cho tiết kiệm nhất vì thật ra 2 đứa có số dư cũng khá khiêm tốn.
",0,0,0,0,4,0
"Hồi nhỏ hay được bà mua cho ăn ở đây, lần này quay lại sau nhiều năm thì mình thất vọng nặng nề. Bánh canh lỏng bỏng toàn nước, chỉ có vài sợi bánh, đồ ăn chỉ có thịt cua vụn và vài lát chả cá, nước bánh canh lỏng không đặc sánh. Vị nước lèo quá ngọt như chỉ có đường và bột ngọt. Giá cả 25k 1 tô. Cảm thấy còn thua bánh canh vỉa hè.",0,0,0,1,0,0
"Siêu thị có nhiều hạng mục, phù hợp cho gia đình hoặc các bạn trẻ tới chơi, hoặc người nội trợ mua đồ tiêu dùng. Có buôn bán ăn uống, trang sức đắt tiền, quần áo. Có siêu thị hàng tiêu dùng. Có khu trò chơi giải trí phù hợp với nhiều đối tượng. Có rạp chiếu phim, chiếu nhưng bộ phim mới và hấp dẫn trên thị trường thế giới. Chúc các bạn vui vẻ.",0,0,0,0,0,3
Khách sạn hơi xa biển 1 xíu nhưng view phòng của tôi nhìn trọn ra phía biển nên có thể ngồi trong phòng ngắm cảnh biển cũng rất tuyệt,0,4,0,0,0,0
"phòng rất rộng, thoáng mát, ngay trung tâm",0,4,0,0,0,0
"Quán có mức giá rẻ hơn so với các nhà hàng hải sản. 30 k 1 bánh xèo - mình ăn 3 lá bánh xèo 90k nc mắm và tôm đều tưoi 10 con hào nướng pho mai 140 k ( rẻ hơn so với giá tp*** ( chất lượng) Quán gợi ý món salad rong nho nhưng mình k thử vì thấy lạ lạ sợ đau bụng hay j ( nó là món các bàn khác gọi khá nhìu ) Mình đi du lịch ở flc 3 ngày 2 đêm ... k thể lúc nào cũng ăn hải sản cả 6 bữa ăn ... nên một quán bán đồ ăn như vậy khá hợp túi tiền và khẩu vị của mình - Nhơn lý khá bé , nên việc bắt taxi hơi khó ... chỉ có 1 hãng sun ... nên mọi ng cẩn trọng ... gọi trc 15-20 p . Taxi đc điều từ bãi flc zô lận .... chi phí 260k/2 ng ăn ...( nc ngọt) mình chỉ ăn bt chứ k ăn đặc sản ( ghẹ tôm ...)",0,0,0,4,2,0
Quán vô cùng đông đúc kể từ khi được tổng thống Mỹ ghé thăm.,0,0,3,0,0,0
"Mình rất hài lòng về chuyến du lịch lần này của mình cám ơn bạn chủ lựa chọn cho team mình những con xe tốt chất lượng. Trời nắng cũng tặng áo mưa OK cam ơn. Đã thuê đc chiếc xe máy đi lại rất tốt lại còn hỗ trợ áo mưa kèm theo một lít xăng và bản đồ nữa, rất ok, nhân viên nhiệt tình chỉ dẫn ,nếu quay lại hẹn gặp lại các bạn vào một ngày không xa ở Quy Nhơn nhé",0,0,0,0,5,0
"Một spa chuyên nghiệp và hiếm hoi tại Qui Nhơn từ không gian nội thất đến phục vụ và các bài massage.
",5,0,0,0,0,0
"Bạn bè của tôi và tôi quyết định thử địa điểm này vì xếp hạng Trip Advisor. Chúng tôi đã rất ngạc nhiên khi đó là một nhà hàng đơn giản, 
nhưng chúng tôi đã nhanh chóng bị những con chả giò. Lựa chọn thịt bò hoặc tôm. Chúng tôi được hướng dẫn cách tự làm và chúng rất ngon. Đối với món tráng miệng, chúng tôi đã thử thạch với mảnh dừa / dán bọc trong lá chuối cũng như thạch trắng / dừa ngọt. Khi chúng tôi nhận được hóa đơn, chúng tôi rất vui mừng khi thấy chi phí thấp. Có giá trị tuyệt vời và chất lượng thức ăn. Không chắc chắn nếu có những lựa chọn thực phẩm khác bởi vì tất cả mọi người khác đang ăn chả giò. Mỗi đơn hàng bao gồm các thành phần cho hai cuộn chả giò. Chúng tôi cần phải đi taxi đến và đi từ nhà hàng (khoảng 2 USD 50 mỗi chiều) vì chúng tôi ở cách đó vài cây số.",0,0,5,5,0,0
"Không gian biển đẹp tuy nhiên đơn vị quản lý để cho các nhóm khách vào ăn nhậu hát hò bằng loa kẹo kéo rất phản cảm, các lối vào bị bịt kín bằng các tảng đá không còn đường dành cho người khuyết tật. Mua bán hàng rong lấn chiếm không ai xử lý
",2,0,0,2,0,0
"Quán này nằm ở hải minh , muốn ăn quán này phải tới cảng gởi xe , đi đò qua mất 30k 1 chuyến , không phân biệt bao nhieu người , đồ ăn quán này cũng rất rẻ , ngang những quán khác, được cái là đồ tươi sống, ăn quán này thi khỏi phải bàn cãi về độ tươi của món ăn rồi, toàn là đồ sống, khách nào gọi mới làm , chữ k phải kieu bỏ đông , nhân viên cung thân thiện, được cai quán bán từ sáng đên khuya 1g sáng muon qa ăn cũng có, mà nhà hàng nổi tren biển nên ăn ở đây chụp hình check in cũng thích, nói chung sẽ quay lại.",0,0,0,5,0,0
"Là nơi thỏa mãn nhu cầu mua sắm của người dân Qui Nhơn toạ lạc tại trung tâm thành phố Qui Nhơn, là nơi giao nhau giữa các tuyến đường huyết mạch và khu du lịch, bãi tắm.",5,0,0,0,0,5
Bogosov tại 5 Elements Garden ở Quy Nhơn là một địa điểm ăn uống rất ngon.,0,0,0,5,0,0
"Đây là lần đầu tiên cảm thấy rất khó chịu khi đến CGV xem phim, rất k hài lòng vì nhân viên bán vé, hỏi và chốt 1 cách dồn dập, nước thì k cho chọn loại nước, k hỏi KH có thẻ thành viên hay k, k có nhân viên trực phòng rạp, tự đi vô tự kiếm chổ ngồi. 😤
",1,0,0,0,0,0
"Cũ kỹ, từ vật chất đến phát triển thể thao địa phương, cơ cấu quản lý ko tốt, bóng đá bình định tụt lùi ko thể phát triển, thậm chí võ thuật truyền thống cũng ko phát triển mạnhmoojt số cơ sở vật chất xây dựng nên để phát triển thể thao …Thêm",2,0,0,0,0,0
"Vui xịn nhưng cần đi theo đoàn để vào. Khách lẻ 1 tuần chỉ có 4 tiếng tham quan theo lịch. Cần đk lịch từ trước
",4,0,0,0,0,0
Kém chất lượng . Tôi vào siêu thị quên đem khẩu trang theo nên ko vào đk mà tại sao siêu thị không phát ko trang miễn phí cho những khách hàng nào quên mang khẩu trang chứ cần phải khắc phục lỗi này . Cực kỳ thất vọng,0,0,0,0,0,3
"Ăn chè khúc bạch ở đây được hơn 2 năm rồi. Khúc bạch ở đây vẫn ngon nhất qn, vừa dẻo vừa thơm, đặc biệt là khúc bạch trà xanh và phô mai (mình đã ăn ở vài nơi cả ở qn và đà nẵng, cảm thấy khúc bạch ở đây vẫn ngon nhất). Nước vải ngọt có cả vải thật to ngon. Giá từ hồi 2 năm trước đến giờ vẫn 15k, mình thấy như vậy là rẻ. Tiếc là quán ở vị trí không thuận lợi, ít người qua lại nên quán vắng hiu. Nếu được đặt ở vị trí sầm uất hơn thì mình tin quán sẽ rất hút khách.",0,0,0,5,0,0
"Những ai yêu màu "" xanh ngát xanh "" thì đây là một địa điểm không thể bỏ qua. Với tông màu xanh ngọc chủ đạo trong nội thất của quán, hòa cùng màu xanh của nước biển, của núi bên cạnh quán hay những con thuyền màu sắc xanh rực rỡ trước nhà hàng thì đây là một điểm check-in tuyệt vời rồi. Đặc biệt quán còn có dịch vụ câu cá free, khi bạn đến đây thì liên hệ nhân viên, họ sẽ cho bạn mượn cần và chuẩn bị mồi câu cho bạn.",0,0,0,5,0,0
"Mình bước vào phòng và ngạc nhiên về sự sạch sẽ, thoáng mát của phòng. Đặc biệt mình rất thích design phòng với giường ngủ rộng, hườn ra phía tường kính, khi nằm có thể vừa xem phim vừa ngắm cảnh thành phố. Phòng của mình đặt khá sớm, xong mình có thay đổi lịch cá nhân nên có yêu cầu KS đổi ngày giúp mình, anh Huy đã hỗ trợ ngay và KS sau đó còn giúp mình nâng hạng phòng, vừa co view thành phố, vừa có view biển rất đẹp.",0,5,0,0,0,0
"Wifi quá kém, đèn phòng hư nên hơi tối",0,2,0,0,0,0
"Hàng hóa nhiều, đa dạng. Mình thích mua vải áo dài, giá cả phù hợp. Đồ mặc nhà có nhiều kiểu, size dễ lựa. Đồ ăn dạng street food rất nhiều món. Điểm cộng là có nhiều bảo vệ trong chợ nên không có cảnh chèo kéo khách như xưa nên mua sắm thoải mái. Nên đi sớm, buổi chiều nóng do mái tôn chợ thấp.",0,0,0,4,0,3
Ăn tại nhà hàng Hoàng Thao luôn có Hải sản tươi sống 💯 Phục vụ chu đáo và rất nhanh nhẹn. Món ăn thì tuyệt vời đặc biệt là nước chấm y bài. Phương tiện đưa đón đúng giờ giấc . Luôn có mấy anh hướng dẫn viên nhiệt tình,0,0,5,5,5,0
"Nhà Hàng hải sản ngon tuyệt, Hải sản tươi giá hợp lí. Nhân viên phục vụ dễ thương nữa,Lần sau minh sẽ thường xuyên ghé nhiều hơn.hehe",0,0,5,5,0,0
"Không gian cảng cá kết hợp phà. Cho người thích trải nghiệm. Lưu ý co nhiều khói do tàu
",0,0,0,0,3,0
