,Review,a0,a1,a2,a3,a4,a5
249,"Một spa chuyên nghiệp và hiếm hoi tại Qui Nhơn từ không gian nội thất đến phục vụ và các bài massage.
",5,0,0,0,0,0
250,"Bạn bè của tôi và tôi quyết định thử địa điểm này vì xếp hạng Trip Advisor. Chúng tôi đã rất ngạc nhiên khi đó là một nhà hàng đơn giản, 
nhưng chúng tôi đã nhanh chóng bị những con chả giò. Lựa chọn thịt bò hoặc tôm. Chúng tôi được hướng dẫn cách tự làm và chúng rất ngon. Đối với món tráng miệng, chúng tôi đã thử thạch với mảnh dừa / dán bọc trong lá chuối cũng như thạch trắng / dừa ngọt. Khi chúng tôi nhận được hóa đơn, chúng tôi rất vui mừng khi thấy chi phí thấp. Có giá trị tuyệt vời và chất lượng thức ăn. Không chắc chắn nếu có những lựa chọn thực phẩm khác bởi vì tất cả mọi người khác đang ăn chả giò. Mỗi đơn hàng bao gồm các thành phần cho hai cuộn chả giò. Chúng tôi cần phải đi taxi đến và đi từ nhà hàng (khoảng 2 USD 50 mỗi chiều) vì chúng tôi ở cách đó vài cây số.",0,0,5,5,0,0
251,"Không gian biển đẹp tuy nhiên đơn vị quản lý để cho các nhóm khách vào ăn nhậu hát hò bằng loa kẹo kéo rất phản cảm, các lối vào bị bịt kín bằng các tảng đá không còn đường dành cho người khuyết tật. Mua bán hàng rong lấn chiếm không ai xử lý
",2,0,0,2,0,0
252,"Quán này nằm ở hải minh , muốn ăn quán này phải tới cảng gởi xe , đi đò qua mất 30k 1 chuyến , không phân biệt bao nhieu người , đồ ăn quán này cũng rất rẻ , ngang những quán khác, được cái là đồ tươi sống, ăn quán này thi khỏi phải bàn cãi về độ tươi của món ăn rồi, toàn là đồ sống, khách nào gọi mới làm , chữ k phải kieu bỏ đông , nhân viên cung thân thiện, được cai quán bán từ sáng đên khuya 1g sáng muon qa ăn cũng có, mà nhà hàng nổi tren biển nên ăn ở đây chụp hình check in cũng thích, nói chung sẽ quay lại.",0,0,0,5,0,0
253,"Là nơi thỏa mãn nhu cầu mua sắm của người dân Qui Nhơn toạ lạc tại trung tâm thành phố Qui Nhơn, là nơi giao nhau giữa các tuyến đường huyết mạch và khu du lịch, bãi tắm.",5,0,0,0,0,5
254,Bogosov tại 5 Elements Garden ở Quy Nhơn là một địa điểm ăn uống rất ngon.,0,0,0,5,0,0
255,"Đây là lần đầu tiên cảm thấy rất khó chịu khi đến CGV xem phim, rất k hài lòng vì nhân viên bán vé, hỏi và chốt 1 cách dồn dập, nước thì k cho chọn loại nước, k hỏi KH có thẻ thành viên hay k, k có nhân viên trực phòng rạp, tự đi vô tự kiếm chổ ngồi. 😤
",1,0,0,0,0,0
256,"Cũ kỹ, từ vật chất đến phát triển thể thao địa phương, cơ cấu quản lý ko tốt, bóng đá bình định tụt lùi ko thể phát triển, thậm chí võ thuật truyền thống cũng ko phát triển mạnhmoojt số cơ sở vật chất xây dựng nên để phát triển thể thao …Thêm",2,0,0,0,0,0
257,"Vui xịn nhưng cần đi theo đoàn để vào. Khách lẻ 1 tuần chỉ có 4 tiếng tham quan theo lịch. Cần đk lịch từ trước
",4,0,0,0,0,0
258,Kém chất lượng . Tôi vào siêu thị quên đem khẩu trang theo nên ko vào đk mà tại sao siêu thị không phát ko trang miễn phí cho những khách hàng nào quên mang khẩu trang chứ cần phải khắc phục lỗi này . Cực kỳ thất vọng,0,0,0,0,0,3
259,"Ăn chè khúc bạch ở đây được hơn 2 năm rồi. Khúc bạch ở đây vẫn ngon nhất qn, vừa dẻo vừa thơm, đặc biệt là khúc bạch trà xanh và phô mai (mình đã ăn ở vài nơi cả ở qn và đà nẵng, cảm thấy khúc bạch ở đây vẫn ngon nhất). Nước vải ngọt có cả vải thật to ngon. Giá từ hồi 2 năm trước đến giờ vẫn 15k, mình thấy như vậy là rẻ. Tiếc là quán ở vị trí không thuận lợi, ít người qua lại nên quán vắng hiu. Nếu được đặt ở vị trí sầm uất hơn thì mình tin quán sẽ rất hút khách.",0,0,0,5,0,0
260,"Những ai yêu màu "" xanh ngát xanh "" thì đây là một địa điểm không thể bỏ qua. Với tông màu xanh ngọc chủ đạo trong nội thất của quán, hòa cùng màu xanh của nước biển, của núi bên cạnh quán hay những con thuyền màu sắc xanh rực rỡ trước nhà hàng thì đây là một điểm check-in tuyệt vời rồi. Đặc biệt quán còn có dịch vụ câu cá free, khi bạn đến đây thì liên hệ nhân viên, họ sẽ cho bạn mượn cần và chuẩn bị mồi câu cho bạn.",0,0,0,5,0,0
261,"Mình bước vào phòng và ngạc nhiên về sự sạch sẽ, thoáng mát của phòng. Đặc biệt mình rất thích design phòng với giường ngủ rộng, hườn ra phía tường kính, khi nằm có thể vừa xem phim vừa ngắm cảnh thành phố. Phòng của mình đặt khá sớm, xong mình có thay đổi lịch cá nhân nên có yêu cầu KS đổi ngày giúp mình, anh Huy đã hỗ trợ ngay và KS sau đó còn giúp mình nâng hạng phòng, vừa co view thành phố, vừa có view biển rất đẹp.",0,5,0,0,0,0
262,"Wifi quá kém, đèn phòng hư nên hơi tối",0,2,0,0,0,0
263,"Hàng hóa nhiều, đa dạng. Mình thích mua vải áo dài, giá cả phù hợp. Đồ mặc nhà có nhiều kiểu, size dễ lựa. Đồ ăn dạng street food rất nhiều món. Điểm cộng là có nhiều bảo vệ trong chợ nên không có cảnh chèo kéo khách như xưa nên mua sắm thoải mái. Nên đi sớm, buổi chiều nóng do mái tôn chợ thấp.",0,0,0,4,0,3
264,Ăn tại nhà hàng Hoàng Thao luôn có Hải sản tươi sống 💯 Phục vụ chu đáo và rất nhanh nhẹn. Món ăn thì tuyệt vời đặc biệt là nước chấm y bài. Phương tiện đưa đón đúng giờ giấc . Luôn có mấy anh hướng dẫn viên nhiệt tình,0,0,5,5,5,0
265,"Nhà Hàng hải sản ngon tuyệt, Hải sản tươi giá hợp lí. Nhân viên phục vụ dễ thương nữa,Lần sau minh sẽ thường xuyên ghé nhiều hơn.hehe",0,0,5,5,0,0
266,"Không gian cảng cá kết hợp phà. Cho người thích trải nghiệm. Lưu ý co nhiều khói do tàu
",0,0,0,0,3,0
267,"Cảm ơn dịch vụ cho thuê xe máy quy nhơn giá rẻ đã rất nhiệt tình hướng dẫn và giúp đỡ mình có chuyến hành trình trải nghiệm quy nhơn thật vui vẻ và thú vị. Bạn mình khen tít mắt lúc cửa hàng cho nhân viên mang xe tới, toàn e Vision đời mới, lại còn có mũ cặp thiệt dễ thương nữa. Hài lòng lắm luôn",0,0,0,0,5,0
268,"Khách sạn Quy Nhơn gần biển
Nằm trong phòng có thể view trọn bãi biển qua khung cửa kính.
Cảm nhận hương vị biển và các món hải sản tươi sống thật tuyệt vời.
Chắc chắn sẽ quay lại Quy Nhơn lần nữa",0,5,0,0,0,0
269,Quán này có nhiều bình luận tốt nên tôi dẫn anh họ đi du học về qua ăn thử . Ăn xong về nhà anh có dấu hiệu khó tiêu và chóng mặt . Tôi không hài lòng chút nào cả.,0,0,0,1,0,0
270,"Thoáng mát, sạch sẽ, tiện nghi đầy đủ",0,5,0,0,0,0
271,"Tết đến xuân về là lúc bạn bè gặp gở để trò chuyện hàn nguyên nhau sau 1 năm gặp lại. Không phải không dể tìm kiếm đâu quán này nằm trên con đường Ngô Mây nên dễ thấy. View quán zễ thương, à mình bật mí tầng 2 đẹp đấy nhé. mình thích trà sữa ở đây giá khá ok mà lại ngon, không cần phô trương này nọ miễn quán trà sữa ngon giá ok thì fan trà sữa như tụi mình tự tìm moi ra :)) chúc quán năm mới vui vẻ, phát triển hơn đặc biệt quán sớm sớm tạo ra những hương vị mới nhé <3",0,0,0,5,0,0
272,"Đồ ăn ổn, khá thích. Họ tính tiền chúng tôi cho khăn ăn tho. Hầu như không có tiền nhưng nếu tôi biết nó sẽ tốn kém tiền bạc, tôi đã đi và rửa tay trong phòng tắm ..",0,0,0,4,0,0
273,"Tôi đã ăn ở The Refinery trước đây, và thức ăn rất ngon. Hôm nay tôi đến lúc 11:01 và hỏi họ mở cửa lúc mấy giờ. Cô ấy nói rằng họ đã mở và hướng tôi đến một chiếc bàn bên trong. Tôi xem lại thực đơn và biết mình muốn gì, nhưng trong 20 phút, tôi không bao giờ được nói chuyện với ai nữa. Những người phục vụ nhìn tôi, không mỉm cười, nhưng không bao giờ cung cấp nước hoặc nhận và gọi món. Có lẽ đây là lý do tại sao thứ hạng của họ đã giảm cho đến nay. Ồ, tôi đã đi bộ qua đường tới Grand Hyatt và có một trải nghiệm tuyệt vời. Nhiều quá nên ngày mai tôi sẽ đi lại.",1,0,0,4,0,0
274,"Mình lại quán này mấy lần rồi, thử cũng nhiều món quán này, nhưng thấy cánh gà chiên mắm là ngon nhứt, thịt gà dai, mà mắm ak, đậm đà, thấm tháp lắm, mà quán hơi đông chờ hơi lâu chút. ngoài ra thì tất cả đều ok",0,0,0,4,0,0
275,"Mình có đặt phòng cho khách Nhật của công ty sang công tác tại đây. Khách rất hài lòng cảm ơn khách sạn vì mình đã được sếp khen.
",0,5,0,0,0,0
276,"Cũng tạm chủ yếu dô mua phải biết trả giá đồ í vs lại là dô xỏ khuyên thui à cũng tạm
",0,0,0,0,0,3
277,"Đi hòn khô chơi rất ok, hải sản lại rất tươi ngon, quá đã 😄",5,0,0,5,0,0
278,"Lần đầu tiên đi công tác ở Bình Định, xem review về dịch vụ cho thuê xe máy, chọn ngay chỗ này vì nằm gần bến xe Quy Nhơn. Đến rồi mới biết nơi này chất lượng và uy tín vô cùng, toàn là xe mới, máy mạnh. 💪💪 Tổng số ngày thuê xe của mình là 19 ngày, chặng đường đi hết tỉnh Bình Định, chở theo rất nhiều đồ, đi từ biển rồi lên núi mà xe bao khoẻ, bao xịn, không hề bị hư hại trong quá trình di chuyển, quá là tuyệt vời ông mặt trời🤩. Cô chú còn vô cùng tốt bụng và dễ mến, giảm giá xe cho mình nữa ấy😍😍 Cảm ơn cô chú vì dịch vụ quá tuyệt vời, vì tình người vô cùng ấp áp❤️❤️ Xin hẹn gặp lại sau ạ !",0,0,0,0,5,0
279,"Phòng cũng khá đẹp, có bar và bể bơi trên tầng thượng đẹp.",5,5,0,0,0,0
280,"Bình Định - Điểm du lịch đang nổi và thu hút rất nhiều khách du lịch trong giai đoạn gần đây. Sân bay Phù Cát mới được xây dựng trong năm 2018 nhằm đáp ứng lượng du khách đổ về ngày một đông. Với lối thiết kế không gian tuyệt vời, mới, hiện đại, đây là một địa điểm check in sống ảo cũng rất lý tưởng. Vote 5 sao cho 1 sân bay mới trên quê hương mình.
",0,0,0,0,5,0
281,"Nhìn quán bình dân thôi nhưng chế biến rất vừa miệng, đồ tươi ngon giá hợp lý",0,0,0,5,0,0
282,"Ăn gà rán ở đâu? Quy Nhơn có 4 thương hiệu gà rán luôn, nhưng em mình hay đòi ăn Jollibee nhất, tại nước chấm ở đây không cay, ở đây còn có mì Ý nữa. Jollibee có 2 tiệm, 1 là ở tầng 1 Kim Cúc Plaza và 1 ở Nguyễn Huệ, gần ngay Nice Cafe ấy. Cá nhân mình thấy gà rán ở đây ngon mà, nước chấm ngọt ngọt chua và ít cay nên dễ ăn ^^",0,0,0,5,0,0
283,"Đi ngang qua nên ghé ăn thử món kem bơ - Nhìn chung bơ ngon không bị đắng hay xơ , nhưng theo khẩu vị của mình thì quá lạt , viên kem lạt , bơ xay cũng lạt - xin thêm đường nhưng nhân viên và chủ quán nghe xong đều ngó lơ làm mình phải bỏ dở ly kem vì không tài nào nuốt nổi - Quán rất thích hợp với những ai ăn kiêng chứ không hợp với mình",0,0,0,4,0,0
284,"Lễ tân và bác bảo vệ rất nhiệt tình, phòng sạch sẽ, thang máy nhanh",0,5,0,0,0,0
285,"Đến chất 1 và không thích lắm trong vấn đề order nước, tính tiền xong ngồi đợi 15p sau nhân viên báo hết món đã order. Order món kem + trái cây + khúc bạch ( giá 29k) thì chẳng thấy khúc bạch gì cả mà nhân viên còn không thèm thông báo cứ làm xong giao cho khách. Không muốn ghé thêm lần nào nữa",0,0,0,1,0,0
286,"Cửa hàng thoáng đãng sạch sẽ, hàng hóa sắp xếp khoa học, NV phục vụ tận tình lịch sự.
",0,0,0,0,0,5
287,"Một khách sạn cực kì tệ. Phòng ốc nhỏ mà dám để phòng to. Tôi đặt phòng 40m2 mà đưa tôi phòng chỉ 30m2 rồi báo đây là phòng to nhất rồi. Đúng kiểu treo đầu dê bán thịt chó. Phòng ngộp, bẩn, hôi. Thái độ nhân viên cực kì tệ, không hề có ý muốn khắc phục việc này.",0,1,0,0,0,0
288,Khu du lịch Ghềnh Ráng Tiên Sa là khu du lịch vô cùng nổi tiếng ở thành phố biển Quy Nhơn. Vì nằm gần ngay trung tâm thành phố nên thu hút đông đảo du khách trong và ngoài nước. Đến đây du khách sẽ được chiêm ngưỡng một vẻ đẹp thiên nhiên tuyệt mỹ.,4,0,0,0,0,0
289,"Mình đi chuyến tuy hòa vào sg và sg bề tuy hòa ngày 1/6: xin chia sẻ cho quản lý nhà sao rút kinh nghiệm vì là hãng lớn nên mình tin tưởng đặt. Thứ 1 mình đi chuyến tuy hòa vào sg có con trẻ em theo đi xe 34 giường, đề nghị nhà xe sao nên xem các phim chiếu trên xe. Mình kêu con mở màn hình xem giải trí nhưng lại mở trúng các phim hồng kong hở nguyên cả ngực trần, làm mình phải bấm tắt kêu con ngủ. Thứ 2 chuyến sài gòn về tuy hòa xe bắt khách dọc đường quá nhiều nằm cả dãy lối đi có người còn kéo cả rèm ra nhìn thử rất khó chịu. Một chuyến đi rất không thoải mái",0,0,0,0,2,0
290,"Rượu bây giờ chả biết đâu là thật đâu là giả, dần dần rồi thương hiệu rượu bầu đá bình định bị mai một mất
",0,0,0,2,0,0
291,Nơi tốt để mua sắm,0,0,0,0,0,5
292,Đây sẽ nơi mình quay lại nhiều lần nữa.,0,4,0,0,0,0
293,Lối vào khách sạn hơi nhỏ và khó tìm,0,3,0,0,0,0
294,"Rất thoải mái, đúng giờ, 50k. Và nó mất khoảng 40 phút để đến sân bay.",0,0,0,0,5,0
295,"Mình đặt phòng 1 giường 2 người góc biển nhưng vì từng ghé ks 1 lần nên lần này được upgrade miễn phí lên phòng Senior Suite 43m2 rất rộng, có sofa dài và bàn sofa uống trà, phòng tiện nghi và view vừa ngắm góc biển vừa nhìn toàn thành phố ở tầng 16. Trải nghiệm tối ngắm thành phố về đêm và sáng ngắm mặt trời mọc trên biển thật tuyệt vời. Đang đợt dịch nhưng phòng sạch đẹp, đầy đủ tiện nghi đúng tiêu chuẩn 4*.",5,0,0,0,0,0
296,"Một trải nghiệm miễn phí rắc rối. Người lái xe của tôi đã đợi tôi khi tôi rời đi. 30 phút sau tôi đã có mặt tại khách sạn của mình. 
Xe đã được vệ sinh sạch sẽ và có máy lạnh, tài xế đến thẳng Khách sạn. Một dịch vụ tốt ở một mức giá tốt. Tôi muốn giới thiệu.",0,0,0,0,4,0
297,"Món chả giò là ok. Không có gì để hét lên. Miếng bít tết được nấu trên bếp nướng tại bàn của tôi rất dai và hơi không có hương vị. Theo ý kiến ​​của tôi, món salad Caesar đã bị quá liều.",0,0,0,3,0,0
298,"Dịch vụ ăn uống rất tệ, giá cả không hợp lý, quá cao so với thị trường
",0,0,0,1,0,0
299,"Nhân viên nhiệt tình, thân thiện. Phòng sạch sẽ, có bồn tắm, view biển, tiện nghi đầy đủ",0,5,0,0,0,0
300,"Quán nhỏ nhỏ xinh xinh , mặc dù vị trí trong hẻm nhưng vẫn mát mẻ . Nhược điểm quán hơi tối , k đẹp để lên hình lung linh . Yêu bà chủ quán ❤️ mình đến đây ăn thường xuyên nên được nhớ mặt luôn . Chè khúc bạch ở đây 15k nước trong veo không bị đục , nước ngọt , thanh , mát , mùa hè này nóng nực đến quán ăn một ly là mát ruột luôn . Bánh ngon , tầm 15k trở lên . Bánh thường có sẵn trong tủ , ai ăn gì thì đến chỉ . Tok đúng kiểu Hàn Quốc nên khó ăn . Cá viên chiên ngon ❤️ luôn ủng hộ quán dài dài",0,0,0,5,0,0
301,"Nhận xe, check xe các kiểu ai cũng hài lòng, bọn mình có chụp 1 bô hình kỉ niệm , mỗi xe đều trang bị đầy đủ mũ bảo hiểm và áo mưa. Cạn lời hơn khi a chuẩn bị cho nhom mình cả bơm lốp xe bằng chân, đề phòng đi xa bị thủng lốp còn có đường chạy về, vì quá hài lòng về thái độ phục vụ cũng như chất lượng xe của bên anh. Nên nhóm mình ko trả giá mà trả sòng phẳng tiền, ko xin bớt luôn.",0,0,0,0,5,0
302,"chúng tôi đã ở quán bar này được 2 buổi tối, đêm đầu tiên có bóng đá, sự rung cảm tuyệt vời của VN đã chiến thắng. 
đêm thứ hai họ có một ban nhạc vui nhộn với nhiều trò chơi trên bàn để chơi. nhân viên chu đáo và cocktail tốt.",5,0,0,5,0,0
303,"Mình và bạn đi cả thảy là 7 người, 5ng đến trước 2 đến sau. Tụi mình gọi nước và ngồi được một lúc thì 2 bạn sau đến và order thêm 2 nước chanh. Order xong là lúc quán cũng bđầu vãng khách nên mình và bạn mình có DẶN 2 BẠN NHÂN VIÊN là tụi mình muốn ra ngoài cổng hoa chụp hình một chút, tụi mình chưa dùng nước xong và còn order mới. Cả bàn mình lúc đó có 2 ly nước uống đc 1 nửa và 3 trái dừa 1 trái đã uống xong 2c mới uống được ít. Tụi mình ra chụp hình đâu 5’ thì 2 bạn mình vô xem có nước chanh chưa và rồi, nguyên cái bàn dọn luôn :))) Mình có lại quầy hỏi nhân viên, có cả chị quản lý đó luôn nhưng chỉ nhận đc lại lời chối của tất cả nhân viên là “không phải tui dọn nha” :)) và không một lời xin lỗi. Quans nằm hầu hết trong các review đi Quy Nhơn nhưng nếu như ai hỏi mình share kinh nghiệm mình sẽ nói là “ĐỪNG ĐI SURF BAR” :) Chán kinh khủng, nhạc dở, nước dở, chả hiểu sao mà nổi tiếng.",0,0,0,1,0,0
304,Đường Trần Hưng Đạo quẹo vào đường Hàm Tử sẽ thấy bến cảng cho các tàu đi đánh bắt và tàu chở khách ra đảo.,5,0,0,0,0,0
305,Cơ sở chả ram uy tín nha,0,0,0,5,0,5
306,"Đánh giá 1 sao cho rạp chiếu phim starlight, hôm mình đi xem phim tối mồng 6 tết rạp 1, màn hình coi mà nhòe ánh sáng xanh, đã reset màn hình lại trong lúc đang xem nhưng vẫn k hết. Lần đầu xem cũng như lần cuối :)",1,0,0,0,0,0
307,"Hôm nay mình oder gà sốt HS , loại sốt này mình nghe nói ngon lắm nên ăn thử , và thực sự nó không làm mình thất vọng . Gà vẫn mềm , da vẫn còn độ giòn tan vì lúc mình gọi người ta mới phủ sốt nên không sợ da bị mềm đâu nha . Phần sốt phải nói là ngon cực , ăn gà này khỏi cần chấm tương ớt hay tương cà gì luôn vì nó rất cay , ăn xong còn chấm chấm mút mút cho đã thèm , lần sau nhất định sẽ gọi món này tiếp",0,0,0,5,0,0
308,"Mì cay ăn ổn chứ k ngon xuẤt sắc, tính ra nước dùng cũng đậm đà, đủ topping các kiểu nên cũng dc, hải sản cũng, có cái phịc vụ hơi lâu, mình đi cuối tuần, quán hơi đông, chắc do vậy mà k đủ nhân viên, nếu có dịp sẽ ghé lại",0,0,0,4,0,0
309,"Tiện nghi, sạch sẽ, nhân viên thân thiện và ân cần. Rất thoải mái khi nghỉ dưỡng ở đây, view biển cực đẹp, giá rất phải chăng",0,4,0,0,0,0
310,"Các mẫu áo phong phú, trẻ trung, chất thun mịn mát, các bạn nhân viên nhẹ nhàng, nhiệt tình, tạo cảm giác thoải mái cho khách hàng.
",0,0,0,0,0,5
311,"Mình rất thích các món ăn Hàn Quốc, nên mình đã thử khá nhiều quán, từ Sài Gòn, Phú Yên lẫn Quy Nhơn. Về mặc giá cả thì mình thấy ổn, vì nguyên liệu nấu khá mắc, nên quán để giá vậy vừa tầm với sinh viên, học sinh mà có thể ăn được nhiều món. Không gian quán khá nhỏ, mình đì nhiều lần, và có vài lần ko có bàn để ngồi và ra về. Mình thích món cơm trộn ở đây, rất hợp khẩu vị mình. Ơ những nơi khác thì món Hàn khá nhạt. Về vị thì mình thấy ok, nhưng các món như lẫu, tokbokki quán cho khá nhiều tương ớt nên khá mặn, mình là người ăn mặn mà vẫn ko thể trụ nỗi, hy vọng quán nêm nếm lại thì sẽ ngon hơn đó. Nói chung ngoại trừ cái hơi mặn ra thì các món ăn khá ok.",0,0,0,4,0,0
312,"Mình đến quy nhơn 3 ngày, đi chơi nhiều nơi điều bằng xe máy của công ty. Xe chạy tốt, nhân viên cũng nhiệt tình. Cho bạn 5 sao",0,0,0,0,5,0
313,"Có đầy đủ cá dịch vụ giải trí như xem phim, chơi bowling, game, ăn uống cafe, sang trọng và hiện đại. Nhân viên thân thiện, cảnh đẹp",5,0,0,0,0,0
314,"Vị trí tốt. Chất lượng thực phẩm là như vậy, nhưng giá cả khá cao. Nếu bạn tìm kiếm các loại thực phẩm tốt với giá tốt và không quan tâm nhiều
 về nó phải là một ""nhà hàng"", nó là thú vị hơn để có hải sản tại các nhà hàng nhỏ khác dọc theo các đường phố mà chỉ là 10 phút đi bộ. Một nửa giá ít nhất, và thực phẩm là thực sự ngon.",0,0,3,3,0,0
315,"Là khách du lịch nên mình đi lòng vòng thấy quán đẹp thì tấp vào...mình muốn hút thuốc chủ động ra ngòai trước ngồi rồi...hỏi bé phục vụ cho mượn hộp quẹt thì bị trả lời như tạt nước vào mặt...""ko có đâu anh""",0,0,0,4,0,0
316,"giá cả phải chăng, đối diện có chỗ thuê xe máy, ăn sáng, gần biển. chỗ ở sạch sẽ tiện nghi.",0,4,0,0,0,0
317,"Quán được thiết kế với không gian ngọt ngào ấm cúng,được thiết kế gồm 2 tầng, ở tầng 1 thù khá bình thường, ấm cúng. Đặc biệt tầng 2 được thiết kế view đẹp dễ thương cho những bạn muốn phiêu theo view quán chụp hình nhé. Nước của quán khá ngon, có nhiều loại nước giao động trong khoảng 15-30k nhé. Bên cạnh đó quán có thêm cả món bánh ngọt nữa nhé nhưng do vội đi nên mình chỉ gọi nước thôi! Nhân viên của quán nhiệt tình thân mật và dễ thương nữa 🙂🙂😘😘 1 quán đáng để đến cho các ban sinh viên.",0,0,0,5,0,0
318,"Quán bán cơm bắt đầu từ sáng cho đến tối Không gian quán rộng rãi , mát mẻ Nhân viên phục vụ nhiệt tình , hiếu khách và dễ chịu Quán bán đa số là cơm với gà , ăn kèm với salad hoặc thêm canh rong biển 5k Một suất cơm tầm giá 30k trở lên Một phần khá nhiều cơm , mình ăn mãi không hết . Chắc lần sau tới quán rút kinh nghiệm dặn nhân viên lấy ít cơm thêm . Nguyên miếng đùi gà thiệt to luôn . Để lên dĩa nhìn hấp dẫn dễ sợ . Ăn một phần ni là no cả tối Nói chung là khá ưng ý với quán này và sẽ tới thưởng thức trong các lần tới ❤️",0,0,0,5,0,0
319,"Quán này đã trở lại và lợi hại hơn xưa 👌🏻👌🏻👌🏻. Mình ăn từ lúc quán còn ở địa chỉ cũ, nay quán đã dời về địa chỉ mới rồi nhìn sáng sủa, thoáng mát và trang trí cũng đẹp lắm. * Ưu điểm: hương vị 100% vẫn như xưa. Miếng khúc bạch dẻo mềm, ngậy tan trong miệng đúng chuẩn khúc bạch. Quán này đặc biệt dùng nhãn tươi để làm nước chè nên vị rất thanh mát và nhãn rất giòn sật nữa, ăn rất đã miệng á 😆😆😆. À nay mùa sầu riêng, quán còn làm thêm khúc bạch sầu riêng nữa , ăn bên trong vẫn còn thịt sầu riêng tươi luôn, ăn thơm lắm lận. Giá vẫn 15k/ chén bao chất lượng luôn, mùa này ăn là hết sẩy con bà bảy 🤣🤣. Bánh ngọt tuy ít loại nhưng mình thấy vị rất ổn, thích nhất cốt bánh ở đây làm rất mềm ăn tan vị với phần kem ngon lắm, ko như những quán khác ăn cốt rất cứng làm cảm giác mất ngon. Ngoài ra quán còn có tokboki, trà đào, trà sữa mà chắc để hôm khác thử hihi. * Nhược điểm: hôm mình đi quán hơi đông nên phục vụ hơi chậm, nhưng cái này có thể bỏ qua đc vì quán phục vụ cũng rất nhiệt tình và vì đồ ăn ngon nên có thể bỏ qua hehe.",0,0,0,5,0,0
320,"thời gian hoạt động của siêu thị là bao nhiêu, khách hàng mua số lượng nhiều, đợi thanh toán rất đông nv ko thông báo trước tới lượt thanh toán thì bảo đóng quầy ko nhận thanh toán nữa bắt qua 1 quầy khác rồi lại xếp hàng lại ngay từ đầu, mặc dù có nhìu KH xin nhưng nv nhất quyết ko chịu, vậy thì nên đánh giá dv mình ntn, nv ntn đây ạ.
",0,0,0,0,0,3
321,"Điều này là không chuyên nghiệp như một doanh nghiệp và vô tâm như một con người. Dừng việc xé toạc những người không biết 
mọi thứ hoạt động ở đây như thế nào. Bạn gặt hái những gì mình gieo. Đừng tham lam một số đô la mà bạn sẵn sàng từ bỏ đạo đức của mình.",0,0,0,0,0,0
322,"Hôm qua mình đến cùng với cả mấy người bạn.ở đây trang trí đẹp nhưng thức ăn rất công nghiệp mình nghĩ hầu hết là đồ đông lạnh hấp lại nên có món há cảo ở trong vẫn còn lạnh toát, vỏ háo cảo thì nhão nhão không được dai, giòn. Mấy món ở đây trình bày đẹp nhưng ăn giống như đồ mình mua ở siêu thị về. Nói chung là sang chảnh thôi chứ không đáng giá tiền.",0,0,0,4,0,0
323,Thiết kế đèn bất tiện cho buổi tối khi ngủ.. bồn rửa mặt dễ bị văng nước xuống sàn.. sàn gạch nếu đi chân trần ko mang dép thì bị rít rít cảm giác ko sạch.,0,4,0,0,0,0
324,"Năm nay trang bị quầy hàng rộng rãi đa dạng phong phú các mặt hàng ,nv đón niềm nở vui vẻ 👍👍",0,0,0,0,0,5
325,"Lâu ngày về quê không có xe đi, may tìm được chổ cho thuê xe máy có tâm. Giao xe tại bến xe và lúc trả xe cho mình trả xe ở bến xe buýt hàng không 01 nguyên tất thành giúp mình tiết kiệm biết bao nhiêu chi phí cho taxi. Xe mới, chạy êm và tốt, lúc giao xe có 2 mũ bảo hiểm và đổ cho mình nửa bình xăng để mình thoải mái đi ko như những chổ khác giao xe cạn xăng phải lo đi đến cây xăng ngay, vote 5 sao cho chất lượng dịch vụ",0,0,0,0,5,0
326,Muốn mua hải sản tươi thì đến đây. Thời gian hải sản tươi nhất từ 12h trưa đến chiều vì đây là lúc tàu vào bỏ cá,0,0,0,0,0,5
327,"Cococamp nằm trên con đường biển như làng chài trong phim Hàn quốc ý mọi người. Biển làng chài nên ko được sạch đâu, nhưng bình yên thì dư, đủ để có thể xếp lại buồn phiền đó ạ.",4,0,0,0,0,0
328,"Recomment mấy bạn đến đây nhất định phải gọi món cá sơn nướng cuốn bánh tráng. Siêu ngon nhé. Ngoài ra quán còn bán các loại ốc, sò khác nhau chỉ 30k 1 dĩa Cháo hải sản cũng ngon chỉ 20k 1 tô 2 người ăn. Mình đi 2 người ăn sò, ghẹ sốt me, cá sơn nướng, cháo hàu, nước nữa. No căng bụng mà chỉ có 222k thôi à. Tính bill đứa bạn đi cũng ngỡ ngàng vì sao mà rẻ thế :) Quán phục vụ nhanh chóng. Có người giữ xe. Có dịp đi QN sẽ quay lại quán ủng hộ tiếp nhé!",0,0,0,5,0,0
329,Khung cảnh nên thơ. Không khí trong lành. Lúc nào cũng nghe sóng biển vỗ. Ngồi sẽ k muốn về!,5,0,0,0,0,0
