,Unnamed: 0,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,clean_review,label
1128,1130,"Mình được cô chú chủ NN Phúc Thịnh giới thiệu sang đây thuê xe. 2 cô chú rất dễ mến, xe sạch sẽ đẹp đẽ, giá lại còn rẻ. 9h cô chú đóng cửa nhưng vẫn chờ bọn mình tới 9h30 tới trả xe :)) Tất nhiên là 5 sao rồi ạ :3",0,0,0,0,5,0,mình được cô_chú chủ nn phúc thịnh giới_thiệu sang đây thuê xe 2 cô_chú rất dễ mến xe sạch_sẽ đẹp_đẽ giá lại còn rẻ 9h cô_chú đóng_cửa nhưng vẫn chờ bọn mình tới 9h30 tới trả xe tất_nhiên là 5 sao rồi ạ 3,{di_chuyen#very_positive}
1129,1131,"Nhà Hàng ăn ngon và rất tốt, chất lượng, cảnh đẹp, nhân viên Truyền phục vụ rất chu đáo và nhiệt tình",0,0,5,5,0,0,nhà_hàng ăn ngon và rất tốt chất_lượng cảnh đẹp nhân_viên truyền phục_vụ rất chu_đáo và nhiệt_tình,"{nha_hang#very_positive}, {an_uong#very_positive}"
1130,1132,"Lần đầu đến Bình Định mình cũng nhờ foody để tìm quán ăn. Vô tình đi ngang quán này nên ghé vào thử. Quán khá rộng, đẹp và thoáng nữa. Quán có kem tự chọn giống i love kem ở Sài Gòn giá lúc mình ăn là 23.000 đồng /100 gram. Có nhiều vị để chọn. Thích nhất vị dừa và chanh dây. Ngoài ra quán còn nhiều thức uống khác giá tương đối. Từ đây có thể đi bộ hoặc chạy ra bãi biển quy nhơn cách đó chừng 1km. Nếu có cơ hội đến quy nhơn hãy đến đây dùng thử nhé. Nhân viên dễ mến nữa nhé.",0,0,0,5,0,0,lần đầu đến bình_định mình cũng nhờ foody để tìm quán ăn vô_tình đi ngang quán này nên ghé vào thử quán khá rộng đẹp và thoáng nữa quán có kem tự chọn giống i love kem ở sài_gòn giá lúc mình ăn là 23000 đồng 100 gram có nhiều vị để chọn thích nhất vị dừa và chanh dây ngoài_ra quán còn nhiều thức uống khác giá tương_đối từ đây có_thể đi bộ hoặc chạy ra bãi biển quy nhơn cách đó chừng 1km nếu có cơ_hội đến quy nhơn hãy đến đây dùng thử nhé nhân_viên dễ mến nữa nhé,{an_uong#very_positive}
1131,1133,"Sản phẩm giao đúng hẹn , ngon và nói chuyện với khách vui vẻ !
",0,0,0,5,0,5,sản_phẩm giao đúng hẹn ngon và nói_chuyện với khách vui_vẻ,"{an_uong#very_positive}, {mua_sam#very_positive}"
1132,1134,"Quán này nước bt, không gian chỉ có 1 góc ở trên lầu là ok. Còn lại bt, đặc biệt không biết phải tại cách sắp xếp không gian của quán không, mà buổi tối đi rất ồn, không nói chuyện đc gì cả, toàn tiếng người là người y như quán Nice hồi xưa .",0,0,3,3,0,0,quán này nước bt không_gian chỉ có 1 góc ở trên lầu là ok còn lại bt đặc_biệt không biết phải tại cách sắp_xếp không_gian của quán không mà buổi tối đi rất ồn không nói_chuyện đc gì cả toàn tiếng người là người y_như quán nice hồi xưa,"{nha_hang#neutral}, {an_uong#neutral}"
1133,1135,"Chất lượng sản phẩm tốt, nhiệt tình với khách hàng
",0,0,0,0,0,4,chất_lượng sản_phẩm tốt nhiệt_tình với khách_hàng,{mua_sam#positive}
1134,1136,"Được bạn bè giới thiệu vô đây là ăn quán nầy vì nghe đồn rất nổi tiếng, nhưng mình thấy cũng chả đặc sắc lắm, chưa kể là khá thất vọng. Quán ăn trông cũng sạch sẽ, phục vụ thì chỉ lẳng lặng đem đồ ăn, chả nói năng gì hết trơn á. Bún thì lèo tèo, ít lắm, cũng có chả cá, giò, hành lá, lạc, giá...cơ bản giống bún cá của mình nhưng k có cá nha. Nước thì bị ngọt, không hợp vị lắm, chắc do mình không ăn hợp đồ ăn của cái eo đất nước. Đến vùng đất mới thì nên thử đồ mới, nên cũng không có gì là tiếc cả. Ăn cho biết, có kinh nghiệm cho lần đi sau.",0,0,0,2,0,0,được bạn_bè giới_thiệu vô đây là ăn quán nầy vì nghe đồn rất nổi_tiếng nhưng mình thấy cũng chả đặc_sắc lắm chưa kể là khá thất_vọng quán ăn trông cũng sạch_sẽ phục_vụ thì chỉ lẳng_lặng đem đồ_ăn chả nói_năng gì hết trơn á bún thì lèo_tèo ít lắm cũng có chả cá giò hành lá lạc giácơ bản giống bún cá của mình nhưng k có cá nha nước thì bị ngọt không hợp vị lắm chắc do mình không ăn hợp đồ_ăn của cái eo_đất nước đến vùng_đất mới thì nên thử đồ mới nên cũng không có gì là tiếc cả ăn cho biết có kinh_nghiệm cho lần đi_sau,{an_uong#negative}
1135,1137,"Dịch vụ tốt, không khí trong lành, hậu mãi. Phát huy tốt hơn nữa
",0,5,0,0,0,5,dịch_vụ tốt không_khí trong_lành hậu_mãi phát_huy tốt hơn_nữa,"{luu_tru#very_positive}, {mua_sam#very_positive}"
1136,1138,"Khách sạn dơ, không vệ sinh cẩn thận, mặt kính đóng bợn, bình nước nóng đóng mốc, review có vẻ tự đánh giá.
Edit: mình nói thêm là hình mình chụp là SAU KHI đã xuống lễ tân bảo vệ sinh lại phòng cho mình rồi, nhưng kết quả thì như hình.",0,1,0,0,0,0,khách_sạn dơ không vệ_sinh cẩn_thận mặt kính đóng bợn bình nước nóng đóng mốc review có_vẻ tự đánh_giá edit mình nói thêm là hình mình chụp là sau khi đã xuống lễ_tân bảo_vệ sinh lại phòng cho mình rồi nhưng kết_quả thì như hình,{luu_tru#very_negative}
1137,1139,Tuy không sang trọng như xe cao cấp nhưng đầy đủ tiện nghi. Phòng rộng thoải mái nằm. Các nhân viên đều rất chu đáo với khách hàng. Dù mình xuống bến không có trong điểm đặt nhưng các chú vẫn hỗ trợ. Khi khách xuống xe còn chào khách rất lịch sự.,0,0,0,0,4,0,tuy không sang_trọng như xe cao_cấp nhưng đầy_đủ tiện_nghi phòng rộng thoải_mái nằm các nhân_viên đều rất chu_đáo với khách_hàng dù mình xuống bến không có trong điểm đặt nhưng các chú vẫn hỗ_trợ khi khách xuống xe còn chào khách rất lịch_sự,{di_chuyen#positive}
1138,1140,Đây là lần thứ tư tôi quay lại đây và muốn giới thiệu. Tôi sẽ trở lại đây mà không nghi ngờ gì nữa. Các loại bia và cocktail rất rẻ và bạn khó có thể đi bộ sau khi rời đi do rượu ngon và hiệu thuốc bên kia đường. Tôi,0,0,0,4,0,0,đây là lần thứ tư tôi quay lại đây và muốn giới_thiệu tôi sẽ trở_lại đây mà không nghi_ngờ gì nữa các loại bia và cocktail rất rẻ và bạn khó có_thể đi bộ sau khi rời đi do rượu ngon và hiệu thuốc bên kia đường tôi,{an_uong#positive}
1139,1141,Ồ. Mình đã vừa tìm được lại địa chỉ của công ty thuê xe tại quy nhơn này. Thiệt tình thì đã có dịp thuê xe tại đây. Phải nói là hết sức ưng ý. Xe thì mới mà giá lại hợp lý. Đội ngũ nhân viên rất nhiệt tình và hiếu khách. Phải nói là từ trước giờ mình đến quy nhơn du lịch thì hầu hết di chuyển bằng xe máy nên đã tìm kiếm hết các công ty thuê xe rồi. Giờ mới tìm được chổ ưng bụng nhất.,0,0,0,0,5,0,ồ mình đã vừa tìm được lại địa_chỉ của công_ty thuê xe tại quy nhơn này thiệt tình thì đã có dịp thuê xe tại đây phải nói là hết_sức ưng_ý xe thì mới mà giá lại hợp_lý đội_ngũ nhân_viên rất nhiệt_tình và hiếu_khách phải nói là từ trước giờ mình đến quy nhơn du_lịch thì hầu_hết di_chuyển bằng xe_máy nên đã tìm_kiếm hết các công_ty thuê xe rồi giờ mới tìm được chổ ưng bụng nhất,{di_chuyen#very_positive}
1140,1142,"Nghe khen nhiều mà đến ăn không ngon như vậy, Hải sản không được tươi, giá thì siêu mắc",0,0,0,2,0,0,nghe khen nhiều mà đến ăn không ngon như_vậy hải_sản không được tươi giá thì siêu mắc,{an_uong#negative}
1141,1143,Tôi đã dừng chân ở Qui Nhơn hai ngày với bạn tôi và chúng tôi chỉ ăn ở nơi này.,0,0,0,3,0,0,tôi đã dừng chân ở qui_nhơn hai ngày với bạn tôi và chúng_tôi chỉ ăn_ở nơi này,{an_uong#neutral}
1142,1144,Đi mùa vắng khách (sau dịch Covid) nên khu tập gym và bar ko hoạt động.,0,2,0,0,0,0,đi mùa vắng khách sau dịch covid nên khu tập gym và bar ko hoạt_động,{luu_tru#negative}
1143,1145,"khách sạn sạch sẽ, trang thiết bị mới , hiện đại. nhà tắm nước cực mạnh tắm rất thích. ăn sáng ngon dạng bufet. phòng rộng rãi.",0,5,0,0,0,0,khách_sạn sạch_sẽ trang_thiết_bị mới hiện_đại nhà_tắm nước cực mạnh tắm rất thích ăn sáng ngon dạng bufet phòng rộng_rãi,{luu_tru#very_positive}
1144,1146,"Nhân viên lịch sự vui vẻ, nhiệt tình, hỗ trợ 24/24 dù nhà mình đến khá sớm. Toilet chung sạch sẽ, tiện nghi",0,4,0,0,0,0,nhân_viên lịch_sự vui_vẻ nhiệt_tình hỗ_trợ 2424 dù nhà mình đến khá sớm toilet chung sạch_sẽ tiện_nghi,{luu_tru#positive}
1145,1147,Chỗ đậu xe rộng rãi. Xe máy cho thuê cũng rất mới luôn.,0,0,0,0,5,0,chỗ đậu xe rộng_rãi xe_máy cho thuê cũng rất mới luôn,{di_chuyen#very_positive}
1146,1148,"Khách sạn gần biển, giường rộng và nhiều đèn. View có thể nhìn được cả thành phố và biển",0,5,0,0,0,0,khách_sạn gần biển giường rộng và nhiều đèn view có_thể nhìn được cả thành_phố và biển,{luu_tru#very_positive}
1147,1149,"nhân viên cực kì nhiệt tình.Chấm 10 cho nhân viên,chỉ cần bạn nhắn nhân viên sẽ hỗ trợ hết mình.Cảm ơn vì sự nhiệt tình",0,5,0,0,0,0,nhân_viên cực_kì nhiệt tìnhchấm 10 cho nhân viênchỉ cần bạn nhắn nhân_viên sẽ hỗ_trợ hết mìnhcảm ơn vì sự nhiệt_tình,{luu_tru#very_positive}
1148,1150,"Đôi lúc điều hòa hơi khó điều chỉnh, bố trí điều hòa trong phòng chưa làm mát được cả phòng nhanh chóng.",0,2,0,0,0,0,đôi_lúc điều_hoà hơi khó điều_chỉnh bố_trí điều_hoà trong phòng chưa làm mát được cả phòng nhanh_chóng,{luu_tru#negative}
1149,1151,Mình thường ghé qua đây mua bánh tráng dừa mang vào SG làm quà.,0,0,0,0,0,5,minh thương ghe qua đây mua banh trang dưa mang vao sg lam qua,{mua_sam#very_positive}
1150,1152,"Cửa phòng tắm không khít, nước nóng phải chờ nước chảy vài phút mới nóng. Phòng hơi nhỏ.",0,2,0,0,0,0,cửa phòng tắm không khít nước nóng phải chờ nước chảy vài phút mới nóng phòng hơi nhỏ,{luu_tru#negative}
1151,1153,"Không gian ngoài trời thoải mái và view đẹp, thiết kế sang trọng. Rất tuyệt. Không gian trang trí nhẹ nhàng và thoáng mát, làm cho mình cảm giác thư giãn và dễ dàng nói chuyện với bạn bè tôi. Đó là một nơi tuyệt vời để thư giãn với bạn tôi và thưởng thức âm nhạc , thư giãn tuyệt vời với ngắm cảnh Sài Gòn xinh đẹp!Món uống Cocktail trông rất ngon, nhân viên phục vụ rất dễ thương, nhiệt tình. lần sau chúng tôi đến đây lần nữa.",4,0,0,4,0,0,không_gian ngoài_trời thoải_mái và view đẹp thiết_kế sang_trọng rất tuyệt không_gian trang_trí nhẹ_nhàng và thoáng mát làm cho mình cảm_giác thư_giãn và dễ_dàng nói_chuyện với bạn_bè tôi đó là một nơi tuyệt_vời để thư_giãn với bạn tôi và thưởng_thức âm_nhạc thư_giãn tuyệt_vời với ngắm cảnh sài_gòn xinh đẹpmón uống cocktail trông rât ngon nhân_viên phục_vụ rât dê thương nhiệt_tình lần sau chung tôi đên đây lân nưa,"{giai_tri#positive}, {an_uong#positive}"
1152,1154,"Quán khá bé, nằm trong nhà chủ luôn.
Đến sẽ đc free trà đá và đĩa xoài bé.
Ghẹ tươi, ngon, không to lắm nhưng khá chắc thịt. Giá cả theo thời giá nhưng mặt bằng chung là rẻ. Hôm mình ăn chỉ 300K/1kg thôi.
Món phải ăn thử chỗ này là sò lụa xào bơ tỏi, rất thơm và ngon nhưng hơi đắt.
",0,0,0,4,0,0,quán khá bé nằm trong nhà chủ luôn đến sẽ đc free trà đá và đĩa xoài bé ghẹ tươi ngon không to lắm nhưng khá chắc thịt giá_cả theo thời_giá nhưng mặt_bằng chung là rẻ hôm mình ăn chỉ 300k1kg thôi món phải ăn thử chỗ này là sò lụa xào bơ tỏi rất thơm và ngon nhưng hơi đắt,{an_uong#positive}
1153,1155,"Phòng chỉ có ánh đèn màu vàng tạo cảm giác lù mù, buồn chán vào buổi tối. Nếu ks trang bị thêm ánh sáng màu trắng nữa thì tuyệt vời. Ánh sáng màu trắng ở xứ biển nắng quanh năm như Nha Trang tạo cảm giác mát mẻ, vui vẻ, tươi sáng, lên tinh thần cho khách vào buổi tối.",0,4,0,0,0,0,phòng chỉ có ánh đèn màu vàng tạo cảm_giác lù_mù buồn chán vào buổi tối nếu khách _ sạn trang_bị thêm ánh_sáng màu trắng nữa thì tuyệt_vời ánh_sáng màu trắng ở xứ biển nắng quanh_năm như nha_trang tạo cảm_giác mát_mẻ vui_vẻ tươi_sáng lên tinh_thần cho khách vào buổi tối,{luu_tru#positive}
1154,1156,"Nhân viên support nhiệt tình, khách sạn hỗ trợ theo nhu cầu, lễ tân dễ thương, anh nhân viên hỗ trợ xách hành lý giúp, phòng ốc sạch sẽ, mátttttttt, ra biển gần chút éc",0,5,0,0,0,0,nhân_viên support nhiệt_tình khách_sạn hỗ_trợ theo nhu_cầu lễ_tân dễ_thương anh nhân_viên hỗ_trợ xách hành_lý giúp phòng_ốc sạch_sẽ mátttttttt ra biển gần chút éc,{luu_tru#very_positive}
1155,1157,"Nước biển khá trong. Tuy nhiên ko có dịch vụ nhiều nên chưa quản lý tốt, tuy nhỏ nhưng lại có nhiều rác. Nên trải nghiệm đi cano tham quan quanh hòn khô, như vậy mới thấy được hết cái đẹp nơi đây. Mình đi từ sáng sớm để đỡ đông người nhưng rất tiếc ko được chiêm ngưỡng con đường nổi cắt ngang biển vì đúng thời điểm nước lên. Mọi người nên đi vào ngày đầu tháng hoặc giữa tháng",4,0,0,0,0,0,nước_biển khá trong tuy_nhiên ko có dịch_vụ nhiều nên chưa quản_lý tốt tuy nhỏ nhưng lại có nhiều rác nên trải_nghiệm đi cano tham_quan quanh hòn khô như_vậy mới thấy được hết cái đẹp nơi đây mình đi từ sáng sớm để đỡ đông người nhưng rất tiếc ko được chiêm_ngưỡng con đường nổi cắt ngang biển vì đúng thời_điểm nước lên mọi người nên đi vào ngày đầu tháng hoặc giữa tháng,{giai_tri#positive}
1156,1158,Có một sự lẫn lộn về tên với người lái xe cầm một tấm biển với tên họ không chính xác. Điều này đã được giải quyết nhanh chóng thông qua whatsapp.,0,0,0,0,3,0,có một sự lẫn_lộn về tên với người lái_xe cầm một tấm biển với tên họ không chính_xác điều này đã được giải_quyết nhanh_chóng thông_qua whatsapp,{di_chuyen#neutral}
1157,1159,"Đến quán vào một buổi sáng tầm 8h nên khá đông khách ăn sáng, quán nằm gần chợ nhưng sạch sẽ, cô chủ thân thiện và nhanh nhẹn, 1 suất bánh hỏi lòng heo bao gồm bánh hỏi, lòng heo, rau sống, nước mắm và 1 tô cháo loãng để ăn kèm vs lòng lợn. Dĩa lòng thì gồm dồi, lòng, thịt heo, bao tử, gan,... trông rất hấp dẫn. Do lần đầu tiên ăn nên mình thấy hơi lạ, tuy nhiên cũng khá ngon, lòng hơi nguội nên mình không được vừa ý lắm, cháo ngon. Nước chấm hơi mặn tí xíu, nhạt lại nữa thì ok hơn. Giá cho 2 suất bánh hỏi lòng heo + 1 sữa đậu nành là 75k. Đáng tiền.",0,0,0,5,0,0,đến quán vào một buổi sáng tầm 8h nên khá đông khách ăn sáng quán nằm gần chợ nhưng sạch_sẽ cô chủ thân_thiện và nhanh_nhẹn 1 suất bánh_hỏi lòng heo bao_gồm bánh_hỏi lòng heo rau_sống nước_mắm và 1 tô cháo loãng để ăn kèm vs lòng lợn dĩa lòng thì gồm dồi lòng thịt heo bao_tử gan trông rất hấp_dẫn do lần đầu_tiên ăn nên mình thấy hơi lạ tuy_nhiên cũng khá ngon lòng hơi nguội nên mình không được vừa_ý lắm cháo ngon nước_chấm hơi mặn tí_xíu nhạt lại nữa thì ok hơn giá cho 2 suất bánh_hỏi lòng heo 1 sữa_đậu_nành là 75k đáng tiền,{an_uong#very_positive}
1158,1160,"Nhà hàng nhỏ nhưng không gian rất thoải mái, dễ chịu, món ăn rất phù hợp với khẩu vị của mình, đặc biệt là nước chấm gia vị rất ngon. 
Các loại nước uống cũng đa dạng.",0,0,5,5,0,0,nhà_hàng nhỏ nhưng không_gian rất thoải_mái dễ_chịu món ăn rất phù_hợp với khẩu_vị của mình đặc_biệt là nước_chấm gia_vị rất ngon các loại nước uống cũng đa_dạng,"{nha_hang#very_positive}, {an_uong#very_positive}"
1159,1161,"Quán ăn ngon phếch. Xìa Ngao ngọt lịm, ghẹ chắc thịt, ngọt thịt. Nhiều hải sản sống đa dạng, chủ quán giới thiệu nhiệt tình, nhân viên tư vấn kỹ càng. Phục vụ tốt!",0,0,5,5,0,0,quán ăn ngon phếch xìa ngao ngọt_lịm ghẹ chắc thịt ngọt thịt nhiều hải_sản sống đa_dạng chủ quán giới_thiệu nhiệt_tình nhân_viên tư_vấn kỹ_càng phục_vụ tốt,"{nha_hang#very_positive}, {an_uong#very_positive}"
1160,1162,"Anh chị cho thuê xe rất nhiệt tình và dễ thương. Dịch vụ cực kỳ tốt. Mình vào Quy Nhơn 2 lần đều đến thuê xe và rất hài lòng với chuyến đi. Mình đi cả ngày > 100km không gặp bất cứ vấn đề nào. Và Chắc chắn đây là địa chỉ số 1 của mình mỗi khi đến Quy Nhơn --------------------------------------------------------------------------------------------------------------- They rent car very enthusiastically and lovingly. Extremely good service. I went to Quy Nhon 2 times, rented a motorbike here and was very pleased with the trip. I go all day with a schedule of more than 100km without any problems. And surely this is my number 1 address when I come to Quy Nhon",0,0,0,0,5,0,anh_chị cho thuê xe rất nhiệt_tình và dễ_thương dịch_vụ cực_kỳ tốt mình vào quy nhơn 2 lần đều đến thuê xe và rất hài_lòng với chuyến đi mình đi cả ngày 100km không gặp bất_cứ vấn_đề nào và chắc_chắn đây là địa_chỉ số 1 của mình mỗi khi đến quy nhơn they rent car very enthusiastically and lovingly extremely good service i went to quy nhon 2 times rented a motorbike here and was very pleased with the trip i go all day with a schedule of more than 100km without any problems and surely this is my number 1 address when i come to quy nhon,{di_chuyen#very_positive}
1161,1163,"Đường xung quanh chợ ko giao thông được. Rất bẩn và mua bán hổn độn.!!!!
",0,0,0,0,1,1,đường xung_quanh chợ ko giao_thông được rất bẩn và mua_bán hổn độn,"{di_chuyen#very_negative}, {mua_sam#very_negative}"
1162,1164,"Dịch vụ chất lượng, giá rất rẻ, ông chủ vui vẻ. Phục vụ chuyên nghiệp. Tuyệt vời!
",0,0,0,0,5,0,dịch_vụ chất_lượng giá rất rẻ ông chủ vui_vẻ phục_vụ chuyên_nghiệp tuyệt_vời,{di_chuyen#very_positive}
1163,1165,"Giao xe tận nơi và đến tận nơi lấy xe cho khách, tiện lợi và chuyên nghiệp",0,0,0,0,5,0,giao xe tận nơi và đến tận nơi lấy xe cho khách tiện_lợi và chuyên_nghiệp,{di_chuyen#very_positive}
1164,1166,Mình hài lòng về phong cách phục vụ 5 stars tại đây. Bạn Truyền và Yến luôn nhiệt tình hỗ trợ cho nhà mình,5,0,5,0,0,0,mình hài_lòng về phong_cách phục_vụ 5 stars tại đây bạn truyền và yến luôn nhiệt_tình hỗ_trợ cho nhà mình,"{giai_tri#very_positive}, {nha_hang#very_positive}"
1165,1167,"Khách sạn khá cao cấp, từ tầng 16 có cửa sổ nhìn ra biển rất đẹp",0,4,0,0,0,0,khách_sạn khá cao_cấp từ tầng 16 có cửa_sổ nhìn ra biển rất đẹp,{luu_tru#positive}
1166,1168,"Không gian hoạt động giáo dục khoa học, sáng tạo cho thiếu nhi thật tuyệt vời! 😊💖👍
",5,0,0,0,0,0,không_gian hoạt_động giáo_dục khoa_học sáng_tạo cho thiếu_nhi thật tuyệt_vời smiling face with smiling eyes sparkling heart thumbs up,{giai_tri#very_positive}
1167,1169,"Mình vừa đặt một con gà thả vườn ở nhà hàng Mộc Viên, nửa con nướng, nửa con hấp cùng với bộ lòng xào mướp. Từ lúc mình đặt thì khoảng 1 tiếng sau thì đã xong, lúc mình mang về gà vẫn còn nóng. Cả nhà ăn xong ai cũng nói gà khá ngon, ăn vừa miệng. Đặc biệt, mình rất thích phần đồ ăn kèm rất là nhiều như dưa chua, dưa chuột, cà chua và rất nhiều loại nước chấm khác nhau (tuỳ theo sở thích mỗi người). So với mặt bằng chung tại Tp.Quy Nhơn thì 1 con gà/195k cũng không quá đắt, cũng không rẻ quá, tóm lại là giá cả phải chăng, đồ ăn ngon, thế thôi!",0,0,0,5,0,0,mình vừa đặt một con gà thả vườn ở nhà_hàng mộc viên nửa con nướng nửa con hấp cùng với bộ lòng xào mướp từ lúc mình đặt thì khoảng 1 tiếng sau thì đã xong lúc mình mang về gà vẫn còn nóng cả nhà_ăn xong ai cũng nói gà khá ngon_ăn vừa_miệng đặc_biệt mình rất thích phần đồ_ăn kèm rất là nhiều như dưa chua dưa_chuột cà_chua và rất nhiều loại nước_chấm khác nhau tuỳ theo sở_thích mỗi người so với mặt_bằng chung tại tpquy nhơn thì 1 con gà195k cũng không quá đắt cũng không rẻ quá tóm_lại là giá_cả phải_chăng đồ_ăn ngon thế thôi,{an_uong#very_positive}
1168,1170,Giá service khá hợp lý,0,3,0,0,0,0,giá service khá hợp_lý,{luu_tru#neutral}
1169,1171,"Mỗi dịp hè là lại ghé đến quán thường xuyên hơn. Giá cả tương đối rẻ. Còn về phần kem thì mình thấy hên xui hà, có lúc kem ngon, có lúc kem dở tệ. Mình thích kem trộn ở đây, ngon mà thiệt ra chắc chỉ có Quy Nhơn mới có món kem này thôi chứ mình hỏi ra chả ai biết món này cả,họ toàn nghĩ kem trộn thoa mặt không hà.",0,0,0,4,0,0,mỗi dịp hè là lại ghé đến quán thường_xuyên hơn giá_cả tương_đối rẻ còn về phần kem thì mình thấy hên xui hà có lúc kem ngon có lúc kem dở tệ mình thích kem trộn ở đây ngon mà thiệt ra chắc chỉ có quy nhơn mới có món kem này thôi chứ mình hỏi ra chả ai biết món này cảhọ toàn nghĩ kem trộn thoa mặt không_hà,{an_uong#positive}
1170,1172,"Món ăn ngon, nóng, nhân viên phục vụ Hoàng Long và Quân chu đáo nhanh nhẹn ! Sẽ quay lại và lần tới và dẫn theo bạn bè",0,0,0,5,0,0,món ăn ngon nóng nhân_viên phục_vụ hoàng long và quân chu_đáo nhanh_nhẹn sẽ quay lại và lần tới và dẫn theo bạn_bè,{an_uong#very_positive}
1171,1173,"Đồ quá nhiều! toàn mẫu mới hàng mới mà giá quá rẻ, 1 chiếc maxi xịn sò chỉ có 100k còn được tặng kèm theo mũ rộng vành và túi xách. Dịch vụ tốt, thủ tục đơn giản nhanh gọn, được freeship tận khách sạn... Quá tuyệt vời!
",0,0,0,0,0,5,đồ quá nhiều toàn mẫu mới hàng mới mà giá quá rẻ 1 chiếc maxi xịn sò chỉ có 100k còn được tặng kèm theo mũ rộng vành và túi_xách dịch_vụ tốt thủ_tục đơn_giản nhanh gọn được freeship tận khách_sạn quá tuyệt_vời,{mua_sam#very_positive}
1172,1174,"thái độ nhân viên Việt có vẻ mất dạy, còn mọi các nhân viên khác ok
",0,2,0,0,0,0,thái_độ nhân_viên việt có_vẻ mất_dạy còn mọi các nhân_viên khác ok,{luu_tru#negative}
1173,1175,Rất tệ quán thì mưa dột chuột gián bò ngổng ngang đèn thì k có tường thì rỉ sét cứt chuột lum la . Tôi sẽ không bao giờ tới quán này nữa,0,0,1,0,0,0,rất tệ quán thì mưa dột chuột gián bò ngổng ngang đèn thì k có tường thì rỉ sét cứt chuột lum la tôi sẽ không bao_giờ tới quán này nữa,{nha_hang#very_negative}
1174,1176,Không có miễn phí nước suối,0,3,0,0,0,3,không có miễn_phí nước suối,"{luu_tru#neutral}, {mua_sam#neutral}"
1175,1177,"Đồ ăn ổn, giá cao hơn các quán bình dân nhưng so ra thì mặt bằng + chất lượng vậy là được. Chưa bao giờ ăn phải hải sản ko tươi ở đây, các món cũng không bị nêm quá nhiều bột ngọt.",0,0,0,4,0,0,đồ_ăn ổn giá cao hơn các quán bình_dân nhưng so ra thì mặt_bằng chất_lượng vậy là được chưa bao_giờ ăn phải hải_sản ko tươi ở đây các món cũng không bị nêm quá nhiều bột_ngọt,{an_uong#positive}
1176,1178,"Dừng lại ở đây để uống cà phê và ăn nhanh. Dịch vụ hơi chậm nhưng đủ lịch sự. Thật không may, họ đã hết ba bữa ăn và đồ uống đầu tiên mà chúng tôi yêu cầu. Có hoành thánh và chả giò, chúng vẫn ổn nhưng chúng tôi đã có món ngon hơn. Đồ uống thực sự tốt mặc dù. Cảm giác thoải mái và rất lạnh.",0,0,0,4,0,0,dừng lại ở đây để uống cà_phê và ăn nhanh dịch_vụ hơi chậm nhưng đủ lịch_sự thật không may họ đã hết ba bữa ăn và đồ uống đầu_tiên mà chúng_tôi yêu_cầu có hoành_thánh và chả_giò chúng vẫn ổn nhưng chúng_tôi đã có món ngon hơn đồ uống thực_sự tốt mặc_dù cảm_giác thoải_mái và rất lạnh,{an_uong#positive}
1177,1179,Ace nào chill thì nên chọn phòng view biển làm vài ly hết xẩy,0,5,0,0,0,0,ace nào chill thì nên chọn phòng view biển làm vài ly hết xẩy,{luu_tru#very_positive}
1178,1180,"Cửa hàng chuyên bán đặc sản Quy Nhơn- Bình Định. Ngoài các loại hải sản như cá khô , mực khô, hàng đông lạnh  còn có bánh tráng , bánh ít lá gai, nem chả, tré, rượu bàu đá...
Ông chủ vui tính, nhân viên nhiệt tình . Mua cái gì cũng bớt giá (có giảm giá thật hay không thì có trời biết 😁).",0,0,0,5,0,0,cửa_hàng chuyên bán đặc_sản quy nhơn bình_định ngoài các loại hải_sản như cá khô mực khô hàng đông_lạnh còn có bánh_tráng bánh_ít lá gai nem chả tré rượu bàu đá ông chủ vui_tính nhân_viên nhiệt_tình mua cái gì cũng bớt giá có giảm_giá thật hay không thì có trời biết beaming face with smiling eyes,{an_uong#very_positive}
1179,1181,Chỉ cần trở về từ một ổ taxi với công ty này. Tôi đã bị lừa bởi một trong những tài xế của họ khi đang thay đổi.,0,0,0,0,1,0,chỉ cần trở về từ một ổ taxi với công_ty này tôi đã bị lừa bởi một trong những tài_xế của họ khi đang thay_đổi,{di_chuyen#very_negative}
1180,1182,"Nhận phòng tự động, hỗ trợ qua zalo rất nhanh chóng. Phòng sạch sẽ, thoáng mát",0,4,0,0,0,0,nhân phong_tư đông hô trơ qua zalo rât nhanh chong phong sach se thoang mat,{luu_tru#positive}
1181,1183,Mr. Thông đã hỗ trợ tôi rất nhiều trong kỳ nghỉ vừa rồi. Tôi đã quên đồ và anh ấy đã trợ tôi lấy lại đồ của mình.,0,3,0,0,0,0,mr thông đã hỗ_trợ tôi rất nhiều trong kỳ nghỉ vừa_rồi tôi đã quên đồ và anh ấy đã trợ tôi lấy lại đồ của mình,{luu_tru#neutral}
1182,1184,"Phòng sạch sẽ, tiện nghi. Nhân viên phục vụ tư vấn nhiệt tình. Đồ ăn sáng có nhiều món thay đổi theo ngày",0,4,0,0,0,0,phòng sạch_sẽ tiện_nghi nhân_viên phục_vụ tư_vấn nhiệt_tình đồ_ăn sáng có nhiều món thay_đổi theo ngày,{luu_tru#positive}
