 ,Review,an_uong
253,"Nhà mình vừa đi ăn ở quán này, món ăn ngon, sạch sẽ, dĩa chén đều bằng men sứ nhìn rất sạch. Nước chấm vừa miệng, bánh hỏi mềm thơm, lòng heo ăn ngon. Phục vụ nhanh chóng, vui vẻ, không gian rộng rãi. So với mức giá 25.000 đồng/phần thì chất lượng ở đây rất ok.",4
254,"Món ăn ngón, nhân viên phục vụ nhiệt tình, giá rẻ, view đẹp",5
255,"Ăn tại nhà hàng Hoàng Thao luôn có Hải sản tươi sống 💯
Phục vụ chu đáo và rất nhanh nhẹn. Món ăn thì tuyệt vời đặc biệt là nước chấm y bài. Phương tiện đưa đón đúng giờ giấc . Luôn có mấy anh hướng dẫn viên nhiệt tình",5
256,"Đi du lịch Phú Yên trước rồi mới sang Quy Nhơn. Phú Yên ăn cái gì cũng rẻ hết, sang đây nhìn menu mình thấy hơi choáng chút vì chênh lệch. Tuy nhiên đó là so với Phú Yên thôi chứ mặt bằng chung các tỉnh du lịch khác vẫn hợp lý. Đi Eo gió hay Kỳ Co xong mệt ra ăn luôn chuẩn. Dọc dãy này cũng nhiều quán lắm.
Tụi mình gọi cơm chiên hải sản, Tu hài và Mì xào. Cơm hơi mặn xíu nhưng hải sản tươi. Tu hài rất chắc , dai ngon.
Phục vụ nhanh nhẹn.",4
257,"Ngày đầu tiên từ sân bay về khu FLC, nhóm mình đã tìm được chỗ ăn trưa ở đây, quán khá rộng rãi, thoáng mát, nhân viên vui vẻ, nhanh nhẹn dọn hành lý cho nhóm. Nhóm mình gọi cơm trưa kèm ít hải sản, món nào cũng ngon, thích nhất mực xào rất tươi và ngọt, cá kho cũng vừa ăn, tép đất ram với thịt ba rọi rất bắt cơm, rau còn độ giòn, chỉ có canh chua hơi khác vị miền Nam nên mình cảm giác không ngon, món lên cũng nhanh. Gần quán là ngôi chùa có tượng***2 mặt khá đẹp, ăn xong có thể gửi hành lý ở quán để qua chùa tham quan, ăn xong có xe đưa về khu FLC luôn rất tiện.",4
258,"Tuy quán trước cửa chùa nhưng mô***con nghiện Hải Sản ạ ...
Nhóm mình đi 5 người qua đây ăn nhậu đã đời hết 1tr4 cả hơn nửa thùng bia ấy. 
Bia SG chỉ 15k/chai
Cua 550k/kg còn sống nguyên tới lựa và nấu, 3 con/kg
Gỏi rong nho ko biết sao ở đây nấu có cảm giác hơi mặn thì phải... 
Sò Dương 30k/con siêu tươi luôn á thơm, thịt ngọt! 
Lẩu Hải Sản lớn ít mồi mình gọi thêm
Chầm được điểm là rất tươi đồ còn sống! 
Phục vụ mình giỡn chút mới thấy nhiệt tình chứ cũng kiêu lắm 
Không gian rộng và thoáng ngay cạnh Eo Gió 
Thấy coa nhiều xe hay dẫn khách tới
Nhóm mình ở homestay gần đó nên mò qua đó luôn",3
259,"Nhà hàng này có xe đưa đón miễn phí từ FLC ra nên rất đông khách chứ chất lượng mình thấy bình thường, giá chát, mình ân mâm như hình cộng với đĩa miến xào mà hơn 500k, ăn xong về bị đau bụng @@",1
260,"Thực sự thì quán này không phải là một nhà hàng mà là một quán ăn hải sản thôi,vì nó không xây dựng cầu kỳ sang trọng như những nhà hàng mình đã từng đi qua. Nhưng phải công nhận một điều là quán nằm ở mặt tiền đắt đạo gần khu nghỉ dưỡng FLC nên khách du lịch đến đông ghê luôn. Hải sản ở đây đáp ứng yêu cầu của những vị khách khó tính về chất lượng vì nó cực kỳ tươi và ngọt tự nhiên, đồ ăn được chế biến rất nhanh và hợp lý nên rất vừa miệng. Cho nhà hàng 1 like.",4
261,"Mình ở FLC gọi điện thoại book chỗ trc,có xe đưa đón miễn phí. Nhân viên nhiệt tình,tuy nhiên vào thấy quán menu chưa có nhiều lựa chọn, có thể do mình đi vào mùa mưa bảo. Giá thì ko rẻ nhưng quán làm nhanh,hợp khẩu vị. Quán chỉ xuất hoá đơn trực tiếp có thu phí thêm 5% nhưng cách nói chuyện của nhân viên dễ thương ,giải thích rõ ràng để mình hiểu và chấp nhận thêm phí.
Nhược điểm quán có nhiều ruồi ơ trên bàn,mấy bạn phục vụ biết ý điều chỉnh quạt công suất lớn,nhưng quán cũng nên xem để cải thiện tình hình.",4
262,"Hải sản tươi & Giá hợp lý (đĩa Sò điệp 110k, Hào: 12k/con)
Có xe đưa đón từ FLC đến quán. & thích hợp cho khách lưu trú ở FLC.",4
263,"Recommend cho các bạn nếu muốn tìm một quán ăn mát và nhân viên cực kì nhiệt tình nhéee ))) Mình là người miền Bắc nên không biết cái lối nói chuyện sao chứ nghe các bạn ở đây “ Dạ “ “ Vâng “ là thấy vui hết cả người rồi.Ai ở FLC có thể đi dọc bờ biển mất tầm 800m thôi là đến quán tại quán nằm ngay cạnh lối ra của Eo Gió.Nhà mình hay chọn bàn ở ngoài tại nó mát,ăn buổi tối là phù hợp nhất.Có xe đưa về FlC nữa nhaa
Đồ ăn thì khỏi phải bàn chỉ có 2 từ tươi và chất lượng :D Bố mẹ mình khen suốt,giá cả cũng hợp lý,nhà mình 4 người ăn no nê căng cả bụng hết tầm có 1tr3 nhưng ra đồ hơi lâu vì quán rất đông
Còn nữa ))) Trong 3 hôm mình cứ hay đi ra quán này vì có một anh phục vụ đẹp trai hình như tên Đạt thì phải )))) Cứ ra ngồi nhìn anh phục vụ cho bàn mình thoii ))) Ông chủ cũng cực kì thân thiện nữaaa ;A; Anh gì tên Đạt ơi anh có nhìn thấy khônggg",4
264,Món ăn rất ngon. Phục vụ rất nhiệt tình. Nhưng ra món hơi lâu .,4
265,Quán ngon và rẻ. Hải sản rất bắt mắt. Chất lượng ok.,5
266,"Nhà hàng đẹp, nhân viên phục vụ dễ thương ahihi
Hải sản tươi, thích nhất món cua Huỳnh đế.
Hi vọng sẽ gặp lại Hoàng Thao trong thời gian sắp tới.",5
267,"Nhà hàng ở vị trí thoáng mát, tiện cho việc đi tham quan. Hải sản tươi sống, ngon và giá cả rẻ. Nhân viên phục vụ nhiệt tình. Lần sau sẽ lại tới.",5
268,"Quán nằm ngay cạnh Eo gió, đi ngắm cảnh xong rồi ra đây ăn luôn. Bên trong có nhiều bể nhỏ đựng nhiều hải sản tươi, tha hồ tham quan và lựa chọn để đầu bếp làm. Món nào cũng ngon và hấp dẫn.
Hào sốt phô mai: nhìn cái dĩa mang ra mà muốn chảy nước miếng, con nào con nấy to, phô mai ngập tràn trong cái mai hào. Ăn cực tươi, dai sần sật, phô mai béo ngậy.
Nghêu hấp xả: nghêu con nhỏ, nước hấp bình thường, không đậm vị lắm
Cồi mai: to nhều thit lắm, thịt cực ngọt nha, cứ tưởng là người ta cho thêm đường. Có cả trứng của con đó nữa, ăn béo quá trời.
Mực trứng hơi khô ăn không ngon lắm",4
269,"Vì không thường đi du lịch biển lắm, nên khi đến quán lần đầu mới biết đến tôm mũ ni với bọ biển luôn đó, nghe nó bọ biển là đặc sản vùng này rất hiếm khi có, vào mua cũng không có nhiều. Giá tôm không cao nhưng ăn cũng ngon như tôm hùm, 1 người có thể ăn 2 - 3 vẫn thấy hợp túi tiền. Ở đây có nhiều món với giá bình dân rẻ nhất là hơn 40 chục đến nhiều món theo thời giá, nên có thể nó là giá cả bình dân. Chế biến món ăn ở đây cũng hơi bị ngon, mình không biết có phải vi hải sản còn tươi sống hay không nên món nào ăn cũng thấy ngon hết, ngay cả mực hấp chấm nước mắm gừng ăn thấy cũng ngon nữa. Nhiều hải sản như cầu gai, tôm mủ ni, tôm hùm,... vẩn còn sống, muốn ăn khách hàng chỉ việc vào lựa rồi người ta chế biến tại chỗ mang lên cho mình thưởng thức ngay.

Sau này có dịp quay lại chắc chắn sẽ dẫn mọi người ghé thăm lại quán này.",5
270,"Đợt thứ 7 tuần vừa rồi được người quen giới thiệu mình có ăn tại quán, không gian thoáng mát ( không phụ thu) đồ ăn ngon, tôm tươi, cua thì chắc và ngon, không uổng tiền. mình có ăn mỳ xào hải sản thì thấy phần mì là mì gói đúng kiểu mình thích. Nói chung quán ăn tốt, nếu có lần sau sẽ tiếp tục ghé ủng hộ quán.",4
271,"Ở Quy Nhơn không phát triển dịch vụ như Nha Trang, Đà Lạt, nên cũng khó kiếm được quán ăn. Nhờ người bạn giới thiệu đến đây
- Hải sản tươi, đặc trưng, có nhiều món lạ (mình tự lựa hải sản, có vẻ từ biển mới vào, nghe đồn lấy nguồn từ dân)
- Chế biến ngon (thích ăn cay + phomai, bảo chief thêm > cũng ok)
- Không gian thoáng, sạch
- Phục vụ vui tính
- Có cho mua đem đi (cả tươi lẫn nấu sẵn)

Mấy món nên thử:
- Bọ biển: thịt thơm chắc béo
- Tôm mũ ni hấp: NGON (nên thử)
- Tôm hùm nướng phô mai


> Có lần qua Nhơn Lý sẽ quay lại",4
272,"Lần đầu đến quán thật ấn tượng bởi cách phục vụ của nhân viên, thân thiện như gia đình. Các món ăn đều được chế biến theo yêu cầu, quán gần biển nên gió mát, view cũng đẹp. Tôm hùm nhỏ những có võ, ngon miễn bàn. Bọ biển giá cao, ít thịt nhưng mà ăn rất ngon, đáng đồng tiền. Rất thích quán. lần sau có đến Nhơn Lý chắc chắn sẽ ghé đến quán nữa. À quán cũng dễ kiếm vì gần khu du lịch flc và bãi biển eo gió, đến khu đấy hỏi nhà hàng Hoàng Thao ai cũng biết.",5
273,"Nghe nói ở khu Eo Gió có nhiều quán bán hải sản rất ngon, đạt đi du lịch lịch hồi hè cùng gia đình 5 thành viên mình cũng thử check in thử xem sao. Vào foody lượng 1 vòng xem quán nào được review cao thì chọn, thấy quán Hoàng Thao được nhiều người review tích cực nên chọn. Vào nhìn không gian cũng an tâm vì là không gian cho thấy đây là quan bình dân, lướt xem menu thấy giá rõ ràng cũng ổn, như vậy là có thể thở phào nhẹ nhỏm rồi. Gọi 1 2 món ăn thử thấy hải sản cũng tươi ngon nên gọi thêm vài phần, 5 người ăn no căng bụng luôn vì nhiều loại hải sản rất là tươi và ngọt, nhất là món mực trứng, và tôm tích hấp. Hóa đơn thanh đón khi đó chưa đến 1 triệu 2 cho 5 người ăn như vậy là thì không có gì là đắt lắm. Lúc mình đi ngay mùa bắt bọ biển, được bé phục vụ giới thiệu món này ngon lắm, ngon hơn tôm hùm gấp vài lần mà giá hơn đắt, vì đi đến 5 người có gọi chắc cũng sẽ gọi nhiều nên tành lòng không gọi. Về sau có dịp quay lại sẽ gọi 1 con ăn thử cho biết.",3
274,"Đồ ăn ở đây ngon và tươi, đi chơi xong ghé vào làm vài món thì hết ý.",5
275,"Sau chuyến đi tắm biển, lặn ngắm san hô đã đời ở Kỳ Co rồi check in tại Eo Gió thì đã ăn một bữa hải sản no bụng và còn mua vài kg mang về.
Những hình ảnh dưới đây nói lên điều đó. Nếu bạn cũng đến du lịch Kỳ Co như mình thì chọn quán Hoàng Thao để được ăn hải sản ngon nhé.
Ah. có thể đặt bàn trước ở website của quán là www.haisanquynhon.vn đấy. Mình thì đặt tour Kỳ Co ở www.hoangthaoquynhon.com rồi mới biết website kia sau. 

Chúc quán ngày càng đông khách hơn.",5
276,"Chuyến đi du lịch Eo Gió này, mình đã được ăn các món hải sản rất tươi và ngon, hợp khẩu và đặc biệt là giá cả hợp lý.",4
277,"Trong chuyến du lịch tour du lịch Ky Co-Eo Gió của Hoang Thao vừa rồi, tôi được thưởng thức những món hải sản tươi ngon, cùng với không gian ấm cúng với gia đình. 

Tại đây, bạn có hội thưởng thức các món hải sản Quy Nhơn rất tuyệt với, không gian thoáng mát, phục vụ nhiệt tình, vị trí đẹp và thuận lợi cho việc Seo phi nhé!",4
278,"Hôm đó mình đi cùng 3 người bạn vào ăn 4 món là gỏi tôm, nghiêu hấp, bào ngư và cháo tôm hùm chi phí hết 1tr các bạn ợ. 
Không gian quán so với mặt bằng chung ở đây thì thấy ok, khá tốt, vị trí đẹp, ngay vịnh Eo Gió,
Giá cả ok, tuyệt vời
Phục vụ nhiệt tình, tốt
Món ăn, ok hải sản tự chọn mà,

Có cơ hội sẽ quay lại quán lần nữa
Ah. các bạn có cần đặt trước thì xem ở website này nè www.haisanquynhon[.].com
Ở đây có dịch vụ đưa khách đi Kỳ Co cũng khá tốt, giá mềm.",4
279,"Hi, phải nói là ăn no, ngon, hợp khẩu vị nhưng giá thì rẻ quá rẻ so với ở vùng biển của mình á (mình ở Mỹ Khê, Quảng Ngãi). Tuyệt vời

Chắc chắn mình sẽ quay lại Kỳ Co để du lịch và ăn hải sản ở đây",4
280,"Nhà hàng Hoàng Thao - Eo Gió
Ngồi trên taxi rồi cả nhân viên sân bay PR khá nhiều về Eo Gió 😂😂 thành ra tui cứ tưởng đó là tên nhà hàng 4-5 sao gì đó 🤣🤣 hoá ra chỉ đơn giản là 1 khu tập hợp khá nhiều nhà hàng và ăn uống ổn 😂😂
_Vị trí: khá gần FLC Quy Nhơn :)) ai đi nghỉ ở đây thì lúc trên đường từ sân bay đến FLC hoặc từ FLC ra sân bay có thể tạt vào ăn trưa, tối nhé. 
_Không gian: chỉ là mấy hàng quán bình dân thôi vì chủ yếu ở đây là vậy. Còn 4-5 sao chắc chỉ có ở FLC thôi. Cơ mà cũng sạch sẽ
_Món ăn: ở đây oke ra trò. Hải sản khá là tươi. Đi vào ngày mưa lũ nên chỉ có ghẹ nhỏ cơ mà chắc thịt lắm. Món cơm rang hải sản, mỳ xào ổn mà đầy ú ụ luôn :x mực xào cũng tươi mà cá nướng lẫn cháo cá đều okie. Nói chung mình thấy nhà hàng này được.
_Nhân viên: phục vụ thân thiện ghê và cũng nhiệt tình, nhanh nhẹn mà cảm giác chân chất nên thoải mái lắm.",4
281,"Quán siêu rộng, tận 3 tầng. Tầng trên cùng là chuyên ăn đồ nướng, với view thoáng nhìn ra được Quảng trường. Ở đây có thể gọi theo buffet giá nhiều loại 189k/người, set 289k và 389k, 489k thì có thêm nhiều loại thịt và hải sản hơn. Ngoài ra còn có combo vip giá 1.289.000 gồn có bò wagyu, tôm hùm, cá hồi na uy, sò điệp, cua tuyết, hàu nhật... đồ ăn miễn phí cho buffet là lẩu hải sản cơm trộn thố đá salad cá hồi kim chi khoai tây kén rau củ quả và các loại maki.",4
282,"Mình ăn quán 2 lần rồi lần thứ nhất thì k biết sao nhưng lúc đó mình ăn thì đồ bị đông lạnh nên ăn k có được tươi ngon cho lắm nên khá thất vọng nhưng lần thứ 2 đến quán ăn thì đồ cực tươi rất ngon, với mức giá sushi như vậy thì so với Sài Gòn và các thành phố khác là khá rẻ vậy mà k hiểu sao mình thấy nhiều bạn kì kèo với mức giá của quán, 2 vck mình kiu cái combo hơn 400k thì vừa đủ và có khá nhiều( hình 1)(2 vck ăn nhiều mà kiu phần hơn 400k mà đã ăn k hết rồi), nhân viên dễ thương bữa đó đi trúng bạn phục vụ cùng tên với mình nữa :3 nhung có 1 điều k biết sao là lúc mình đi quán cũng tầm có 6 bàn nhưng mấy bạn nhân viên thì chỉ tập trung chỗ bàn khách nước ngoài còn bàn người việt mình thì bơ luôn. quán trang trí đẹp, bắt mắt và sang trọng mỗi tội đồ ăn lâu quá vck mình vô đầu mà phải chờ hơn nửa tiếng mới có còn 5 bàn sau vô sau vck mình thì lại có đồ ăn trước chắc tại có mình vck mình kiu sushi k hay sao nên phần này hơi buồn :’< à còn 1 phần nữa đó là đồ ăn thì tưoi ngon nhưng phần cơm thì nên trộn đều lại vì mình ăn loại sushi có cơm bên dưới thì có cục vừa có cục khá mặn luôn í, và gạo nấu hơi nhão xí nên nấu vừa nước lại",5
283,"Lúc trước ăn 1 2 lần thấy oke. Nhưng hôm qua ghé lại ăn thì thấy chất lượng giảm nhiều, cơm trong maki khá dẻo gây ngán. Món lẩu thì mùi bơ nồng nặc. 4 người ăn chưa ni mà gần 1 triệu. Giá vs chất lượng như vậy là khá cao.",2
284,"Fast and friendly service and very good value for money. We visited here several times with my family in January 2018. Even stuff didnt have English skills, the menu with photos was much better than in average Vietnamese restaurant. We really recommend this in your Quy Nhon trip!",4
285,"Mình không phải là một tín đồ Món Nhật
Vì không ăn được rong biển và cá sống (trong khi đó là 2 món đặc trưng của món Nhật)
Vì muốn ăn món lạ mà không biết quán nên chui vào quán, cũng là vào lần 2 rồi
Đồ ăn khá ok, mình chọn món dân giã bt hay ăn, vậy mà cũng có nhiều đặc trưng riêng của món Nhật thật sự không ăn được sẽ cảm thấy rất khó ăn
Không gian rộng, nhân viên nhiệt tình",4
286,Đồ ăn khá nhanh-mùi vị tươi sống đậm miệng tuy nhiên giá thàng chưa hợp lí mình là khách du lịch,4
287,"Nói chung đồ Nhật tới giờ vẫn chưa nằm trên top favourite của mình được. Được hôm hội anh em cây khế rủ đi thì cũng có ấn tượng đôi chút. Hên là mấy anh bạn chu đáo book bàn trước chứ đi buổi tối đông lắm nhe. Nhân viên lịch sự, mình muốn gọi gì chỉ cần quay người lại là bạn ấy hiểu ý ngay. Đi có mấy người mà gọi quá trời món. Do quên hông ăn hành được mà chén soup miso nhỡ đem ra rồi. Mình hoảng quá, chưa kịp gọi chén khác nhưng b nhân viên kêu để bạn mang vào đổi cho. Trời đất siêu chu đáo luôn ấy. Các món ăn vừa miệng lắm. Thích nhất là món bò gì ấy quên mất tiêu tên. Sốt cực ngon ăn kèm với cơm trắng là số dzách. Ngoài ra ưng cái.món rong biển rắc mè. Lạnh lạnh thanh mát rất là thích.",4
288,"Quán này đi lần đầu tiên, menu nhiều món lắm, sushi sashimi và lẩu, nhìn chung ăn ổn, cá hồi cũng tươi, trang trí cũng ổn, giá thì được rồi không có cao, lẩu Nhật hai người nước lẩu ngon, có món mì lạnh nó hơi không ổn,
Mấy bạn nhân viên ở đây dễ thương lắm, gọi là có liền.",4
289,"Great sushi, nice prices, good quality and beautiful view on the seaside. One of my favourite places in Quy Nhon.",5
290,Đúng kiều nhật,4
291,"quán này mỗi lần muốn ăn đồ nhật là hay ghé , mà giờ quy nhơn cũng chỉ có mỗi chỗ này bán, mà đồ ăn thì rất hợp khẩu vị , vừa ăn , không bị ngấy , món ăn đa dạng, nhân viên nhiệt tình, mỗi tội món nhật cũng ít người biết ăn , nên quán hơi vắng.",4
292,"Vừa mới ghé quán dùng 1 phần sushi tổng hợp, 2 trứng hấp và một số món chiên ( lo ăn quá, quên chụp hình). Cảm nhận đầu tiên là quán yên tĩnh, giống như ở Nhật kinh khủng, nhân viên thì dễ thương. Thật sự thích phong cách nhà hàng Nhật như thế này.",5
293,"Nhà hàng nhật đầu tiên ở quy nhơn. Mình thấy đây là nhà hàng chế biến đồ ăn nước ngoài vị chuẩn nhất mình biết hihi. 
Quán nằm trên đường diên hồng, bên cạnh cà phê sky và với màu đỏ nổi bật nên rất dễ tìm. Menu ở đây toàn những món đặc trưng cho sứ sở hoa anh đào, shushi, sashimi, cá hồi, mì udon ... đồ ăn khá vừa miệng, ăn hợp khẩu vị, nhà hàng sang trọng, phục vụ nhanh nhẹn, dễ thương. Mới vô là được chào đón nồng nhiệt luôn ^^ . Giá cả cũng khá hợp lí so với chất lượng và dịch vụ .",4
294,"Thấy ra các chỗ về sushi thì vẫn thấy đây là ổn nhất vì quy nhơn chỉ có mỗi quán này là bán đồ ăn nhật chứ mấy 😆😆😆, giá cũng ko phải mắc mà chất lượng. quán cũng lai rai khách
Vẫn các món hay ăn, sashsimi, cá hồi, đầu cá hồi nướng, hào tái chanh, món ăn ok, lên hơi chậm tý cũng thông cảm 
Phục vụ dễ thương.",2
295,"Ở quy nhơn ít có quán ăn nước ngoài nhưng có quán này cũng được gọi là ngon rồi trong ẩm thực châu á... mình bước vào quán được các nhân viên tận tình phục vụ từ chú bảo vệ đến quản lí rồi đội ngũ nhân viên rất dễ thương... mình cực thích không gian ngồi bệt trên tầng 2 của quán nó mang đến sự ấm cúng và thoáng mát cho mọi người khi đến với Nam Sushi... đúng là không đi thì không biết, khi đã ăn rồi thì biết được hương vị đặc biệt mà món ăn mang lại... mình rất thích súp Miso, có rong biển, đậu non và nấm kim châm... toàn những thứ mình thích... hương vị thanh mát vừa ăn... sushi làm rất ngon và kì công nhé... à quán đang có chương trình làm thẻ thành viên để tích điểm và giảm giá cho hóa đơn đó... vậy mà các bạn tiếc chi hãy đến ngay để cùng thưởng thức nào... giá ih hình nhé... ko tính giá tết chi cả...",4
296,"Đây là quán sushi duy nhất có chất lượng ổn định. Chỗ ngồi thoải mái.
Tuy nhiên, để ăn no, mình phải order nhiều món hoặc 1 món nhưng nhiều suất, nên hóa đơn lúc nào cũng làm mình hốt hoảng.
Nhân viên tận tình, nhưng khi có rắc rối xảy ra thì xử lý hơi thiếu văn minh. Có lần khi thanh toán, mình (hay họ) có nhầm lẫn về tiền nong gì đó, nhưng thái độ của họ nhìn mình với con mắt khinh miệt đề phòng. 
Hi vọng quán sẽ cái thiện chất lượng dịch vụ!",2
297,"Là 1 trong 2 quán sushi đầu tiên và duy nhất ở QN ( còn 1 quán nữa ở đầm sinh thái tuy là mở trc Nam sushi nhưng Nam đầu tư mạnh hơn nổi hơn) nên ưu điểm là rất thu hút khách thế nhưng đó chỉ là thời gian đầu. những ai chưa ăn sushi bao giờ và mún ăn thử thì có thể đến quán, cá hồi và cơm cuộn, maki ăn cũng ok còn mì udon , bánh xèo thì ko nên thử vì dở. Nhiều khi thèm sashimi vẫn fai đến qán ăn vì k có lựa chọn nào khác. Tuy nhiên từ khi quán tăng giá mình ko tới nữa vì đắt hơn cả so vs SG Hn, 1 phần sashimi cá hồi 94-96k trong khi lát cá mỏng và ko tươi bằng ở SG. 
Bánh xèo thì chịu ko thể ăn được vì như bột chiên.
Ăn xong 1 bữa gọi tùm lum món thường hết 300-500k mà ko no.
Quán có làm thẻ member cho khách trông khá chuyên nghiệp thế nhưng fai đưa thẻ trc khi tính tiền mới dc tích điểm, mà khi tính tiền ko nvien nào hỏi khách có mang theo thẻ ko để tích điểm cả, thành ra ăn xong k dc tích điểm.
Qán nên thay đổi để đc phát triển và tận dụng ưu thế của mình hơn.",2
298,"Quán xinh, phục vụ dễ thương, giá trung bình. ĐẶC BIỆT: ANH PHỤC VỤ TẦNG 2 XINH TRAI QUÁ Ạ!!! Khá là hài lòng ngoại trừ việc tiệm không có khăn giấy khô 😞Ly đá đem lên lần sau vui lòng chắt bớt nước ra giúp ạ.",2
299,"Vừa từ quán ra xong,ôm 1 cục tức.Nếu đã tặng thẻ thành viên cho khách hàng thì phải đáp ứng tiêu chí ""vui lòng khách đến,vừa lòng khách đi"" chứ.Món ăn vẫn thế,cơm càng ngày càng nhiều,giống như ăn cơm chứ k phải thưởng thức ẩm thực Nhật.Nhân viên phục vụ và cả thu ngân thật sự tệ.gọi combo,nhưng vì nhà có người k ăn được cá ngừ nên yêu cầu đổi cá trích,nếu là quán chuyên nghiệp thì sẽ linh động báo lại và đổi món,đằng này gọi xong lát sau bê y chang lên lại bảo k đổi được.Đã thế khi tính tiền,nhân viên k thèm hỏi chị/anh có thẻ thành viên hay k mà xuống cầm bill lên,khi tôi đưa thẻ thành viên thì lại hỏi 1 câu ""thẻ chị mới làm hồi nãy ạ?"".Xin lỗi nhá,tôi k rảnh cái kiểu đi đăng ký thẻ chỉ để giảm 5% rồi đứng lớn tiếng với nhân viên của bạn đâu nhá...rồi tóm lại cái bạn thu ngân nhà bạn đổ lỗi cho nhân viên phục vụ,nhân viên phục vụ thì đổ lỗi cho khách hàng...bla..bla...XIN THƯA VỚI BẠN CHỦ QUÁN NAM SUSHI,ĐỊA CHỈ 334A DIÊN HỒNG,TP.QUY NHƠN NHƯ LÀY NHÁ :ĐÃ KINH DOANH NHẤT LÀ KINH DOANH ĂN UỐNG THÌ NGOÀI VIỆC CHỦ QUÁN CÓ TÂM THÌ NHÂN VIÊN,THẬM CHÍ CẢ NGƯỜI QUÉT DỌN CŨNG PHẢI CÓ TÂM NHÉ.BẠN ĐỪNG TƯỞNG CỨ MỞ QUÁN RA,QUÁN BẠN CÓ THỂ LÀ ĐẦU TIÊN VÀ DUY NHẤT Ở QUY NHƠN THÌ BẠN CÓ THỂ LÀM GÌ LÀM VÀ NHÂN VIÊN CỦA BẠN CÓ THỂ KHINH THƯỜNG KHÁCH HÀNG NHƯ VẬY NHÉ,TÔI KHÔNG XIN CỦA BẠN,TÔI ĂN TÔI TRẢ TIỀN VÀ TÔI YÊU CẦU BẠN CÙNG VỚI NHÂN VIÊN CỦA BẠN PHẢI TÔN TRỌNG TÔI CŨNG NHƯ TẤT CẢ CÁC KHÁCH HÀNG.NHƯ VẬY MỚI ĐÚNG PHONG CÁCH NHẬT BẠN NHÉ CHỨ ĐỪNG CÓ KIỂU NHẬT NỬA VỜI NHƯ THẾ GIỐNG HỀ LẮM!",1
300,"Quán hồi mới mở đông khách dễ sợ luôn , mà dần dần là thưa thớt lại . Quán nằm đối diện Quảng Trường , khá mát mẻ và thoáng đãng . Quán to , 2 tầng , rộng rãi có chỗ để xe . Nhân viên mặc kimono rất dễ thương . Nói chung quán nhìn sang nhưng deco không đẹp như mấy quán Nhật khác . Menu đa dạng các loại món và giá cũng không đắt lắm . Ở đây ăn các loại cơm cuộn ngon . Súp Miso có vẻ hơi ngọt , mì udon thì cắt bị nhỏ quá",2
301,"Quán rộng rãi , deco đẹp . Nhân viên phục vụ mặc kimono khá dễ thương , tính tình thân thiện . Menu phong phú , đa dạng . Deco món ăn đẹp , sạch sẽ , sang trọng . Tốc độ phục vụ đồ ăn khá lâu vì quán đông . Đồ ăn hơi ít , nên sau khi ăn shushi xong mình phải đi ăn thêm hủ tíu nữa 😂😂 giá hơi đắt nhưng chất lượng đồ ăn cũng oke :👍👍 
Nói chung là sẽ quay trở lại quán vì ở qui nhơn đây là nhà hàng Nhật Bản chuẩn nhất ❤️",4
302,"Nhà hàng Nhật đầu tiên ở Quy Nhơn nên người ăn khá đông, hơi ồn ào tí, nhân viên chạy liên tục nhưng nhìn chung là khá ổn. Không gian quán rộng rãi, thoáng mát, có phân khu ngồi bệt và ngồi ghế, menu được thiết kế khá chuyên nghiệp.

+ Về món ăn:  các món sushi ok như sushi bơ, nigiri tôm, sushi chiên nhờ cơm dẻo, mùi giấm chua Nhật đặc trưng hòa với cơm, cuộn nhân bên trong đa dạng như bơ, trứng, xúc xích khá hợp lý chấm với nước tương cùng mù tạt hấp dẫn, ah mù tạt hổng có cay nhiều đâu nhá. Sashimi theo thanh cá ăn với gừng ngâm khai vị cũng được. Riêng có 2 món khá thất bại của nhà hàng là:

* Súp Miso: súp quá ngọt lại để nguyên cây nấm vào chén súp, đậu hũ và rong biển lèo tèo nên ăn không có gì đặc sắc cả nên nhà hàng nên xem lại.

* Udon xào: ai lại cắt sợi Udon ra từng miếng nhỏ như vậy, nhìn dĩa mì toàn bắp cải tím, thịt thì lèo tèo, vị lại ngọt, rắt hành lá dày quá nên không ngon.

+ Khu WC (trên lầu): mọi người đi chân đất á nên khi đi vệ sinh nhìn dưới sàn sẽ hơi bẩn, với lại mọi người nên có ý thức tí, giấy vệ sinh nên vứt vào sọt rác cho ngăn nắp, để lộn xộn quá nhìn không đẹp mắt.",4
303,"Đi ăn mùng 5 tết, quán cực kì đông do vậy mà nhân viên cũng bận bịu do đó thái độ của nhân viên rất tệ. Vô quán ngồi chờ gần cả tiếng mới đem đồ ăn lên, order thiếu của khách, đi ăn mà mất 2h mới ăn xong mà không hài lòng tí nào. Pv tệ mà còn phải trả phí pv 50k. Tuy nhiên đồ ăn thì ok, giá vừa phải. Deco đẹp, quán rộng rãi. Bill 500k 5 ng mà ăn xong tụi mình còn phải đi ăn thêm phở :))))",3
304,"Bánh xèo vị bình thường, ko đặc sắc lắm, ít rau, thái độ phục vụ k niềm nở",3
