 ,Review,an_uong
100,"Quá nhiều góc chụp ảo dịu. Các góc chụp ở đây nếu biết khai thác thì đúng là không có gì lý tưởng hơn cho một người săn ảnh nghiệp dư như mình :) Từ giờ thì có thêm thói quen đến Santorino săn ảnh và mục tiêu là thử hết tất cả các món (ít ngọt) trong menu :) 
Các món đã thử: 
- Cafe sủi bọt: lớp bọt béo và thơm sữa
- Trà sữa khúc bạch: Không ngọt, không gắt, rất thanh
- Bánh đào, bánh flan phô mai: chưa từng thấy ở đâu ngon hơn
- Cappuccino: mình nghiện cafe Ý vì nó nhẹ nhàng...
Sẽ thử tiếp theo: Santorino Coffee, Matcha Macchiato :D
Nhân viên shinh dã man :))))",5
101,"Mình đã có dịp đến hòn đảo Santorini xinh đẹp nên có cảm giác cực kỳ gần gũi khi ghé quán, cách bài trí hài hoà giữa 2 màu xanh trắng, làm sống lại những ngày lang thang nơi ấy. 
Thức uống của quán khá lạ và ngon nhất là người không thích ngọt như mình. Bánh ngọt thì tuyệt cú mèo, chủ quán và nhân viên rất thân thiện. Tuy nhiên khá buồn là mình không ghé quán thường xuyên được vì mình ở Sài Gòn..,",5
102,"Mình ở Sài Gòn ra Quy Nhơn chơi, tình cờ ghé quán uống thử cafe và ăn bánh, mình khá ngạc nhiên vì quán thể hiện phong cách rất riêng và chất, nhân viên và cô chủ lại dễ thương hết biết.
Vị cafe và trà của quán rất ngon, đặc biệt là cafe sủi bọt, Ô Long sủi bọt và cafe đá viên Santorino coffee, hỏi cô chủ mới biết cafe được nhập từ Ý và trà là Ô Long chính hiệu, hèn gì!!! 
Còn bánh thì thơm ngon, không quá béo cũng không quá ngọt, rất vừa miệng. Nói chung là không thua gì trong Sài Gòn đâu nhé! 
Tối qua mình đã quay lại tổ chức sinh nhật tại quán, và được cô chủ quý mến tặng bánh flan làm quà mừng.",5
103,"Tối nay sinh nhật chị bạn thân. Bọnmìình đi du li hj và được giới thiệu quán này. Chỉ 1 từ điưn giản để diễn tả mức độ hài lòng của cả nhóm với cái quán nhỏ xinh ngay giữa tung tâm thành phố với cái ban công đày lãng mạn và màu xanh dịu mát mhất mình đã từng thấy đó là ""tiyệt vời""9",5
104,"Buổi sáng đẹp trời bọn mình tình cờ đi ngang qua đây và nhin bên ngoài quan rat bắt mắt. Cả đám ghiền coffee kéo vào quán gọi đủ loại coffee từ Cafe sủi bọt đến Latte Macchiato và cappuccino, cafe sữa đá. Rất hài lòng với chất lượng và giá cả ở đây. Còn được 1 album ảnh đẹp bỏ túi nữa chứ. Bánh cũng rất ngon. Mình thử bánh đào và trà xanh. Nói chung là trời nóng mà được ngồi quán mát mát view đẹp và ăn uống ngon là thik lắm luôn.",5
105,"Mình với bạn bè cực thích đến đây. Nước uống ngon, bánh thì tuyệt và đặc biệt là các bạn phục vụ của quán cực kỳ thân thiện, luôn để ý khách cần gì và lúc nào cũng tươi tắn, nhiệt tình. Quán cũng có những trò chơi cho teen và cả tủ sách truyện to bự làm bọn mình như muốn cắm rễ ở đây luôn. Mỗi lần bước vào quán là bao nhiêu nóng nực bực bội tự động bay sạch. 
Chỉ ghét cái là quán có nhiều món quá mà mình thì chưa thử hết được ( mới gặm dc có 60% quyển menu à ). Nghe đâu sắp có chương trình giảm giá cho các khách hàng thân thiết. Mình ăn chắc 1 suất rầu. Muahahahaha
À một điều nữa là cực thích bạn thu ngân nhỏ nhỏ và bạn phục vụ da ngăm ngăm dễ thương :3 
Muốn đăng hình mà không biết chụp hình sợ dìm hàng quán nên thôi vậy TT_TT",5
106,"Quán rất ổn, view đẹp, nước ngon bánh ngon, nhân viên phục vụ tốt, giá cả ổn, mình có nghe nói có nhiều trò chơi để chơi lúc uống nước tại quán nhưng trên page không thấy đăng quảng cáo hay gì cả, lúc đến quán mình muốn chơi nhưng lại không biết hỏi ở đâu, mình nghĩ quán nên quảng bá thêm về các trò chơi này rõ ràng cụ thể hơn để lần sau quay lại mình có thể thoải mái hỏi chơi",5
107,"Đã thử ở quán này, quán nhỏ xinh view đẹp thuận tiện cho việc check-in sống ảo các kiểu. 
Menu đa dạng có nhiều sự lựa chọn cho cả bánh và nước, bánh ngon nước hợp khẩu vị. 
Giá cả hợp lý vì chất lượng rất tốt. 
Nhân viên phục vụ chu đáo nhanh nhẹn, ra món nhanh. Nếu các bạn đến đúng lúc khách đông thì phải chờ đợi xíu là điều đương nhiên, chờ đợi để có món ngon thưởng thức thì quá bình thường
Tóm lại là quán tuyệt, sẽ tiếp tục ủng hộ",5
108,"Quán nhỏ nhỏ nhưng rất xinh, khá lạ và bắt mắt, kiểu như được chăm chút kĩ lưỡng. Bước vào quán sẽ được nhân viên mở của giúp là thích rồi, nhưng mới vào lần đầu thì ko biết gọi nước tại quầy sẽ hơi lóng ngóng. Nhân viên có bạn nhỏ nhỏ, đen đen khá nhiệt tình, cứ vào quán mà thấy nhân viên nhiệt tình hay cười là thích rồi. Nước thì hơi lạ miệng nhưng khá thú vị. Sẽ còn quay lại",4
109,"Mình cùng bạn trai tình cờ đến quán này uống cafe. Rất thích phong cách của quán cũng như hương vị trà sữa ở đây . Chị chủ quán rất nhiệt tình, còn giới thiệu các món Đặc biệt của quán. Bạn trai mình rất thích hồng trà của quán. Nếu quay lại Quy Nhơn bọn mình sẽ tiếp tục ủng hộ quán.",5
110,"Santorino cf.. mình từng đi rất nhiều quán nhưng quán này làm mình thấy rất hài lòng, quán tuy nhỏ nhưng trang trí cực đẹp, với nền màu trắng xanh nhẹ nhàng,thoải mái.. đồ uống ở đây thì nhiều món ngon như hồng trà sủi bọt, trà sữa khúc bạch.. và còn nhiều món khác nữa.. giá cả thì vừa phải.. đội ngũ nhân viên nhiệt tình, thân thiện.. mình sẽ ủng hộ quán dài dài 👍👍👍",5
111,"Đi bên ngoài dễ bị quán thu hút lắm, trang trí đẹp tông màu xanh rất dịu mắt.
Cũng ham đẹp nên ghé vào, bên trong trang trí dễ thương.
Hôm mình đi uống có bạn nhân viên nữ ra mở cửa chào rất dễ thương nhưng bạn nam order hơi thiếu chuyên nghiệp vừa order cho mình mà vừa quay qua nói chuyện với bạn. Order trả tiền tại quầy nha.
Tụi mình uống thử trà thêm lớp kem của quán, uống lâu rồi nên mình cũng k nhớ rõ trà gì có một lý của mình là trà xanh còn nhỏ bạn thì mình chịu.
Đem nước ra tụi mình hơi thất vọng kiểu với một quán như thế này s không đâu tư lớp bọc ly ở trên kiểu trắng trơn hoặc in tên quán nhỉ, in hoa hoè như mấy quán vỉa hè bthg ý.
Tạm bỏ qua 2 đứa thử nước thì còn thất vọng hơn, lớp kem không ngon chút nào, mà không đánh kĩ nữa kiểu cứ bột bột lại rõ mùi sữa bột nữa. Trà thì đậm vị nhưng thôi ấn tượng đầu tiên không tốt nên mình cũng không có ý định quay lại.😔
Mà lớp kem thì tuỳ khẩu vị mỗi người thôi nên có khi mọi người sẽ có ý kiến khác. Đây là ý kiến cá nhân của mình mong mọi ng tôn trọng.😄😄",4
112,"Quán này tới là gọi món tính tiền tại quầy luôn rồi mới ra chỗ ngồi , bạn nào lần đầu tới không biết là tới ngồi cả tiêng cũng không ai hỏi bạn uống gì đâu.",4
113,"Quán này nếu đi ngag qua nhìn vào thi thấy bé tí, khong muốn vào, chỗ để xe thì chật , mà tối nay đi lòng vòng thấy không còn quán mới nào để ghé nữa rồi , tối nào cũng lượn hết quy nhơn, hễ thấy quán nào mới đẹp la bay vào ngồi, quán này tuy nhỏ nhưng được cái trang trí đẹp, nước uống cũng ngon, giá cũng không phải là mắc, nhưng vì quán nhỏ , người đông, mà máy lạnh thì họ bắt tít phía trong, ngồi nóng không thể tả, và nước uống không hiẻu làm kiẻu gì mà lâu lắc mới đem ra cho khách, kêu trà sữa và trà xanh mà 30p mới thấy đem ra, noi chung nhân viên thân thiện, đồ uống ngon, điẻm trù là quán nóng và phục vụ chậm.",4
114,"Mình thích quán này lắm luôn ấy. Thích từ cái tên đến phong cách đến đồ uống. Tên thì nghe như hòn đảo Santorini của Hy Lạp, nghĩ là thấy mát mẻ rồi. Phong cách trang trí cũng vậy, xanh ngát, cảm giác như là nắng vàng biển xanh đang ở quanh ta vậy.
Quán ở đường Trần Phú, dễ kiếm lắm, nhìn cái thấy liền hà. Bởi vì tinh thần chính của quán là truyền tải đam mê du lịch nên khắp nơi là các câu slogan về dịch chuyển. Lên hình cực thích nha.
Đồ uống thì ok, giá vừa phải, quán có máy lạnh nữa. Vậy nên Santorino là một lựa chọn ok cho những chiều nắng đó ^^",4
115,"Có dịp ra Quy Nhơn du lịch, muốn tìm món đặc sản nơi đây nên lần dò hỏi thăm, được anh tài xế chỉ chỗ Ngọc Liên, cảm nhận đầu tiên là quán sạch sẽ, có quầy bán đem về rất nhiều loại như khô, tré, chả cá, nem... nhân viên phục vụ nhanh, nhiệt tình, nhóm mình đi 8 người, gọi 8 loại khác nhau nhưng vẫn được phục vụ nhanh chóng, mình gọi bánh canh thập cẩm có mấy loại chả, sứa, mọc ăn cũng ngon, nước dùng vừa miệng, chuối để sẵn trên bàn, ai ăn thì tính tiền 3k/trái, có sữa đậu nành nấu còn nóng khi uống tại chỗ. Chả cá cuốn ngon, nên thử.",4
116,"Ghé quán lúc trời tối mịt, đoàn mình đi cũng khá đông nhưng quán cũng tiếp đón rất chu đáo. Là khách du lịch nhưng mình khá là ưng vì quán vừa thân thiện mà món lại ngon, giá cả hợp lý nữa, nên mình quyết định review cho quán.",5
117,"Vị trí: Mặt tiền đường Ng.Huệ, khá bự & đông, dễ nhận dạng.
✔️ Có chỗ để xe máy, xe hơi. Có nhân viên giữ xe.
---------------------
Không gian: 1 trệt & có lầu (mình chưa lên nên ko rõ có bao nhiêu). Khá rộng, sạch sẽ, lịch sự & rất đông khách. Bị cái ồn áo quá 😖.
---------------------
Nhân viên: Lên món hơi lâu😕 (do rất đông khách). Cho order bằng Tablet, khá chuyên nghiệp👍.
--------------------
Giá: Mình ăn tô bún chả cá: 40k /1 tô (phụ thu Tết 10k). Nếu ko bị phụ thu thì giá cũng ok, ko quá mắc🙂.
⚠️ Ở đây có bán Tré & 1 số món khác nữa nhé.
--------------------
Chất lượng: Tô bún chất lượng, hấp dẫn, ăn rất ngon và no 🤤. Chả cá nhiều 😘.
--------------------
Các bạn có thể tham khảo thêm về quán bên dưới nhé!
👉 Follow Instagram @nhatminh_nguyen98 to explore more places and foods📌",4
118,"Mình đi du lịch tới Quy Nhơn đọc các review du lịch giới thiệu về quán này nên tới ăn sáng.
📍Vị trí: nằm gần khúc giao giữa Ngô Vănn Sở với Nguyễnn Huệ. 
🏡 Không gian: 2 mặt tiền, rộng rãi, thoải mái, sạch sẽ.
🍽 Món ăn: mình gọi: 1 bún chả cá (30k), 1 bún sứa (40k) và 1 sữa đậu nành 10k. Bún mềm, chả cá ngon, sứa giòn giòn cũng không có vị gì cả. Nước lèo hơi nhạt, không được đậm đà cho lắm
💃🏻 Nhân viên: cũng lịch sự tuy nhiên không được niềm nở, vui vẻ cho lắm, món ăn lên nhanh.",4
119,"Mình đi nhóm 5 người
Vì chỗ mình được chỉ nay nghỉ bán nên mình qua bên này ăn vì rất nhiều view! 
- Mình gọi: 1 bún chả cá 30k (4 miếng chả, 2 gìo, 1 cục cá viên). 1 bún riêu (có 2 cục riêu to mà cua biển k phải cua đồng vị rất lạ nha) 30k. 2 thập cẩm 40k/phần và 1 riêu sứa. 
Chả cá ở đây ngon nhất. Thơm
Còn lại thì ok thôi ạ! Sứa cũng giòn nhưng bạn mình bảo chả có vị gì 😂 ...
Có chuối 3k/quả.
Nhân viên hỏi gì nói đó. Cũng ok
Quán to và rộng. Mặt tiền dg lớn",4
120,"Mình đi 4 người ghé qua Quy Nhơn, thấy quán có review cao nên ghé vào ăn. 
Mình gọi bún thập cẩm có sứa khá khó ăn. 
Vị nhạt nhẽo.
Trong quán bày bán hàng hóa như trạm dừng phục vụ xe khách.
Giá cao so với chất lượng.

Not recommend.",1
121,"Quán rất chuyên nghiệp, từ bảo vệ đến phục vụ. Mới tới quán là đã có bảo vệ hướng dẫn đậu xe rõ ràng. Vô quán thì đông thôi rồi. Ấn tượng được nhất là quán rất sạch sẽ, từ cái muỗng đến bát... Bún chả cá thì 30k, bún cá ngừ thì 40k, tô đặc biệt có chả cá, cá ngừ, sứa, riêu thì 60k. Nước lèo hơi nhạt nhưng vẫn chấp nhận được. Tại quán có bán quà đặc sản giá cũng hợp lý nên mang về luôn.",4
122,"Quán khá đông tầm hơn 8h sáng nên ai muốn vắng thì đi sớm sớm. Phục vụ hơi chậm, nhân viên dọn bàn không kịp.
Ăn cũng ngon vừa miệng 40k/tô",4
123,"Nhân viên phục vụ nhiệt tình, nhanh nhẹn. Tuy nhiên sàn nhà dơ bẩn, rác khắp nơi. Gia đình mình gọi bún chả cá và bún cá ngừ. Chất lượng quá bình thương",2
124,"Ấn tượng đầu tiên là quán rất sạch sẽ, nhân viên nhanh nhẹn, bún chả cá rất ngon, nước ngọt, cá cuốn là cuốn bên trong có bún với chả cá, 1 cuốn to tướng, cuốn thì mình thấy không hấp dẫn lắm nhưng bún cá quá ngon , huhu, nhất định quay lại đây",4
125,"Một trong những đặc sản không thể bỏ qua là Bún Cá Ngọc Liên với món chả cá Quy Nhơn, quán rất dễ tìm nằm gần Bệnh Viện đa khoa Tỉnh, nhưng giá hơi chát thật, mình mới vào ăn thấy giá từ 30k đến 40k một tô, lâu lâu ăn thì được chứ ngày nào cũng ăn mình không có tiền đâu. Nước dùng rất ngon và ngot chả cá thì dai và rất là thơm, kèm với đĩa rau sống mơn mởn với giá vắt thêm miếng chanh nữa rất hoàn hảo, nhưng có lần mình đến nước dùng bị mặn do bị sắc nước.",3
126,"Quán rỗng rãi, dễ tìm
Bún chả cá ăn cũng bình thường, hơi nhạt nhưng đúng vị miền trung",3
127,"Tô bún bự chà bá. Chả cá ngon, dai, nước lèo đậm đà. Thoang thoảng có vị chua nhẹ của thơm nấu cùng và đâu đó lẫn vào vị chua thanh của xoài. Tô bún cá ngon nhất tôi đã từng ăn. 

Điểm trừ là quán hơi nóng. Giá cả cũng bình thường so với Sài Gòn nhưng với Quy Nhơn thì ở mức cao.",4
128,"Một quán nên thử khi đến Quy Nhơn, không gian sạch sẽ vì nv lau dọn liên tục, có bill khi tính tiền. Mình gọi 1 phần bún như hình là 30k, nước thanh đậm đà. Hôm khi về mình thử 1 tô đặc biệt của quán vì vội nên ko chụp dc hình nhưng rất đáng để thử có đủ sứa,chả, 1 khoanh cá ngừ ... có giá 60k.",4
129,"Lần đầu đến Quy Nhơn được giới thiệu đến ăn quán bún cá này. Quán rất đông khách, không gian rộng rãi có 2 tầng đoàn nào nhiều người không phải lo không có chỗ. Ấn tượng đầu tiên là nhìn bát ăn của khách quá là to bằng cái chậu con luôn, cá, chả đều nhiều trông rất ngon mắt, Quán còn có mẫu các loại bún bằng nhựa giống như các nhà hàng Nhật vậy. Ăn bún cá ở đây khá ngon thơm và khác với các địa phương khác, có nấm giòn, giò thì khá béo giống như cho pate vậy. Nước đậm đà rất dễ ăn sẽ quay lại ăn nếu có cơ hội vào Quy Nhơn lần nữa.",4
130,Mình tới quán ăn lúc tối. Thực sự thì món ăn cũng ngon cho tới khi mình tìm thấy moitj cọng thun vàng trong tô bún cá của mình. Không ăn nổi nữa. Mình nghĩ ai cũng sẽ có sai sót chỉ cần sửa sai thôi. Vậy mà khi mình nói quán thì nv vội vàng mang cọng thun đi dấu sợ mình chụp hình lại. Và không hề xin lỗi mình một câu nào. Thất vọng,0
131,"Ấn tượng đầu tiên là quán sạch sẽ khang trang. Nhân viên hiền, hơi lơi là.
- Bún cá ngừ (40k) : 1 tô bún lớn, cá ngừ nguyên khứa, 2 cục chả cá (chiên với hấp). Mình có gọi thêm 1 khứa cá ăn thêm 25k. Ngon!
- Bún thập cẩm (40k) : Có chả cá và sứa ngon.
- Bún chả cá (30k) : Ngon!
- Bánh canh chả cá (30k)
Nói chung nước lèo ngon ngọt, thanh. Khẩu vị vừa ăn. 1 tô ăn là no luôn nhé. P/s : do người nhà mình ăn vội quá nên mình chỉ chụp 2 tô của mình ăn thôi hihi.",4
132,"Quán này gần khách sạn mình ở nên buổi sáng mình có ăn ở quán, sáng thứ 2 quán đông khách, phục vụ thì khá là nhanh.
Quán có không gian rộng, nhiều máy quạt nên không bị nóng, mình nă bún riêu cá, nước lèo ngon, riêu nhiều, rau cho kèm nhiều.
Quán có bán nước ép nữa, nước ép chỉ 15k thôi nhưng ngon, không quá ngọt.",4
133,"Mình đi đúng dịp lễ 30/4 nên quán rất đông và không được sạch. Tuy nhiên gọi món và thanh toán tiền lại nhanh, chứng tỏ phục vụ ở đây tốt. Bún cá hơi nhạt nhưng thêm mắm tôm của quán vào thì ăn rất vừa miệng. Rau ăn kèm tươi ăn chung với bún đậm vị. Không gian quán to nhưng hơi ngộp và tối. Ngày lễ nhưng quán không tăng giá :)",4
134,"Đây là quán đầu tiền mình và bạn ăn khi đến quy nhơn.
Khi mình vào quán rất đông, kín chỗ ngôi. Diện tích quán không quá nhỏ nhưng do nhiều bàn ghế và đồ đạc nên không gian hơi hẹp.
Các món ăn ở đây khá phong phú, lượng thức ăn trong một tô khá nhiều, có nhiều cỡ tô tùy nhu cầu của khách, loại to nhất có chu vi khoảng ba gang tay.
Nhân viên của quán khá đông và nhiệt tình. Nhân viên nhận gọi món sử dụng một cái máy tính bang để lưu món khách gọi và tính tiền. Mình thấy cách làm này khá hay và tạo cảm giác chuyên nghiệp.
Về vị trí của quán thì cũng khá dễ tìm. Từ trường đại học Quy Nhơn có thể đi bộ đến quán.
Giá các món ăn cũng khá dễ chịu so với bún cá ở các thành phố lớn khác.",4
135,"Mình thử bún thập cẩm, với mình thì sứa dở, và mình không ăn được thêm miếng sứa nào nữa, chả cá tàm tạm, nhìn chung là giá hơi cao so với chất lượng",4
136,"Bún chả cá 30k, bún thập cẩm 40k. 

Mình đi ăn lúc chừng 10h trưa, không đông lắm, các bạn đưa đồ lên nhanh và dễ ưa. Tuy nhiên so với kỳ vọng cao rất cao thì bún chả cá... không có vừa ý. 

Nước dùng nguội hơn so với bất kỳ quán bún nào mình từng ăn. Vị nước bình thường và nhạt. Tổng thể bát bún cá không thấy mát mắt và hấp dẫn. Bún thập cẩm thì ngon mắt hơn. 

Điểm cộng là chả cá ăn ngon, dai, thơm. Chả giò cũng rất ngon, mềm. 

Một điểm mà mình thấy hơi đáng tiếc là ớt chưng thực tình không có cay :(",4
137,"Mặt bằng quán rộng, khách đong dã man, nên gọi món hơi chậm, cá nhân mình thấy ăn bình thường, không có gì đặc sắc.",4
138,"1 bún riêu cá đặc biệt + 1 bún sứa chả cá 70k
Mùi vị bình thường , hơi nhạt.",2
139,"Ăn sáng thôi mà quán này đông ghê luôn ý, mình đi lần 3 mới vào ăn được tại mấy lần trước mình vào đều bị hết bàn chật kính cả quán. Ở đây quả là ngon nên người ta ăn đông lắm, với trong này xem trọng bữa ăn sáng nên lúc mình vào thấy toàn đi gia đình. Vì quán cũng đông với sang nên giá từ 20k trở lên, mà giá cả vậy mình thấy bình dân, đều hơi khó để được ăn :)). À bật mí cho bạn nào muốn ăn thì đi sớm sớm xí nhan đi trúng giờ gia đình người ta đi ăn là đợi chết đấy.",4
140,"Ăn sáng thôi mà đông khách dữ dội, khách cả đoàn đông là chính, nhìn đã thấy hốt. Tìm mãi mới có chỗ ngồi ăn, phục vụ cũng nhanh, đồ ăn cũng ngon, nhưng ko quá ngon so với độ đông khách 😂😂😂 Chắc được quảng cáo tốt nên khách đông vậy, giá cũng chấp nhận được so với chất lượng. Quán to rộng mà chật kín khách luôn.",3
141,"Bún ngon, quán hơi dơ xíu vì đông khách quá, dọn không kịp",4
142,"Hơi fail, nên cái này review để cho mọi người tham khảo, chứ k mang tính chất PR, ai k thích đọc thì có thể tắt luông, many thanks!
Bữa sáng t2 của tụi mình bắt đầu sau khoảnh 30' chạy xe từ LAB (tuyệt đỉnh) vào thành phố, trên đường tới Eo Gió (nhạt nhẽo). Quán này đc dân tình đi xong mách lại, sau bao nhiêu đau đầu cuối cùng 2 đứa quyết định ăn 1 món tên lạ hoắc cho thêm phần challenge :))
Phách ăn bún sứa k, còn mình ăn bún chả cá và sứa ^^ Cảm nhận của mình là bình thường, k ngon nhưng k dở, và giá thì khá đắt (35k/bát) ăn mãi k thấy hết ' Phách còn nhận xét là: Bây giờ mới biết là sứa có vị nước lọc ^^ Nước dùng nói chung cũng ổn, nhưng lạc cả hành phi cũng cứu cánh món này nhiều.
Mình rất là gét câu ăn 1 lần cho biết, nhưng với món này thì chắc có lẽ ăn tới vài lần nữa cũng chỉ tập xác định là ""ăn nhiều lần cho biết"", chỉ cần biết thôi, chứ chắc k có nhu cầu thèm da diết như nhiều nhiều nhiều món khác ^^
Điểm em: 5/10
#bunsua #búnsứa #búnchảcá #hreats #rivnfood #hrntrip #foody #foodyquynhon",3
143,"Chúng tôi là những thực khách lớn tuổi vào cuối tháng 8,chúng tôi đều có ghé 2 quán Ngọc liên và Phượng tèo.Cả 2 quán đều là quán lớn,sạch sẽ,mọi người trong nhóm chúng tôi đều hài lòng,ngon miệng,giá cả hợp lý(giá từ 25-35000 đồng\tô).Ngày hôm sau,nhóm chúng tôi được dân địa phương và khách du lịch giới thiệu đến quán bún cá THU ở 159 Nguyễn Huệ,sau khi ăn xong cả nhóm chúng tôi đều có tiếng nói chung là sẽ không bao giờ đến quán THU này lần thứ 2 nữa.VÌ chả cá thì cứng như đồ cũ,quán rất hạn chế rau cho khách,khi có khách xin thêm rau thì chị chủ quán(khoảng gần 70 tuổi)cười vui vẻ,giả lã: rau ở đây hiếm lắm.Giá tô bún ở quán THU này là 30.000đồng/tô trong khi đó cũng tô bún này ở quán Ngọc Liên,Phương Tèo chỉ có 25.000 đông/tô mà lại ngon hơn.",4
144,"quán này có quảng cáo tren trang bình định , voi lại cũng co quảng cáo nhiều, khách di lịch thường hay đến đây ăn , thực ra mà nói , bún bà này không ngon , nước dùng thì nhạt nguội ngắt, mình vào lúc nào nước lèo cũng nguội , bỏ rau sống vào mà cứ trơ trơ không chín, ăn tô bún chả ngon lành gì, được cái là quảng cáo rầm rộ tren mạng thôi, chứ mấy bạn ở xa tới khong biét mà nghe quảng cáo vào ăn quand này la 1 sai lầm",2
145,"Mình thường chỉ hay viết review tốt cho các quán và bỏ qua những quán không thích, nhưng hôm nay mình quá bức xúc với thái độ phục vụ của nhân viên quán bún cá Ngọc Liên nên phải viết review này, chủ yếu là cho quản lý của quán. 
Chính xác là tối thứ 5, ngày 1/6, mình và mẹ đến ăn thử quán NL theo như bạn giới thiệu. Lúc mẹ mình hỏi món để order thì nhân viên phục vụ (bạn nữ mặc áo pull xanh lá) tỏ thái độ cáu kỉnh và cực kỳ vô lễ với mẹ mình. Dù rằng quán có đông khách hay mệt mỏi thế nào nhưng thái độ vô lễ với khách hàng, đặc biệt là người lớn là không thể chấp nhận được.
Mẹ mình bảo thôi ráng ăn đi con nhưng nói thật mình nuốt không nổi tô bún mang ra 1 chút nào, không ngon đã đành mà gặp chuyện như vậy càng không muốn nuốt. 
Đề nghị quản lý quán xem xét lại thái độ phục vụ của nhân viên.",0
146,"Ghé đây ăn trưa , quán cũng khá vắng - Phục vụ nhanh nhẹn - Thức ăn lên nhanh - Gọi 1 tô bún thập cẩm gồm sứa, chả cá , chả , cá , riêu - Thấy cũng khá ngon - Có điều sao thấy lẫn xoài xắt lát và đậu phộng nên có cảm giác như đang bị ăn gỏi sứa thừa bỏ đại vô tô - Tự nhiên thấy mất ngon",3
147,"Lại 1 điểm mới mà k mới; lâu lắm rồi mới đi lại quán này lần nữa. Mình ăn bún cá sứa, thích nhất sứa còn những cái khác cũng bình thường; quán quá đông nên hơi bẩn. Vị trí ngay khu trung tâm dễ tìm.",2
148,"Bún không ngon như dân tình review , mình ăn thấy khá mặn , chả cá với riêu cua thì khá ok , nhưng nước lèo không được ngon cho lắm , mình đi buổi chiều tối , quán khá vắng thấy toàn khách du lịch vào ăn ko à . Lần sau phải ghé thử quán khác mới được.",3
149,"Gần ngay trung tâm quảng trường quy nhơn. Quán rộng đẹp dễ tìm và ngon rẻ. Phục vụ cực kỳ dễ thương. Có nhiều loại từ 25k 30k đến 50k tùy loại. Quán khá đông nên các bạn nên đi sớm nhé. Gần đó có công viên thiếu nhi và quảng trường đi bộ trung tâm. Ăn sáng xong dạo phố ngắm biển là khỏi chê nhé. 
Nói thêm về món bún, nước dùng vừa ăn kèm nhiều loại rau thơm. Chả cá thì khỏi nói, tươi thơm và vừa ăn. Đến Quy Nhơn thì các bạn nên ghé thử đây nhé.",4
150,"Quán khá nổi tiếng. Lúc nào cũng đông. 
- Không gian: rộng rãi, nằm ngay trên đường Nguyễn Huệ nên dễ tìm
- Phục vụ: nhanh nhẹn
- chất lượng: khá ngon, chả cá đậm đà tuy nhiên hơi nhiều tiêu vì mình ăn cay kém, 
- giá cả: tô bé 30k, tô to 35-40k, mình gọi thêm 1 đĩa chả cá 20k nữa. Nói chung là đc
Ở đây có bán luôn cả đặc sản Bình Định ví dụ bánh kẹo hay chả, tré, ... Mua ở đây cũng khá rẻ. 
Nếu có cơ hội sẽ quay lại lần nữa.",4
151,"Bún chả cá, bún sứa... là đặc sản ở Quy Nhơn, rất hợp để ăn sáng nhé. Sau khi đã thử Phượng Tèo thì Ngọc Liên là địa chỉ tiếp theo. Cũng ở cùng phố với Phượng Tèo luôn
- Cửa hàng to, rất dễ tìm, quán rộng, thoáng mát và sạch sẽ nữa, Ngồi đến đâu bật quạt đến đó. Order là có ngay à lê hấp
- Mình gọi bún cả cá đặc biệt, có chả cá các loại, riêu nữa. Không phải riêu như bún riêu Hà Nội đâu, ở đây riêu rất hay, ngọt và thơm thơm, không có vị tanh. Chả cá các loại luôn, miếng to oành, bao nhiêu nữa, ăn mãi không hết. Nước dùng ở đâu ngon hơn Phượng Tèo, nước ngọt thịt chứ không phải chỉ ngọt đường, tất nhiên có cả vị ngọt đường vì đặc trưng ở đây ăn ngọt mà. Tuy nhiên mình ăn ngọt đc nên không là gì hết. 
- Một điểm nữa là quán mở cả ngày thì phải, nên ăn sáng ăn trưa ăn tối đc, chứ hàng quán ở Quy Nhơn mở theo múi giờ đặc biệt lắm :(( chậm chân là hết hoặc vào giờ lửng lơ toàn bị nhỡ thôi. Đi du lịch thì nên đến đây ăn vừa sạch sẽ ở trung tâm mà cũng ngon nữa",4
152,"Có dịp ra Quy Nhơn chơi được bạn chỉ quán này, nằm ở vị trí khá dễ tìm nên tấp vô 2 lần, bún chả cá 25k/tô, bún sứa 35k/tô. Ăn cũng khá ngon, quán đông nhưng phục vụ cũng nhanh lắm. Phần bún chả cá thì cá dai lắm, nhai mỏi miệng luôn, bún sứa có sứa nhiều, thích ăn chả cá nữa nên gọi tô sứa với chả cá luôn. Có hành tím chua ngọt bỏ vào ăn chung ngon lắm, vị giống giống bún chả cá của đà nẵng nhưng theo mình thì không ngon như ở đà nẵng :)",4
153,"Quán khá lớn và dễ tìm, nằm trên đường Nguyễn Huệ, đi qua cũng khá bắt mắt. Thực đơn của quán khá phong phú từ bún đến bánh canh, đến các loại nước giải khát, nhân viên đông đúc, nhanh nhẹn. Mình gọi 1 bánh canh chả cá và 1 bún chả cá cùng 2 quả dừa hết 105k, tô bánh canh nhiều hơn tô bún. Quán nổi tiếng nhưng mình ăn không cảm thấy có gì đặc biệt cả, không xuất sắc, không dở, nước hơi ngọt, chả cá ngon, không lưu lại gì trong tâm trí nên cũng không biết review gì. Nếu sau này có cơ hội quay lại thì mình cũng không ghé đâu :)))",4
