,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
130,"Quán hồi mới mở đông khách dễ sợ luôn , mà dần dần là thưa thớt lại . Quán nằm đối diện Quảng Trường , khá mát mẻ và thoáng đãng . Quán to , 2 tầng , rộng rãi có chỗ để xe . Nhân viên mặc kimono rất dễ thương . Nói chung quán nhìn sang nhưng deco không đẹp như mấy quán Nhật khác . Menu đa dạng các loại món và giá cũng không đắt lắm . Ở đây ăn các loại cơm cuộn ngon . Súp Miso có vẻ hơi ngọt , mì udon thì cắt bị nhỏ quá",0,0,3,4,0,0
131,"Nhà nghỉ dơ và cũ, đặc biệt là bà chủ rất vô duyên kì cục. Ở tạm 1 đêm xong hôm sau đi kiếm chỗ khác k dám ở nữa",0,1,0,0,0,0
132,"Món ăn luôn mang lên đều nóng. Rất ngon miệng
Không gian thuần Việt nhưng không kém phần sang trọng
Lại thêm view biển chụp ảnh chuẩn phê
Phục vụ rất thân thiện, nhiệt tình
Giá cả vừa phải",0,0,5,5,0,0
133,"Mình ko thích pizza lắm, lớp vỏ bánh quá dày
Tuy nhiên, với giá cả này thì chất lượng vậy là ổn 
Phục vụ lâu, chờ hơn nửa tiếng mới ra món😔😔😔
Ko gian quán hẹp",0,0,2,2,0,0
134,"Homestay rất mới ,sạch sẽ ,rộng và thoáng. Chủ nhà cực thân thiện,vị trí tuy ko gân biển nhưng cũng rất ok để đi lại trong thanh phố.",0,4,0,0,0,0
135,"Quán trà sữa này chắc hiện tại đang hot ở Quy Nhơn. Menu nhiều loại trà được teen ưa thích lắm
Giá cả hơi cao",0,0,0,0,0,4
136,"Mình rất thích ghé ăn quán này
Cơm mềm ngon, đồ ăn nấu ngon. Mình đi bao nhiêu người thì họ sẽ áng chừng nấu cho đủ chứ k kiểu nấu bữa phứa ra đi 5 người cũng như 1 người
Nhà mình rất hay ăn ở đây",0,0,0,5,0,0
137,"Quán rất tuyệt , vị rất lạ rất ngon, uống rất đáng đồng tiền , mình đã ún rất nhiều quán nhưng quán này là đc mình chấm điểm cao nhất . Ghé quán được 3 lần rồi và dự là mình với con bạn thân sẽ ghé thường xuyên vì mê vị ở đây rồi . Nhân viên phục vụ rất tốt , thân thiện , hết lòng với khách hàng . Ước gì quán có chi nhánh trên An Nhơn nhỉ , vì cứ mỗi lần thèm là mh vs con bạn phải lặn lội từ trên An Nhơn xuống mất hơn 30 phút hihi . PALACE TEA mà có thẻ tích điểm nữa thì tuyệt biết bao .",0,0,0,5,0,0
138,"Menu phong phú, đa dạng. Không gian thoải mái, rộng rãi, màu hợp mắt. Nhân viên nhiệt tình, phục vụ tốt. Có khu với chơi cho trẻ em. Mình rất thích ăn ở đây. Tuy nhiên, bánh mì vẫn còn mềm và nguội.",0,0,5,3,0,0
139,"Hôm mình đi Quy Nhơn có ghé resort này ở. Phòng đẹp, tiện nghi, sàn gỗ. Phòng tắm rộng, có bồn. Khá hài lòng với sự tiện nghi cũng như sự chu đáo của nhân viên",0,4,0,0,0,0
140,"Xin phép dùng hình này để tạm say goodbye với chuỗi ngày mệch mõi mà đ' thể quên đc ở Quy Nhơn trong chiến du lệch vơi cty vừa r ' mặc dù hình là của đợt đi QN lần trc ^^
Nếu ở LAB, mà mắc bệnh lười ra ngoài như tụi mình có thể đặt luôn bếp của LAB làm, cũng k mắc hơn bên ngoài là mấy, mà tiện, mà mún ăn lúc nào là đc ăn lúc đấy. Hai đứa gọi ghẹ, mực và ngao (tất cả đều hấp) để ăn. Ai nói tụi mình nhạt nhẽo thì cứ việc hén, vì mình vốn ăn nhạt thặc, và nếu ăn ba cái thể loại hải sản ngọt thịt dư này, tốt nhất là nên ăn càng đơn giản càng dễ nhận biết đc đồ có tươi hay k, có đáng đồng tiền mình bỏ ra hay k. Bởi vậy ngoài tươi ngon và đáng tiền ra, k có còn cm từ nào khác để diễn tả cái sự ưng ý về bữa trưa này.
K nói nhiều, mời tự ăn tự thưởng thức!",0,0,0,4,0,0
141,"mình từng uống nhìu thương hiệu trà sữa nổi tiếng và những quán trà sữa thường, tuy nhiên Palace Tea thì k thể so sánh với những thương hiệu nổi tiếng như gongcha hay koi hay ding tea, palace tea làm mô hình gần giống như những thương hiệu trà sữa nói trên thôi, về phần thức uống thì "" quá sức dở"" không bằng 1 góc pham hous còn về phần chân trâu đen thì đóg cục không hút lên đc nói chung là rùn mình,trân trâu trắng thì làm hạt to và k ngon "" tóm lại chất lượng k xứng với giá tiền"" 35k/ly trở lên thì ok nhưg chất lượg thì tệ wa",0,0,0,1,0,0
142,"Bọn mình nổi hứng sang đây chụp hình vào chiều mùng 3 Tết. Lần đầu đến thiệt sự choáng ngợp vì view quá đẹp. Mình lại rất thích cảnh biển nên như bị hút hồn vậy. Sống ở quê những 18 năm mà chưa bao h khám phá đc hết vẻ đẹp của QN, sóng xô bờ núi đá sừng sững, hôm ấy mình thấy khách du lịch sang cũng nhiều, mà thấy toàn người HQ ^_^ nhất định có cơ hội sẽ quay lại, chỉ muốn ở luôn chả muốn về :v",5,0,0,0,0,0
143,"Hostel này mới khai trương. đúng ngay lúc mình đi nghỉ dưỡng nên book phòng 3 ở cho thoải mái. phòng sạch sẽ, mới mẻ. nhà nghỉ có khu hàng ăn ngoài trời nữa, hải sản tươi rói luôn.
Biển ở đây cũng đẹp nữa.",0,4,0,4,0,0
144,"Mình là dân phú yên nên thực sự cơm gà này làm mình thất vọng quá. Cơm nhão , ăn còn trúng hột sạn nữa chớ, may gần hết mới gặp chớ không chắc bỏ nguyên hộp . Canh gà thì mặn , ăn cơm đã mặn rồi húp miếng nước canh vô thì thôi luôn . Gà luộc mềm quá , nên cảm thấy hơi uổng vì gà ta rất ngon . Điểm cộng là giá rẻ hơn trong phú yên chỉ có 25k một hộp và nước chấm ok . Làm mất tiếng cơm gà gia truyền phú yên quá .",0,0,0,2,0,0
145,"Quán rộng rãi thoáng mái, đồ ăn vừa miệng. Từ nhân viên đến chủ quán thì nhiệt tình khỏi bàn tới nha quý zị",0,0,4,0,0,0
146,"Hồi trước có đi ăn đám cưới bà con ở nhà hàng hoàng yến 1 lần. Vốn là nhà hàng nằm trong khách sạn 3 sao nên cũng sang chảnh lắm. Tuy nhiên không thể so về diện tích và view đẹp như bên khách sạn hải âu được. Không gian tương đối rộng, có view nhìn ra ngoài biển, cơ mà buổi trưa khá hanh nếu ngồi gần cửa sổ. Có điều sân khấu hơi nhỏ, còn nhiều góc thiếu sáng. Đồ ăn cũng ngon, có mấy món chiên thì dầu mỡ quá, ăn hơi ngán. Nhân viên phục vụ tận tình với khách , rất chuyên nghiệp",0,0,4,3,0,0
147,"Chỗ này sát mé chỗ tàu biển cập bến.
Về món ăn có món được món không,nhưng chế biến ổn.nói chung món nào cũng bỏ ớt trái vào nấu. Mình gọi cá mú 1 con làm 2 món nấu cháo rau tía tô,cá hấp cuốn bánh tráng. Con khoảng kí 3 hết 700 mấy món đó.hàu sữa 25k chế biến nướng hơi dở vì khui hào xong k rửa sơ qua nước nên rất mặn,sò điệp 2Ok/con ,sò to nướng mỡ hành có nên gia vị vào nên vừa ăn. Ngêu thì lại hấp xã bỏ thêm lá dứa nên mình thấy làm nước ngêu không ngon.cơm chiên hải sản được.mỗi thứ đều kêu 2 phần + bia nước ngọt đậu phộng hết 2tr3. Mà lu bu nhất là đậu phộng luộc tính tiền riêng.phục vụ thì mình đến vào buổi trưa nên ít khách ,phục vụ được nhưng chế biến hơi lâu.
Không gian thì sàn gỗ bè nổi, cũng rộng.thoáng.",0,0,0,3,0,0
149,"quán này mỗi lần muốn ăn đồ nhật là hay ghé , mà giờ quy nhơn cũng chỉ có mỗi chỗ này bán, mà đồ ăn thì rất hợp khẩu vị , vừa ăn , không bị ngấy , món ăn đa dạng, nhân viên nhiệt tình, mỗi tội món nhật cũng ít người biết ăn , nên quán hơi vắng.",0,0,4,0,0,0
150,"Các bạn muốn qua đây thì search google maps là Bến Tàu Hàm Tử Đi Cù Lau Xanh. Như vậy sẽ dễ kiếm hơn, trên địa chỉ foody sai rồi. Đến đó bạn hỏi ngta tàu qua Hải Minh trong (vì có Hải Minh ngoài nữa, là nơi tượng đài Trần Hưng Đạo). Rồi nói ngta đưa đến Nhà Hàng Bè Nổi Biển Đông là ngta biết à. 
Rồi vô vấn đề chính, đồ ăn tươi ngon, giá hợp lý, không mắc nếu so với giá trên SG. Có câu cá free mà câu hoài ko đc con nào buồn dễ sợ :))).",0,0,4,0,0,0
151,"Đây là một ngôi chùa khá nổi tiếng, những ai chỉ nghe danh thì nếu đến chiêm ngưỡng sẽ không thất vọng về những gì mình đã được nghe về ngôi chùa. Chùa có cảnh quang tráng lệ, uy nghiêm, bước vào là ngạc nhiên vì vẻ đẹp theo lối Trung Quốc, giống y trên những phim truyền hình cổ trang vậy, thậm chí còn có phần đẹp hơn. Dạo quanh chùa có cảm giác như quay về thời phong kiến xưa với những điện thờ lớn, trang nghiêm, có cả tháp cao nhìn hùng vĩ vô cùng, vọng nguyệt lâu trong hồ sen tươi mát,cây cối, hoa cỏ rạng rỡ sắc màu.... tất cả đều góp phần tạo nên vẻ đẹp của chốn linh thiêng này.",5,0,0,0,0,0
152,"Nhà thờ này ở Phước Thuận chứ k phải Phước Sơn nha Ad, chụp hình ở đây thì hết sẩy, tết vừa rồi, hội chị em nhà mình diện áo dài ra nhà thờ chụp ảnh, chỉ có thể nói tuyệt, không gian cổ kính, nắng vừa phải len qua hàng cây, đủ dịu nhẹ, sáng nên thơ cho những bức hình sống ao được trọn vẹn và chất lừ",4,0,0,0,0,0
153,"Nhà hàng Festina Lente nhìn quá sang trọng, được ăn nhiều món Âu rất ngon mà giá cả rẻ, uống thêm nước trà tắc đào hoa thanh nhiệt đậm đà. Cảm ơn nhà hàng đã phục vụ tận tình. Hẹn gặp lại mọi người.",0,0,5,5,0,0
154,"Phải nói là kỳ quan thiên nhiên ở Việt Nam luôn ! Dù nắng banh xác bữa đó nhưng mà nghe giới thiệu cũng phát ham đi xem thử . Mà đúng thiệt , phải nói dù nắng nóng nhưng lên mình cũng quên mất cái cảm giác bức rức khó chịu , lao ra chụp lấy chụp để luôn . Cung eo biển khá dài và có thể đi xuống bãi đá , do thời gian không cho phép nên mình không xuống bãi đá kịp . Chắc mốt phải ghé lại nữa nếu có dịp tới chơi Bình Định .",4,0,0,0,0,0
155,"Bò vừa ngon vừa thơm, trang trí đẹp mắt, làm cho mình cảm giác cực kỳ thèm ăn và muốn ăn thêm phần nữa. Giá cả lại hợp lý cho cả sinh viên nữa. Các bạn nhân viên cực kỳ dễ thương và lịch sự nói chuyện ân cần. Mình sẽ tới đây lần nữa và ủng hộ quán dài dài",0,0,0,5,0,0
156,"-Giá vé vào cửa là 22k/người
-Chọn chỗ nhà hàng Anh Bảo họ đặt xe và cano ra đảo Kỳ Co cho mình luôn, trong lúc chờ xe thì lên Eo Gió
-Tiếc là đi vẫn bị eo hẹp thời gian, chưa đi được xuống bãi biển mà chỉ trèo lên chỗ đường đi bộ ven biển thôi
-Đi sáng 7-8h cũng hơi nắng, và đang đi được một đoạn đường đi bộ thì chủ quán Anh Bảo gọi xuống có xe đi Kỳ Co rồi
Tóm lại: đẹp, chụp ảnh lung linh 😄😄",4,0,0,0,0,0
157,"Xem mọi người nói thì hào hứng lắm nhưng khi đến thì bàng hoàng ám ảnh đáng sợ.

Đi ăn hải sản ở biển Quy Nhơn mà ăn phải đồ đông lạnh 😢
Tôm kêu ra mà còn đông cứng đá...❄❄❄❄
Con ghẹ thì bằng 2 ngón tay..giá thì trên trời😰😰

Kêu tính tiền thì lâu như trâu...😠😠",0,0,1,0,0,0
158,"Quéo quèo với cái nhà hàng lỗi này luôn. Nhà hàng tiệc cưới cũng đẹp đấy. Đồ ăn cũng tạm tạm. Khâu nhân viên là khô lời luôn. Họ ăn cơm canh gần xong hết rồi mới bưng lên thịt kho tộ và cải luộc. Hem nói đc chi luôn.
Phục vụ thì lâu. 
Tệ nhất là cái ly nc mình chụp, màu thì đẹp, mà uống vô thì mùi lạ lắm
Tráng miệng là món bánh ít lá gai",0,0,3,0,0,0
159,"Quán khá thoáng và rộng rãi nên rất mát mẻ, nằm ở gần mặt tiền đường Ngô Mây nên rất dễ tìm. Hình như mình đi trúng hôm quán vắng nên mình thấy rất thoải mái, không bị khói thuốc và ồn ào. Điểm cộng nữa là nhân viên nhanh nhẹn và nhiệt tình. Bên cạnh đó đồ ăn rất nóng và ngon. Đồ ăn thiên về hải sản, được chế biến rất đẹp mắt và vừa ăn. Ngon nhất vẫn là món cá hấp, rồi đến mực trộn, nước chấm cũng ngon nữa",0,0,5,4,0,0
160,"Ngôi Tháp đôi cổ kính xuất hiện từ thời Chăm Pa hiện là một điểm du lịch ở thành phố Quy Nhơn, gởi xế 10k là bản có thể thỏa mái chụp hình, bên trong trồng nhiều cây xanh nên rất thoáng mát",4,0,0,0,0,0
161,"Có ghé đây 1 lần khi còn nhỏ vì bố mẹ mình rất ít khi cho ăn ngoài. Lần đó ăn xong về thì ấn tượng muốn đi lần thứ 2 luôn. Quán này ở vị trí cũng rất dễ tìm nha. Quán tương đối rộng, nhân viên nhanh nhẹn, khá ổn. Ngồi trong quán cảm thấy rất nóng và rác cũng nhiều nữa. Nhưng được cái là đồ ăn rất ngon phải nói là ngon tuyệt luôn ý. Cơm bảy quán nổi tiếng vơi món cơm gà nhưng mình mới tới lại ngày hôm qua và ăn thử món này lần nưa nhưng gần như kh có ấn tượng.",0,0,3,0,0,0
162,"Công ty mình đi du lịch Quy  Nhơn  toàn nghỉ ở đây, phòng rộng, mới, sạch sẽ, phục vụ cũng chu đáo nữa. Giá thì ngang mặt bằng chung nên không có gì đáng nói. Đặc biệt chỗ này gần đặc sản bún tôm rạm Mỹ Hạnh, mình ghiền món này của Quy Nhơn (y)",0,4,0,0,0,0
163,"Mình là khách du lịch, tìm đường đến nhà hàng thiệt vật vã, phải hỏi mấy người đi vòng vèo mới đến được. Nhưng ko bỏ công, nhà hàng có view đẹp, ăn uống trên tàu và ngắm biển cực thích. Tiếc là mình đi với người lớn nên không tiện chụp hình.
Phục vụ nhanh nhẹn, thân thiện.
Món ăn cũng ok, có món cá gì chiên xù rất ngon nhé. Giờ nhắc lại vẫn còn thèm.
Cả đoàn 14 người ăn hết 7 triệu. Cũng không quá mắc.
Có điều WC có cửa sổ nhìn ra biển nên cũng hơi ngại. Haha",0,0,3,0,0,0
164,"1. Khu vực mát mẻ, chuồng trại sạch sẽ, chỉ có ngang qua chuồng dê hơi có mùi >.<
2. Chưa đa dạng các loại thú lắm
3. Nếu có thời gian thì bên trong có trò bắt cá bằng tay, hồ thiên nga đạp vịt + cho cá ăn, khu vui chơi thiếu nhi
4. Chim, chim công đi ra đường gặp khách không sợ luôn, rất dạn dĩ nè, 
5. Giá vé + vé xe điện thì hơi cao, đi có bé nhỏ nên không ở được lâu nên 45’ là xem hết rồi
6. Nếu có thêm thuỷ cung thì sẽ đa dạng hơn",3,0,0,0,0,0
165,"Nhà hàng nằm cạnh sát bờ biển, không khí trong lành mát mẻ, hải sản ở đây rất tươi và phong phú, nhân viên thì phục vụ nhiệt tình và chu đáo, tôi rất hài lòng về nhà hàng này.",0,0,5,0,0,0
166,"[VỊ TRÍ]
Homestay nằm ở góc đường nên khá dễ tìm
Gần trung tâm, đi bộ tới khu ăn vặt Phan Bội Châu siêu gần, đường Ỷ Lan khá vắng vẻ, ít xe cộ đi lại nên ngủ rất ngon giấc kể cả trưa hay tối

[DỊCH VỤ]
Lần này mình tới có hai anh chị trẻ tuổi tiếp, chị nhân viên siêu dễ thương, nói chuyện niềm nở
Homestay có bếp, tủ lạnh. Khi mượn chỉ cần hỏi là okei
Phòng trong hình với lại thực tế khác nhau hẳn :)))
Mình ở phòng đơn, nhỏ gọn và đẹp hơn hình nhiều :))) giường êm mỗi tội chăn hơi mỏng :)))
Homestay có chỗ phơi đồ, máy giặt luôn
Có nhà vệ sinh chung luôn, mặc dù là chung nhưng rất sạch sẽ, có máy tắm nước nóng.
Đi về thoải mái, mà thường 10h tối là mình về vì Quy Nhơn nhịp sống chậm nên thường 10h là hết hoạt động rồi :)))

Nói chung chắc chắn sẽ ghé lại nếu vào Quy Nhơn chơi lần nữa",0,5,0,0,0,0
167,"Flc quy nhơn rất đẹp có khu trò chơi đánh gôn, khu ẩm thực đêm , nhà hàng, hồ bơi rất nhiều quá đa dang đặc biệt là có sở thúddc bình chọn là nơi ngắm hoang hôn đẹp nhất nước ta",5,0,0,0,0,0
169,"Không gian nhỏ nhưng ấm cúng, các bạn nhân viên nhiệt tình cực luôn nhé.
Mình gọi cái set 3 gồm bò và đà điểu nướng, thêm cái lẩu 70k nữa là ăn 2ng vừa đủ ^^ 
Đồ nướng ở đây tẩm ướp ngon vừa miệng, nướng kèm bơ và dầu thơm nực.
Lẩu ngon, nhưng bún hơi ít, toàn phải gọi thêm ~.~ 
Đồ ăn kèm ngon, cực thích kim chi :3 
Nghe bạn mình nói pizza ở đây cũng ngon lắm mà chưa thử 😌😌 hẹn bữa sau quay lại ăn ;)))) 
Anyway hài lòng vs quán này ^^",0,0,0,4,0,0
170,"Mới đầu k có biết quán này , dạo vòng vòng mấy dạo kiếm quán ă chiều cho mát , mà quán nào cũng đông khách , nên dạo tới đây mới phát hiện chỗ này mới mở nên vào luôn , thiệt sự là vô tình đoạt được bí kiếp , khi đò ăn quá đậm đà và ngon , đặc biệt là lẩu ý , đồ nhúng nhập tràn luôn , mấy bạn phục vụ cũng nhiệt tình , rất thích",0,0,0,4,0,0
171,"Sisters Tavern & Pizzeria nhà hàng ý luôn phục vụ những món đặc biệt hàng ngày , nay quán có phục vụ ăn sáng vào chủ nhật hàng tuần nữa , đồ ăn ở đây thì miễn bàn , món ăn ưa chuộng ở đây là beef steak được nấu độ chín theo yêu cầu của khách hàng , bánh tráng miệng tự làm rất ngon , thay đổi theo nhu cầu của khách hàng , nhân viên thì thân thiện , nhiệt tình , nhà hàng có chú chó jymmy vô cùng dễ thương nữa , có dịp các bạn nên ghé nhà hàng để thưởng thức các món ý tại đây sẽ thấy sự đặc biệt của nhà hàng ^^",0,0,4,0,0,0
172,"Đây là nhà hàng đầu tiên khi mình được đến Quy Nhơn, và cũng là chỗ ăn thấy ngon nhất.
Toàn món ngon, canh cũng ngon nữa.
Canh là canh cua rau tạp tàng, mình nghĩ đây là một món ăn của người địa phương chứ đó giờ chẳng biết rau tạp tàng luôn á.
Cá chiên xốt mắm và thịt heo thưng ăn cực vừa vị, ngon và thơm.
Cải xào dầu hào và tôm kho trứng cút cũng rất okie, nhưng trứng hơi ít nên bữa đó mình không ăn được miếng trứng cút LOL.
Sảnh sau của nhà hàng sát biển nhìn đẹp mát lắm nhé.",0,0,4,4,0,0
173,"Thêm một homestay đẹp lung linh ở quy nhơn nữa mà, mình thích homestay này vì không gian sạch sẽ mà lại ấm cúng của nó. Tự dưng bước vào cảm giác vừa lạ vừa quen sao á, lạ vì không gian mới mẻ và đẹp nữa, còn quen thì do ở home được thiết kế như ở nhà mình vậy
thêm một điều nữa đó là home còn có lều ở trên sân thượng nữa, nếu mà muốn ngắm trăng sao cùng ai đó thì cứ thuê 2 cái lều nì, tối đến ngồi bên nhau ngắm trăng sao thì lãng mạn hết biết luôn kaka",0,4,0,0,0,0
174,"Trời mưa đi ăn gà rán là ngon hết sẩy, gà ở đây không quá bột chiên rất là giòn , và gà rất là thơm. hôm nay tụi mình đi 5 đứa và mỗi đứa một cái đùi gà và một đĩa mì Ý , mì thì hơi cứng không được dai, giá cả thì khá là đắt thích hợp cho những người có điều kiện , không gian thì rộng và đẹp được trang trí rất là bắt mắt , mình đến vào dịp Noel nên được tặng một cái ly thủy tinh , sẽ đến nữa khi lúa của mình đầy túi",0,0,0,4,0,0
175,"Hoa hoa chỉ ngon và mát khi về đêm, ban ngày thì k mát cho lắm vì thời tiết dạo này nắng đỏ lửa.
Lẫu sứa, mực cơm chiên và 1 ít món khác, nếu bạn không phải khó tính thì sẽ ăn được và ngon, cảm nhận theo tôi là vậy. Nhưng giá nơi này không rẻ vì thế mới gọi là 1 trong những quán ngon và mắc, nên đi đông khi tới nơi này dễ chia tiền hơn . haha. À mà nhân tiện ai hay uống bia thì phục vụ chu đáo lắm, có khi chia bia hết lúc nào không hay, hãy nói nhỏ phcu5 vụ để mình tự rót là được",0,0,4,0,0,0
176,Có rất nhiều khuyến mãi mỗi ngày cho thực khách. Gà nóng giòn ít dầu. Nhân viên vui vẻ. Không gian ấm cúng sạch sẽ. Thích hợp cho gia đình có trẻ con và tổ chức sinh nhật cho các em. Giá ổn. Mình thích nhất gà cay :D,0,0,5,3,0,0
177,"Mình thích nhất là quả ly 700ml uống đã, no muốn bể bụng. Mà tính ra 47k 700ml là siêu tiết kiệm luôn. Vị trà sữa ở đây ngọt vừa - mát thanh, vị khá lạ và đặc biệt. 
Nhân viên phục vụ ở đây thì toàn bbbg dễ thương mà lịch sự nữa :))",0,0,0,5,0,0
178,"Ăn một lần tởn đến già
Chuyện là thế này. Hôm trước lớp con em nó tổ chức ăn liên hoan cuối năm. Thấy cháu nó háo hức lắm, cứ mong mãi. Vào quán tổng thể ban đầu khá đẹp mắt, đồ ăn được trung bày gọn gàng.Tuy nhiên khi bước vào ,sàn nhà rất trơn ,gây nguy hiểm.Nhưng vì đây là quán nướng nên dầu mỡ là chuyện bình thường nên em cũng bỏ qua. Đến lúc ăn thấy có rất nhiều thịt,miếng thịt khá dày. Nhưng khi ăn , thịt mỡ nhiều, rất dai đến kéo còn cắt ko dc.,và bỏ quá nhiều gia vị. Này chưa là gì khi sau đó em gắp các món ăn khác, thức ăn nguội lạnh, tẩm ướp ngọt so với người miền trung chúng mình,nhân viên có thái độ với khách hàng, hải sản và các món ăn khác đều không tươi và không còn độ ấm của thức ăn.Vì em đi lúc quán khá đông nên điện bị sử dụng quá mức kết quả cúp cầu dao tận 2 lần liền. Chưa kể về nhà cháu em nó còn than đau bụng.Nói chung chỉ có nước và kem là tạm chấp nhận dc. Em nói để mọi người biết mà tránh quán này.",0,0,3,2,0,0
179,"Nhà hàng này nằm trong khách sạn mường thanh. là một trong những nhà hàng hiếm hoi chuyên phục vụ buffet sáng 40 món. Thực đơn đa dạng với những món ăn được thay đổi hàng ngày, Sala Nga, heo viên chiên giòn, Chả, Thịt nguội, Xúc xích, Súp cà rốt & cam, cà ri, Xíu mại, Cơm chiên Dương Châu, Tôm phết bột chiên, Thịt gà xé muối tiêu, Thịt ba rọi xông khói, Xá xíu, Xôi, Mỳ xào, Miến xào, Bánh mỳ, các loại mức, phomai, Bánh nậm, bánh cuốn, Mỳ quảng gà, mỳ quảng cá lóc, Hủ tiếu, Trứng ốp la, Các món bánh ngọt…. i.Buffet áp dụng từ 6h-10h. Tất cả các ngày trong tuần.",0,0,5,5,0,0
180,"2 đứa vào lotte gọi 1 phần combo gà H- S có 2 miếng gà sốt, 1 phần khoai tây chiên và 1 ly nước 
Gọi thêm 2 cây kem socola
Tổng thiệt hại là 95k
Đồ ăn ok như các chi nhánh khác",0,0,0,3,0,0
181,"Phải nói là lần đầu tiên mình thích cái biển mà muốn lao xuống ngay lập tức là bởi 2 cái cổng gỗ đóng giữa biển. Nước thì trong veo, cực thích.
Giá hàng rong ở đây khá rẻ, nên bạn cứ mạnh dạng kiếm cho mình 1 bàn ngồi trên biển, vừa ngắm biển vừa ăn thoải thích.
Còn phía trên là nhà hàng, có cả chỗ xả nước ngọt mà có thu phí, giá hơi chát nha, lưu ý điểm này.
Lúc mình đi khá nắng, nên khu vực nào cũng đầy ấp người. Khu trại rất thích, nếu có cơ hội sẽ thử book lều trại ở lại 1 đêm.
Các góc ưng ý thì có khoảng 5 điểm để chụp hình đẹp
Bạn nhớ thay đồ phía trên khu vực nhà hàng rồi xuống biển nha, vì phía dưới không có toilet hay khu vực nào để thay đồ tắm đâu, cũng chẳng có bảng chỉ dẫn.",4,0,0,0,0,0
182,"Mình may mắn được đến chỗ này hai lần rồi. Một lần là đi đám cưới bạn, một lần là đi hội nghị. Nhìn chung địa điểm này sang chảnh thì khỏi bàn rồi. Cái địa điểm xây như kiểu cung điện ấy cực kỳ là sang trọng. Tông màu chủ đạo là màu trắng nhưng điểm nhấn là dàn đèn lộng lẫy, đủ màu sắc chiếu sáng tạo không gian lung linh. Đồ ăn ở đây cũng khá ngon mắt và ngon miệng, nhưng về số lượng thì nó hơi khiêm tốn.Mình rất thích nơi đây, nhưng có ai mời thì mới đi.Hihi",0,0,4,0,0,0
183,"Hôm du lịch về Bình Định mình được bạn giới thiệu cơ sở nem chả này. Tiệm rất to rất dễ tìm, được mệnh danh là ngon nhất Quy Nhơn nữa đấy. Mình vào ngay lúc các chị vừa làm xong chả mới nên còn nóng và thơm. Ở đây có đủ loại từ chả bò, chả heo, chả bò gân, chả quế... ngon nhất vẫn là chả bò và chả bò gân nhé. Giá thì hơi đắt một tí, chắc có lẽ do bán ho khách du lịch không biết trả giá như mình. Về nhà ăn chả bò thấy ngon nhưng hơi ngọt, chả dẻo và thơm. Nói chung là ngon nhưng hơi đắt tí.",0,0,0,3,0,0
184,"Ngon-bổ-rẻ❤️❤️❤️
Nhân viên thân thiện
Nhà hàng toàn gỗ kiểu cổ nhưng k kém phần sang chảnh nhé!
Đáng để đi nhiều lần nữa😋😋😋",0,0,4,0,0,0
185,"Hải sản ở Quy Nhơn vốn đã khá tươi và nhiều loại lạ đa dạng rồi. Quán khá lớn, rộng rãi và thoáng đãng. Nhân viên phục vụ lịch sự, lễ phép nhưng hơi chậm chạp. Nhà mình đi ăn có 1 lô lốc lít nhít trẻ con không ăn nhậu được nên phải gọi cơm thịt trứng canh cho tụi nhỉ ăn riêng mà phải chờ lâu ơi là lâu. Đến khi mâm người lớn phải ăn nhậu được nửa bữa rồi mới thấy mâm trẻ con được vào ăn. Đồ ăn mặt bằng chung chế biến ổn, có món ăn rất lạ miệng.",0,0,0,4,0,0
186,"Không gian ấm cúng độc đáo.
Món ăn đậm đà, phong phú, đa dạng.
Sẻ ủng hộ lâu dài",0,0,0,4,0,0
187,"Rất xứng với tên gọi nhà hàng. Giá cả cao hơn mặt bằng chung quán chay ở Quy Nhơn nhưng thực sự rất xứng đáng. Món chay phong phú, tinh tế từ hình thức đến chất lượng. Nhân viên nhẹ nhàng, lịch sự. Quán bán tất cả các ngày. Xứng đáng là quán chay tuyệt nhất!",0,0,5,0,0,0
188,"Không Gian đẹp, lấy từ không gian gỗ Hội An. Món ăn ngon, chất lượng, nhân viên phục vụ tận tình và rất lễ phép, món ăn lên nhanh. Tôi không còn từ gì để nói hài lòng và rất hài lòng. 
Về Quy Nhơn, Bình Định nhất định phải ghé vào dùng không thì tiết lắm.",0,0,5,0,0,0
189,"Eo Gió gần biển Kỳ Co,lái xe một chút là tới liền.Khung cảnh rất đẹp và thơ mộng.Biển rất đẹp và xanh.Thời tiết lúc mình đi thì khá nóng(vào tháng 4)Chụp hình ở Eo Gió là một quyết định sáng suốt.Nhà mình tới đây là để chụp hình,ngắm cảnh biển,xem những người dân đang hái rong biển nhìn rất là tuyệt vời.
Tới đây là các bạn không muốn về luôn đó.Ở dưới biển cá rất nhiều cục đá to như quả trứng gà.Đường đi xuống cũng rất dễ dàng.À đúng rồi có một cái tượng đài trên đó là ống nhòm để nhìn từ xa nữa.
*Ai muốn chụp hình,check in ở đâu thì hãy tới Eo Gió là lựa chọn đúng đắng của bạn.",5,0,0,0,0,0
