,Unnamed: 0,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,clean_review,label
260,266,"Sau khi tắm biển thì mình và cùng công ty đã được dẫn đến nhà hàng này để dùng bữa tối, khi từ bên ngoài nhìn vào nhà hàng khá là rộng rãi đi vào sảnh lớn nhìn khá là lộng lẫy nhe, nhân viên thì chào niềm nở và vui vẻ lắm luôn kìa, đồ ăn được đem ra từ từ và cũng đa dạng, đồ ăn được nêm nếm khá là ổn, mùi vị vừa phải lắm, nhưng nó cứ bình thường sao đâu ấy thấy không có món nào gọi là đặc trưng hay riêng biệt của vùng gì cả",0,0,4,0,0,0,s,{nha_hang#positive}
261,267,"Quanh khu hồ sinh thái có rất nhiều quán nhậu nhà hàng nhưng nhà mình vẫn thích ăn ở đây.  Nhà hàng ỐC PHỐ có không gian thoáng mát và rộng rãi. Menu rất đa dạng nhưng nhà hàng vẫn chuyên về đặc sản Bê non, Bò tơ, Đuôi bò, Gà vườn , Gà chọi, Vịt Xiêm... Hải sản tươi sống, chất lượng món ăn ổn, giá cả tương đối hợp lí, . Giờ hoạt động của nhà hàng là từ 10h đến 23h30 hàng ngày. Thích nhất là nhà hàng hay có chương trình khuyến mãi hoặc combo cho gia đình nên tiết kiệm được khá nhiều",0,0,4,0,0,0,q,{nha_hang#positive}
262,268,"Lâu lắm rồi mới tìm được quán nước ưng ý như vầy ở Quy Nhơn. Từ decor đến menu đều làm mình vô cùng hài lòng luôn. Góc nào của quán cũng có thể sống ảo được luôn ấy :3 Menu thì món chủ đạo của quán là trà thảo mộc, có rất nhiều loại trà kèm công dụng để mọi người dễ dàng lựa chọn, ngoài ra thì quán vẫn có cà phê nước ép các loại luôn :3 Giá thì theo mình thì khá là bình dân, 1 set trà cho 2 người chỉ từ 39 đến 69k thôi :D Tối tối lên tầng thượng gọi set trà thảo mộc vừa nhấm nháp vừa ngắm mây trời cảm thấy bình yên thiệt sự :3",0,0,0,5,0,0,l,{an_uong#very_positive}
263,269,"Bạn mình kêu nước ép mix giữa cà rốt và thơm, giá lẻ mỗi loại là 35k. Vậy mà mix lại vẫn cùng dung tích của một loại mà giá 69k, GẤP ĐÔI?! Kêu bạn nhân viên ra hỏi thì xin lỗi rối rít vì quên báo giá xem tụi mình ok không. Cuối cùng cũng chỉ xin lỗi vs giải thích. Nước cũng dở, giá không tương xứng chất lượng, được mỗi không gian rộng với view biển đẹp.",0,0,0,1,0,0,b,{an_uong#very_negative}
264,270,"Hàng hoá đa dạng, uy tín và tuyệt vời đặc biệt Rượu Vang và Pha chế",0,0,0,0,0,5,h,{mua_sam#very_positive}
265,271,"Ở Qui Nhơn , nhắc tới gà rán là mình nghĩ ngay đến KfC Lê Duẫn đầu tiên , nếu đến nơi đông khách hoặc đóng cửa thì mình sẽ lết đến Lotteria trong Big C , còn Jollibe thì thôi rồi mình sẽ dành thgian RV cho Jollibe sau . KFC chi nhánh Qui Nhơn khá rộng rãi , mát mẻ , bàn ghế nhiều . Nhưng mỗi tội là kco nhà vệ sinh 😭😭 Nhân viên phục vụ nhiệt tình , nhanh . Gà rán giòn ngon tan ngay trong lần cắn đầu tiên , ngoại trừ những ngày khách đông hay trúng con gà k ngon thì sẽ bị rơi vào trạng thái gà nhiều dầu , gà có mỡ bên trong , thịt chưa chín . Kem ngon , rẻ chỉ 3k 1 cây . Nước coca kèm cho mỗi phần gà nhiều ơi là nhiều . Nước sốt ngon , tiện lơij , ăn bao nhiêu thì tự đi lấy bấy nhiêu , k phiền hà tới nhân viên . Bàn ghế , dụng cụ sạch sẽ . Quán hay có khuyến mãi ưu đãi cho khách . Quán tổ chức sinh nhật cho các bé rất dễ thương ❤️ Mong KfC sớm có wc , luôn ủng hộ dài dài 🍗🍟🍔",0,0,4,4,0,0, ,"{nha_hang#positive}, {an_uong#positive}"
266,272,"Một quán cà phê, nhà hàng, bar rất sang trọng tại Quy Nhơn, nó thực sự nổi tiếng và thu hút khách du lịch. Có một khoảng không gian rộng lớn, nằm sát biển, view ban đêm rất đẹp với ánh đèn lung linh, có âm nhạc đặc sắc. Thức uống cực kỳ ngon nhưng giá cả thì khá là đắt so với sinh viên, chỉ phù hợp với khách du lịch và khách hàng hạng sang Từ s.blue, bạn có thể ngồi nhìn biển đêm rất là ok, nhân viên ở đây thì nhiệt tình vui vẻ lịch sự",5,0,0,4,0,0,m,"{giai_tri#very_positive}, {an_uong#positive}"
267,273,"Quán nhỏ xinh, bếp ở ngay ngoài, nên mình có thể nhìn thấy khi họ nấu nướng (rất sạch). Đồ ăn thì ngon tuyệt vời, bò bít tết sốt tiêu thơm bơ toi béo ngậy, khoai tây chiên giòn tan. Nói chung đồ ăn và vệ sinh thì mình chấm 10. Phục vụ rất nhiệt tình và thân thiện. Đặc biệt, nếu bạn nào thích nói tiếng anh thì đây là quán lý tưởng, có khách nước ngoài, và chủ quán có thế nói tiếng anh. Giá cả so với chất lượng cũng tốt.",0,0,0,4,0,0,q,{an_uong#positive}
268,274,"Đợt đi du lịch với công ty ra quảng trường dạo, tìm chỗ uống nước nên ghé quán này. Không gian quá chời rộng. View bờ sông mát mẻ. Giá cả cực kì đắt đỏ
Nhân viên k thân thiện lắm
Menu nhiều món
Mình gọi trái dừa nước, giá 40k thì phải",0,0,2,0,0,0,đ,{nha_hang#negative}
269,275,"Nhà hàng nhiều món ngon, rẻ. Hải sản tươi và sống đủ loại. Đặc biệt 2 món giản dị làm mình nhớ mãi vị: bánh xèo mực và lẫu sứa.
Khi đi #du _lịch_kỳ_co, ACE nên đến nhà hàng này thử ăn 1 lần xem sao nhé. Nhà hàng sạch sẽ, thoáng mát, nhân viên nhiệt tình, chu đáo.",0,0,5,0,0,0,n,{nha_hang#very_positive}
270,276,Mọi món đều ngon. Giá mình nghĩ hơi cao nhưng hợp lí. Đặc biệt cơm gà của quán ăn rất ngon và nhiều cực kì luôn. Có 2 chi nhánh nằm gần trung tâm nên cũng dễ tìm và dễ đến. Nhân viên nhiệt tình lịch sự. Tiếp đón kháh rất tốt. Sạch sẽ.,0,0,0,4,0,0,m,{an_uong#positive}
271,277,"Phục vụ tốt, đồ ăn khá ngon, giá cả cực kỳ phải chăng",0,0,0,5,0,0,p,{an_uong#very_positive}
272,278,"Lang thang tại kim cúc plaza với thèn bạn thì thấy đói bụng quá liền ghé vào jollibee ở đây ăn thử. Ở trong này người ta chuộng jollibee hơn lotte hay kfc thì phải. Thấy khá đông. Về chất lượng thì món ăn của jollibee có mùi vị rất khác và đặc trưng. Khoai tây thì ko ngon bằng, nhưng kem thì cực ngon. Ngon hơn và lâu chảy hơn :3 mỳ ý ăn khá vừa miệng, gà giòn thì bột giòn nhiều, nhưng mình thấy gà lotte ngon hơn. Có điều gà sốt cay bên này ăn cực khoái luôn, rất đáng để thử !!!",0,0,0,5,0,0,l,{an_uong#very_positive}
273,279,"Quán này ăn được, tuy nhiên nhân viên phục vụ cần niềm nở hơn nữa. Mình đi ăn cơm gà nhiều nơi, ngon nhất thì vẫn là quán Hồng Ngọc DN. Mấy quán ở Tam Kỳ, Quảng Ngãi, Qui Nhơn ăn cũng tạm.",0,0,0,3,0,0,q,{an_uong#normal}
274,280,Tiệm ở trần phú cung cách phục vụ thế nào k biết chứ tiệm gần chợ Đầm thì miễn bàn. Tệ hơn chữ tệ. Nói chuyện với khách ko lịch sự. Có hơi hớm bán cho đc rồi thôi chứ k có trách nhiệm với món hàng mình đã bán. Thề ko thèm quay lại!,0,0,0,0,0,1,t,{mua_sam#very_negative}
275,281,"Buổi sáng hôm ấy gia đình mình đã có 1 chuyến đi Hải Minh thật tuyệt.
1. Đến cảng cá cầu Hàm Tử gia đình thuê 1 thuyền đò người dân chở tour trọn gói hải minh 350k gồm:
- Tham quan Tượng Trần Hưng Đạo, Ngọn hải đăng
- Sau đó xuống đò Qua Bãi rạng tắm mát và chơi, bãi biển trong và mát lại cạn nữa.
- Sau khi tắm ngán thì mình yêu cầu đò chỏ qua Quán bè nổi Biển Đông.
2. Quán biển Đông thật tuyệt, đến đây như thay đổi không khí hắn so với Quy nhơn, 
- Không khí trong lành
- Được câu cá thoải mái.
- Chủ quán nhiệt tình.
- Các món ăn phong phú thỏai mái lựa chọn, ghẹ, cua đá, cá hấp, mựa hấp, ốc sò..bao la lại còn bơi tung tăng dưới nước.
3. Ăn uông no nê nghỉ ngơi chiều đò đón về.
Một tour thật thú vị và còn rất rẻ mà ngon nữa. Sẽ quay lại.",5,0,5,5,0,0,b,"{giai_tri#very_positive}, {nha_hang#very_positive}, {an_uong#very_positive}"
276,282,"Lúc rời xe đặt chân xuống thành phố biển cũng đúng ngay giờ cơm trưa, bụng réo inh ỏi. Phòng ốc rộng rãi, có máy lạnh nên không lo cái nóng ngoài kia, mỗi bàn khoảng 10 thực khách. Lúc vào bàn, các món ăn và trà đá đều đã được dọn lên hết, quá tuyệt vời luôn. Không biết có phải do đói không, mà món nào cũng được dùng sạch sẽ. Cá chiên hơi nguội với khô, mướp hơi lạt, còn lại món nào cũng ngon. Hình như dân ở đây bồ kết món canh rau tạp tàng, quán nào cũng thấy có món này, ăn canh kèm nước thịt là ngon phải biết!",0,0,0,4,0,0,l,{an_uong#positive}
277,283,"Gần góc ngã tư. Ngày chủ nhật mưa gió, tôi tìm quán cơm, đây rồi!
Vào Lee, bàn cao khăn trải bàn trắng, ghế dựa gỗ nặng trịch. Có mùi nấu nướng từ khu bếp tầng trệt, hai anh em chọn ngồi bàn gần cửa ra vào cho thoáng. Bát úp trên đĩa sạch, đũa nhựa đen trong bì giấy là điểm trừ với tôi. 
Khoảng 5-7’ sau món chọn dần ra bàn.
Rau muống xào tỏi: xanh, giòn và mềm, thơm- 9/10
Thịt ba chỉ cháy cạnh: không đúng ba chỉ, hơi ngọt đường và nhiều nước mỡ- 6,5/10
Canh rau tập tàng nấu tôm tươi: đầy đặn, tôm tươi bóc vỏ, nước ngọt và trong: 9/10
Vệ sinh: 7,5/10
Phục vụ: 8/10
Chúc cả nhà ngon miệng",0,0,0,4,0,0,g,{an_uong#positive}
278,284,"Quán nằm ở Eo Gió vị trí cực đẹp của QN và đang khá hot nhưng khi ghé thử thấy ko như mong đợi
quán có ko gian ngoài trời và trong nhà, khu ngoài trời thì ko có gì để bàn vì đón gió biển rất thoáng mát và lung linh. Khu trong nhà deco cũng trẻ trung , rộng rãi nhưng hôm đó bật nhạc Hàn chát chúa theo mình nếu bật nhạc du dương sẽ lãng mạn và hợp ngữ cảnh hơn, tạo ko gian sang trọng hơn.
Đồ uống giá cao nhé, nhưng hợp lý. 
Nếu có qay lại sẽ ngồi ở ngoài chứ ko vào trong nữa.",0,0,3,0,0,0,q,{nha_hang#normal}
279,285,"Hải sản tươi, ngon, chắc nịch và nhiều đồ lạ. Lần đầu ăn con nhum to khủng bố thế. Sìa vừa to vừa ngọt. Giá cả quá rẻ so với 1 quán cỡ nhà hàng. Đĩa bào ngư có trăm mà to nhiều phát sợ. Thích nhất là sự chuyên nghiệp của nhân viên. Đông kinh khủng mà ko bỏ sót ai. Mình hỏi nhà vệ sinh ở đâu còn nhìn theo thấy mình vào đúng nơi mới quay làm việc khác. Cô chủ quán nhiệt tình giới thiệu, chu đáo và đáng yêu",0,0,0,5,0,0,h,{an_uong#very_positive}
280,286,"Quán nằm trong thành phố Quy Nhơn đi từ sân bay Quy Nhơn đến cũng mất gần tiếng đồng hồ. Nghe bác taxi nói đây là 1 trong những nhà hàng ổn nhất ở đây 😂😂
_Vị trí: do đi du lịch nên cũng hơm biết miêu tả đường đi như nào nhưng quán ở cạnh hồ khá đẹp. Hôm đó đi vào đúng ngày mưa nên thành ra ko ngắm nghía được.
_Không gian: trông như quán nhậu kiểu bia Hải Xồm ý :)) cơ mà hầu hết hàng quán ở đây đều như vậy 🙄🙄
_Món ăn: ngon thì ko phải là ngon. Chỉ dừng lại ở mức được. Ốc hương nướng chả hiểu sao mà nguội quá. Hàu phomai thì phomai hơi lạ 🙄🙄 có món cá nướng khá ngon, chắc thịt mỗi tội hơi cay 😭 mà chả hiểu sao khoai chiên ở đây ra lâu dã man 🙄🙄 sau cả hải sản 😭😭 
_Nhân viên: theo kiểu quán nhậu nên nhân viên cũng kiểu hơi lóng ngóng rồi phục vụ cũng hời hợt 🙄🙄 tóm lại là có vẻ ko ổn lắm",0,0,3,3,0,0,q,"{nha_hang#normal}, {an_uong#normal}"
281,287,"Đến QN vài lần và mình cũng ăn khá là nhiều quán rồi nhưng mình hợp khẩu vị nhất là Gạch 👍🏻 thái độ nhân viên thân thiện và phụ vụ rất tận tình. Sẽ ghé quán và Qn trong thời gian sớm nhất có thể
Món này là mình nghiện nhất 😙",0,0,4,0,0,0,đ,{nha_hang#positive}
282,288,"Quán này chính là bãi đáp ăn tối của nguyên đoàn công ti mình. Thuộc kiểu nhà hàng tiệc cưới, nên không gian hơi bị sang chảnh, rộng rãi cực kì. Lúc vô bàn ngồi còn thấy nguyên cái backdrop vu quy chà bá, có mà giả bộ đi ăn đám cưới. Món ăn không tồi nhưng mà cách sắp xếp lên đồ ăn không hợp lí. 2 món thịt kho trứng và lẩu gà lá giang nên lên cùng cơm, chứ chưa gì mà đã là sò huyết vs sườn, loạn xà beng! Nhân viên phục vụ cũng khá chậm rãi, chắc tại thấy mình ăn từ từ :))))",0,0,4,4,0,0,q,"{nha_hang#positive}, {an_uong#positive}"
283,289,"Đi Quy Nhơn cứ lo không có pizza ăn nhưng nhờ có foody nên đã tìm ra quán này nèeee 😆 Review tốt nên mình cũng rất háo hức và wow đúng là tốt thật á mọi người! 1st impression là quán cách ksan mình 200m )))), gần biển nữa. Đồ ăn ngon, hợp khẩu vị. Gnocchi sốt ngon, pizza thơm, phô mai ngậy, size 25cm mà chưa đến 150k @@ xỉu vì rẻ là có thiệt và sườn ăn vừa miệng. Cheesecake ăn chua chua còn brownie thì hơi cứng xíu, ncl ngon. Staff nice cực kì xong còn giới thiệu con chó giống gì này nọ cho mình nữa )))) Con bulldog tên Jimmy gì ó thì cute thực sự cứ ngồi chực ăn hôi buồn cười lắm 😅 Ăn 5 người thiệt hại 698k thôi (gồm cả nước). Chốt lại là kết quán này luôn sau này đến QN phải kéo thêm người đến mới được keke",0,0,0,4,0,0,đ,{an_uong#positive}
284,290,"Vô tình lướt trên Google biết tới Gạch quán. Nhìn từ xa cứ tưởng là cái tháp Chăm, vào trong thì điều hòa mát rượi, sạch sẽ. Gọi thử món ốc bươu nhồi thịt và vài món ăn hàng ngày, phải nói là ngon bất ngờ. Đến Quy Nhơn nên ghé địa chỉ này 👍",0,0,0,4,0,0,v,{an_uong#positive}
285,291,"Biển Quy Hòa là một trong những bãi biển đẹp nhất của Quy Nhơn.Không khí trong lành,mát mẻ.Bãi cát thì vàng và rất mịn.Thích hợp đi vào buổi chiều khoảng 3h.Sau khi tắm biển xong thì tắm nước ngọt và thưởng thức những món ăn vặt trên vỉa hè.Ôi thích quá đi!
Ai đến Quy Nhơn thì không nên bỏ qua địa điểm này!",4,0,0,0,0,0,b,{giai_tri#positive}
286,292,"Quán hơi chật, mà có đồ nướng với lẩu nữa,nên hơi bị ám mùi sau khi ăn xong. Nhưng được cái quán cũng khá sạch sẽ. Kiểu đồ ăn tây nhưng giá tiền lại Việt Nam. Đồ ăn ổn, Pizza rất thơm và ngon, nhiều phomai nên mềm lắm. Ba người ăn một cái là đủ rồi, đã cơn thèm. Món nướng thì ngon có nhiều lọi thịt như bò,ba rọi, đà điểu để mình chọn, nướng cuộn với xà lách tươi xanh chấm nước tương kiểu Hàn Quốc mà ngon lắm. Quán khá đông khách nên phục vụ hơi chậm. Nhưng mình vẫn sẽ quay lại",0,0,0,4,0,0,q,{an_uong#positive}
287,293,"Bữa nỳ xe mình chạy đến trễ nên tới phải ngồi ké nên chẳng còn gì đầy đủ nên mình không có chụp.
Có món tráng miệng ai cũng khen ngon nè, và cũng là đặc sản của Quy Nhơn nên đứa nào cũng ăn mấy cái lận, ^^
Xong lúc về CT có mua mà ăn không ngon bằng với trong Riverside Restaurant chuẩn bị.
Nhân viên hơi ít nên kêu đồ, có dạ dạ vâng vâng rồi quên luôn, lên món hơi mất thứ tự nhưng cũng tạm nên không có vấn đề gì lớn, không gian rộng rãi có 2 sảnh đãi tiệc lớn.",0,0,4,0,0,0,b,{nha_hang#positive}
288,294,"Đặt chân tới quy nhơn là được công ty dẫn qua nhà hàng để ăn rồi do đi tới đây là tầm trưa rồi nên vào đây ăn luôn, đồ ăn của nhà hàng bắt mắt và hấp dẫn lắm luôn nha nhìn màu sắc cực kỳ ưng luôn ấy chứ, món nào món nấy nhìn mà muốn ăn liền, tôm thẻ ram ăn khá là ngon được bóc vỏ ra sẵn hết rồi nên ăn khá là ngon và tiện lợi, có món thịt thì làm mình thấy có vẻ nó hơi nhạt tý ướp không được tới lắm nên ăn với cơm nó nhạt hẵn ra",0,0,4,0,0,0,đ,{nha_hang#positive}
289,295,"Cảm nhận của fan trà sữa. Giá cả mình ko bàn
Nhưng chất lượng. Nói thật là ko ngon. 
Giá thì ngang với Ding tea vs Gần bằng Gong Cha đấy.
Nói chung ko vừa lòng lắm. 
Chúc may mắn lần sau!",0,0,0,2,0,0,c,{an_uong#negative}
290,296,"Vẫn là fan trung thành của KFC, nay nhà ta có thêm món pizza thần thánh hoàn toàn không có bột mà thay vào đó là gà chiên giòn kèm lớp phô mai béo ngậy với 1 ít ớt Đà Lạt đã tạo nên 1 món ăn cực kì mới đang thu hút đông đảo các bạn trẻ nha... giá dùng thử 1 người chỉ 79k thôi nhé mà có thêm 1 phần khoai tây chiên và 1 ly pepsi nữa nha... ăn bao ngon bao no nha... các bạn hãy đến thử món mới và cảm nhận đi nào... ngon ngon lắm đó nha",0,0,0,4,0,0,v,{an_uong#positive}
291,297,"Lặn ở Hòn Khô cực kì đã,nhiều san hô và cá.Nếu ai bắt được con gì thì đem lên bờ nấu chín rồi ăn đã thui.Nếu bạn đang ở bên bãi Kì co thì bạn có thể qua bên Hòn Khô để ngắm san hô,đi ca nô chỉ mất 10-15 phút thôi.Đặc biết nhất là chinh phục dãy núi đá trên đảo.Dãy núi rất cao và chụp hình rất đẹp.Mọi người nhớ qua Hòn Khô để trẠI nghiệm 1 lần nhé!",5,0,0,0,0,0,l,{giai_tri#very_positive}
292,298,"Thích quán này quá nên ăn xong phải về review khen quán. 
Sashimi tươi ngon, mình ăn bụng cá hồi và hàu rất béo.
Cơm cuộn nhiều loại để chọn, mình thích cá hồi và lươn nên chọn cơm cuộn cá hồi sốt tiêu và cơm cuộn kiểu rồng nhân lươn đều ngon hết.
Khai trương đang đc giảm giá 30% nên 2 ng ăn no cành hông mà hết có hơn 300k , giá rẻ giựt mình. Mà giá lúc chưa giảm cũng rẻ rồi chưa tới 500k nữa.
Quán thiết kế bàn ăn cũng rất lịch sự và riêng tư. Mình thích ngồi trên tầng 2 vì có vách ngăn trên bàn. 
Rất rất recommend cho các bạn tới ăn nhé.
Cá nhân mình sẽ quay lại ăn nhìu lần nữa.",0,0,0,5,0,0,t,{an_uong#very_positive}
293,299,"Mỳ quảng Trứ Danh, do chính Bếp Quảng nấu, Ngon nức lòng người An Nhơn
20k - 25k/ Tô.",0,0,0,5,0,0,m,{an_uong#very_positive}
294,300,"Mình là người Đà Nẵng lần đầu đến Quy Nhơn không biết đi kỳ co eo gió như thế nào cả nên tìm hiểu thì được giới thiệu nhà hàng này ở nhơn lý, lúc đầu đến mình cũng hơi bất ngờ vì quanh khu này toàn kiểu quán cà phê trang trí cũng bình thường chứ không có kiểu decor lạ như ở đây.
Phong cách rất tây luôn á, có mấy góc cảnh đẹp tuyệt vời luôn, cộng với cái view biển nữa là không thể chê vào đâu được luôn á nạ.
Đồ ăn bầy biện cũng bài bản nữa, thật là biết cách đưa mình từ bất ngờ này đến bất ngờ khác kaka, cộng thêm cái view ngồi ăn uống không thể nào chuẩn hơn, nhìn ngắm biển vào buổi chiều thì gió lồng lộng thích hết nấc.
Nhà hàng cũng có cano để chở khác đi kỳ co, nguyên tour vầy là 350K cho mỗi người bao cả ăn uống sau đó luôn á.",0,0,5,0,4,0,m,"{nha_hang#very_positive}, {di_chuyen#positive}"
295,301,"Fast and friendly service and very good value for money. We visited here several times with my family in January 2018. Even stuff didnt have English skills, the menu with photos was much better than in average Vietnamese restaurant. We really recommend this in your Quy Nhon trip!",0,0,4,0,0,0,f,{nha_hang#positive}
296,302,"Không đẹp như hình quảng cáo, đến nơi thật sự thất vọng.
Khuôn viên resort rộng với nhiều cây xanh rất đẹp. Thế nhưng:
- Không có bảng chỉ đường vào các phòng, nhận chìa khóa xong lơ ngơ tự đi tìm lòng vòng.
- Cửa phòng thì hỏng không chốt được
- Bồn vệ sinh hư nút, nghẹt không dùng được -> gọi điện thoại báo tình trạng với quản lý thì dạ dạ nhưng tình trạng không cải thiện, cũng ko đổi phòng
- Ghế bên ngoài thiếu bàn
- Hồ bơi rất nhỏ, không to-sạch-đẹp như hình chụp
- Máy lạnh thì ồn

Nếu là hotel 2 sao mình có thể chấp nhận tất cả tình trạng trên. Nhưng với tiêu chuẩn 4 sao thì mình không chấp nhận được.",0,1,0,0,0,0,k,{luu_tru#very_negative}
297,303,2 vk ck đi ăn . Tc hết 1019k . Tóm lại là đồ ăn tươi ngon . Mà giá thì hơi đắc đỏ so với các nhà hàng kahcs . Mình gọi 1kg cá nữa hấp nữa nấu cháo 1 gỏi mực 1 ngao . Mà hết 1019k .,0,0,0,2,0,0,2,{an_uong#negative}
298,304,"Công ty có dịp tổ chức đi du lịch nên cũng có ghé qua Nhà hàng để mà dùng bữa trưa, mình đi theo công ty nên khá là đông nhà hàng cũng khá là rộng rãi nhưng phục vụ không được tháo vát cho lắm gì đâu mà đứng lơ tơ mơ lắm luôn, đồ ăn thì cũng khá là ok do là gần khu vực biển nên hải sản cũng khá là tươi sống lắm nhe, đồ ăn cũng khá là nhiều ăn cũng đủ mà no ấy chứ, nhưng nhà hàng gì mà nóng như đạn ngồi kế quạt rồi vẫn nóng @@",0,0,3,0,0,0,c,{nha_hang#normal}
299,305,"Thấy ra các chỗ về sushi thì vẫn thấy đây là ổn nhất vì quy nhơn chỉ có mỗi quán này là bán đồ ăn nhật chứ mấy 😆😆😆, giá cũng ko phải mắc mà chất lượng. quán cũng lai rai khách
Vẫn các món hay ăn, sashsimi, cá hồi, đầu cá hồi nướng, hào tái chanh, món ăn ok, lên hơi chậm tý cũng thông cảm 
Phục vụ dễ thương.",0,0,2,0,0,0,t,{nha_hang#negative}
300,306,"Mình đi vào tối t6, có nhạc acoustic nhộn nhịp lắm, quán rất đông mà phục vụ nhanh nhẹn lắm, thích mấy bé nhân viên dễ thương nè, đồ uống cũng okie, giá cả phải chăng, dàn nhạc hay lắm nghe mê ly hihi",4,0,0,4,0,0,m,"{giai_tri#positive}, {an_uong#positive}"
301,308,"Quán này view cực sang chảng luôn .
Nằm ở đối diện biển nên cực kì mát mẻ .
Có nhiều nhân viên , thái độ phục vụ nhân viên dễ chịu , thân thiện với khách .
Khi tổ chức sinh nhật ở đây , quán sẽ có ưu đãi hát một bài tặng mình sinh nhật , với đốt pháo + nhảy múa ...
Menu đa dạng các loại đồ ăn . 
Giá cả cũng oke so với mặt bằng thành phố .
Đồ nướng có nhân viên nướng ngay tại chỗ cho mình luôn . Mình chỉ việc ngồi nhìn và ăn thôi .
Đồ nướng hấp dẫn , ngon . Lẩu khá nhiều , hôm ấy đi mà tụi mình ăn không hết lẩu ❤️",0,0,4,0,0,0,q,{nha_hang#positive}
302,309,"quá xấu cho một khu du lịch, ko có chỗ để ngồi ở trong khu du lịch, đi đúng 5p quay ra thế mà vé chặt 30k, cứ như lừa đảo. biển nhỏ và đá nhiều",1,0,0,0,0,0,q,{giai_tri#very_negative}
303,310,"📿⛩ Chùa được xây với kiến trúc vừa cổ kính vừa hiện đại.
Khuôn viên rất rộng, có nhiều toà, còn có cả 1 tháp bự phía sau. Bên hông còn xây khu cây cảnh có cỏ xanh mướt trông như Thiền Viện í. Đường vào chùa đã được xây bê tông rộng rãi.
Tượng phật ở đây phải nói siêu đẹp. Mọi thứ đề được chăm chút tỉa tót tỉ mỉ, kiến trúc khoing chê vào đâu được.
Ra phía sau khu vực hồ cá Koi có mất bé thỏ ngọc xinh xinh nữa, có con nhát con không nhát người nha😂 hiền khô. 
À nghe bảo chùa ở đây rất linh, nếu có dịp đến BĐ nhất định phải ghé chùa Thiên Hưng nhé.",5,0,0,0,4,0,p,"{giai_tri#very_positive}, {di_chuyen#positive}"
304,311,"NT House nằm tại 49 Phùng Khắc Khoan (gần ngã ba đống đa) gần như là trung tâm của thành phố Quy Nhơn nên khoảng cách đến các địa điểm du lịch, khu vui chơi,... là không quá xa. Với thiết kế độc đáo: màu xám của tường đất và màu xanh của cây lá tạo cảm giác gần gũi và thoải mái. Phòng rất sạch sẽ với tông màu đất nên mùa đông thì ấm và mùa hè thì mát. NT House có tổng cộng 10 phòng trong đó 2 phòng SPECIAL dành cho 4 người, 4 phòng TRIP dành cho 3 người và 4 phòng TWIN dành cho 2 người. Giá cả cũng phải chăng: 120.000VND/1 người/1 đêm phù hợp với những bạn phượt thủ và du khách nước ngoài. Ngoài ra còn có các dịch vụ vé máy bay giá rẻ và tour du lịch nên rất tiện cho du khách khi ghé ngang NT House",0,4,0,0,0,0,n,{luu_tru#positive}
305,312,Tìm hiểu kĩ trên Review Quy Nhơn thì thấy mọi người nhận xét đánh giá cao món ăn và cách phục vụ của nhà hàng này và mình có đến ăn 2 lần quả thật đúng như lời đồn 😋 đồ ăn vừa ngon vừa rẻ và nhân viên ở đây rất chu đáo vui vẻ . Có dịp đến Quy Nhơn chắc chắn mình sẽ ghé Gạch lần nữa vì chất lượng ở đây làm mình rất hài lòng,0,0,5,0,0,0,t,{nha_hang#very_positive}
306,313,"Menu đa dạng và nhiều món. Giá cả không rẻ nhưng chất lượng đồ ăn đảm bảo. Đồ lên chậm vì buổi tối rất đông nhưng nhân viên phục vụ rất thân thiện, nhiệt tình nướng đồ cho khách",0,0,4,0,0,0,m,{nha_hang#positive}
307,314,"Những hòn đá bị mài mòn tròn giống như quả trứng nên nơi đây còn được gọi là bãi trứng, nằm cảnh khu du lịch ghềnh ráng và mộ Hàn mặc Tử",4,0,0,0,0,0,n,{giai_tri#positive}
308,315,"Quán mới khai trương sáng nay nên thu hút được nhiều bạn trẻ đến thưởng thức và vui chơi, nghe anh chủ quán mặp mặp dễ thương nói đây mới là bước khởi đầu cho quán nên chỗ ngồi hơi ít 1 tí, sang tuần quán có nhiều không gian hơn để chúng mình có cơ hội sống ảo các kiểu... các bạn nhân viên ở đây khá nhiều nên việc chờ lấy nước sau khi tính tiền cũng khá nhanh và thuận tiện, các bạn phục vụ tận tình lắm nha... điểm cộng cho quán... về nước uống thì nước uống khá đặc biệt và mùi vị rất đặc trưng cho từng loại, mình uống cảm giác rất ngon và vừa miệng ko ngọt quá... iu mất rồi chắc gắn bó dài dài... ahihi chúc quán mua may bán đắt nhé mãi iu... quán mới khai trương nên có rất nhiều ưu đãi đặc biệt và khuyến mãi 1 ly khi mua 2 ly trong giờ vàng đấy...",0,0,0,4,0,0,q,{an_uong#positive}
