,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
146,"Giá rẻ, tuy nhiên trong ngõ, hải sản loại 2 nhỏ, không có không gian đẹp, phù hợp với một quán hải sản bình dân",0,0,0,4,0,0
147,"Nhà hàng nằm gần khu du du lịch ghềnh ráng nên rất đông khách. Không gian rộng rãi, có hai tầng, view nhìn ra biển rất đẹp. Đi ăn tầm chiều tối là gió biển lên mát ruời rượi luôn. Menu đa dạng, nhiều món cho khách lựa chọn.Chuyên về các loại hải sản tươi sống, ngoài ra còn có một số món ăn chơi khác. Chất lượng ổn, chế biến hợp vệ sinh. Nhân viên phục vụ nhanh nhẹn, không phải đợi lâu. Thích nhất là ăn lẩu hải sản, với cả tôm, cua hấp sả. Giá cả có cao hơn so với mặt bằng chung",0,0,0,5,0,0
148,"Là khách du lịch đến Quy Nhơn, zai yêu 4t đánh mất dép, khiến mình phải bế em suốt quãng đường đi dạo chơi và tìm đc shop trên gg, sau 15 phút liên hệ shop đã có mặt giao hàng tận nơi, và còn nhiệt tình mang theo 2 mẫu để chọn,  zai yêu nhà mình rất thích, đôi dép vừa xinh lại có đèn nhấp nháy sau mỗi bước đi, khiến hắn thích thú lắm, chuyến đi vui càng thêm ý nghĩ Thanks shop nhiều",0,0,0,0,0,4
149,"Phòng mới, sạch sẽ, rộng rãi, tủ, giường ốp gỗ đẹp, nền gạch men giả gỗ khá ổn.",0,5,0,0,0,0
150,"Một trong những quán bún cá nổi tiếng nhất ở Quy Nhơn. Có 2 chi nhánh đều nằm trên đường nguyễn huệ. Không gian rất rộng, bàn ghế sạch sẽ, bài trí đẹp, chuyên phục vụ các đoàn khách du lịch. Menu đa dạng, có bún riêu, bún chả cá, bún cá thu cá ngừ, bánh bèo, bánh cuốn, giá tương đối cao. 1 tô bún khá nhiều, nhìn rất hấp dẫn nhưng mình thấy chất lượng giảm nhiều so với hồi trước. Nước lèo khá nhạt, chả hơi ngọt, ăn không đặc sắc lắm. Nhân viên hay lơ khách, không nhiệt tình",0,0,0,2,0,0
151,"Dịch vụ tuyệt vời, bảng hiệu dễ tìm, đúng giờ, xe sạch sẽ, cung cấp nước đóng chai. 
Cảm thấy an toàn giữa những người lái xe điên cuồng trong thành phố này!",5,0,0,0,5,0
152,Hàng hóa đa dạng phong phú. Gửi xe miễn phí,0,0,0,0,0,4
153,"Tôi cảm thấy Dịch vụ của quý công ty phải nói rõ ràng , minh bạch tài chính . Cước phí rẻ . Tài xế lái xe kiêm Hướng dẫn Du lịch nhiệt tình , vui vẻ và làm việc có Tâm .",0,0,0,0,4,0
154,"Không gì tuyệt vời hơn khi có phương tiện giao thông cá nhân đang chờ bạn, lái xe về nhà an toàn, đáng tin cậy, đúng giờ và chuyên nghiệp!",0,0,0,0,5,0
155,Rượu Bầu đá nặng thật nhưng đầm dễ uống. Hôm sau không bị đau đầu. Đặt hàng sáng chiều có ngay.,0,0,0,4,0,0
156,"Địa điểm đáng tin cậy để du khách mua đặc sản lưu niệm, bất ngờ vì giá rẻ hơn nhiều so với các quán lân cận mà lại ngon hơn. Mực rim ở đây ngon quá mà rẻ hơn. Lần sau sẽ mua tiếp.",0,0,0,0,0,5
157,Đồ ăn tươi ngon. Giá cả phù hợp không chặt chém. Nhân viên nhanh nhẹn. Phục vụ tốt,0,0,0,5,0,0
158,"Chủ khách sạn không cho khách nhận phòng ngay mà dắt đi xem tùm lum và chê phòng khách đã đặt để khách đổi phòng khác giá cao hơn! Phàn nàn khách đặt phòng từ booking.com nên khách sạn phải trả cho booking.com mất 30. Đòi phụ thu 30 vì tới lúc 10h30 dù đã báo trước và đã có xác nhận từ khách sạn, phải đòi qua khách sạn bên cạnh thuê thì mới ko phụ thu nữa. Nói chung tiếp đón khách quá kém, còn những lúc khác thì bình thường.",0,2,0,0,0,0
159,"Một nơi rất đáng để nghỉ chân dành cho dân du lịch hạng trung. Giá phòng cực kì mềm. Phòng sạch sẽ, đầy đủ tiện nghi. Đặc biệt là chú chủ khách sạn rất vui vẻ và hòa đồng. Tận tình hướng dẫn, giúp đỡ.",0,5,0,0,0,0
160,"Đây là những món mà gđ mình đến quán ăn. Món ăn ở đây rất ngon và hợp giá tiền,đồ ăn trang trí bắt mắt,các bạn đến đây hãy ăn thử món rong nho salad và lẫu sứa nước lèo nhé vì nó rất ngon  không gian thoáng mát sach sẽ có xe đưa đón free tại FLC và nv phục vụ nhiệt tình dễ thương.Có dịp sẽ quay lại quán nhé ",0,0,5,5,5,0
161,"Hồ bơi ngày mồng 512 nhân viên báo đang bảo trì, do đó không dùng được trong ngày lưu trú ở khách sạn.",0,2,0,0,0,0
162,"Xe máy chạy rất tốt. Nhân viên giao hàng Motobiker nhiệt tình, đến tận nơi nhận Motobiker. Cho bạn 5 sao",0,0,0,0,5,0
163,"Lọt top 5 ngọn hải đăng trên 100 tuổi nổi tiếng, hải đăng Cù Lao Xanh sừng sững hiên ngang là biểu tượng đẹp cho tinh thần của người dân nơi đây quanh năm sống chung với sóng gió biển khơi. Trải qua bao thăng trầm lịch sử hải đăng vẫn luôn sáng đèn giúp việc định vị của tàu thuyền đánh bắt trên biển Bình Định và khu vực biển lân cận của Nam miền Trung. Vì vậy, ngọn hải đăng còn được gọi là đôi “mắt thần” của biển.",5,0,0,0,0,0
164,"""Chợ đầy đủ mặt hàng, rộng thoáng. Nơi mua sắm thường xuyên của em""",0,0,0,0,0,5
165,"Đến Quy Nhơn khi cơn mưa vừa dứt, khí hậu mát mẻ. Ghé Mậu để cảm nhận cơm nhà. Quán bắt mắt, dễ tìm, lối decor riêng kiểu bao cấp, gần gũi. Quán sạch sẽ, món ăn nấu ngon, đậm, ấn tượng nhất là món mực muối rang thịt ba chỉ, rất đưa cơm. Món này mà mùa đông ở MB thì tốn cơm phải biết. Về phục vụ: khá nhanh nhẹn, lễ phép, nhiệt tình và dễ chịu. Đến Quy Nhơn, sau những ngày vi vu, thưởng thức hải sản thì Cơm Mậu chắc chắn là một địa chỉ tuyệt vời Chắc chắn sẽ đến Mậu nếu quay lại Quy Nhơn.",0,0,0,5,0,0
166,"Bãi tắm sạch, tuy nhiên các ghềnh đá khá nguy hiểm. Mọi người cẩn thận khi đến đây",4,0,0,0,0,0
167,Dễ dàng tổ chức và tìm kiếm. Tôi cảm thấy an toàn. Xe thoải mái. Có nước. Lái xe dễ chịu đi thẳng đến khách sạn. Tất cả đều tốt,0,0,0,0,5,0
168,"Máy lạnh cũ nên không điều chỉnh được nhiệt độ, hơi nóng",0,2,0,0,0,0
169,"Rất đáng tham quan. Các mô hình khoa học rất thú vị, trực quan, phù hợp cho cả người lớn và trẻ em. Anh chị hướng dẫn nhiệt tình, vui vẻ. Mọi người gọi điện trước để đặthỏi lịch nhé.",5,0,0,0,0,0
170,Du lịch bụi nên mình tiết kiệm được bao nhiêu thì tiết kiệm thôi. Phải nói chắc chắn rằng mình sẽ quay lại quy nhơn và tiếp tục ủng hộ A Bảo,0,0,0,0,4,0
171,"Bạn Toàn làm việc rất có tâm. Tour rất ổn. Chủ nhà chu đáo, nhiệt tình, hiếu khách. Đặc biệt bạn dẫn tour rất dễ thương, nhiệt tình. Chi phí quá rẻ so với quy định. Với mình, đi là để trải nghiệm cuộc sống, trải nghiệm cảm giác của người dân địa phương. Trên đảo thì tất nhiên là cơ sở vật chất không thể so với trên đất liền được. Nhưng bù lại, cảm giác an nhiên và hòa mình vào thiên nhiên thì không nơi nào mang lại đựơc trọn vẹn như Cù lao xanh. Nếu đựơc quay lại, nhất định vẫn tin tưởng và lựa chọn nơi này. Điểm 9 cho chất lượng.",4,0,0,0,0,0
172,Vị trí đẹp. Nhân viên thân thiện nhiệt tình. Gần khu vực ăn uống,0,4,0,0,0,0
173,"Giá vé xem phim khá rẻ, phòng chiếu rộng rãi, hiện đại, trải nghiệm xem phim không có gì phải chê",5,0,0,0,0,0
174,"Quán nhỏ, ấm cúng, món ngon bình dân",0,0,0,5,0,0
175,"Hôm nay ghé tinh hoa mua rau câu ăn , nhiều loại quá không biết chọn sao luôn , và sau một hồi lựa qua lựa lại mình chọn 1 hộp rau câu sữa bắp màu xanh xanh . Giá một miếng là 3k có bán từng miếng và mình mua 1 hộp 10 miếng 30k . Một miếng khá to , 2 đứa ăn 10 miếng muốn ná thở luôn . Rau câu được bảo quản lạnh nên ăn mát mát , theo mình thì hơi ngọt nên ăn hơi nhanh ngán đó là điểm trừ duy nhất . Vì rau cau giòn , thơm mùi sữa bắp , cà phê . Sẵn mua cái bánh bông lan trứng muối nữa nhưng không thích lắm vì cốt bánh không chắc , và mắc . Vậy nên khuyên các bạn nên ăn thử rau câu ở đây nha",0,0,0,5,0,5
176,"Mình đi 2 nguời ăn nghêu hấp sả, bạch tuộc, hàu, cháo ghẹ. Mình và bạn đều thấy ngon, hải sản tươi, giá rất rẻ nữa. Mình thích nhất món nghêu vị rất đậm đà nè. Nhân viên cực kỳ vui vẻ và dễ thương luôn. Có dịp mình sẽ quay lại thưởng thức tiếp!",0,0,0,5,0,0
177,"Công viên thoáng mát dọc theo bờ biển, thích hợp cho du khách đi dạo và đưa trẻ đến vào những buổi chiều. Vì ngoài không gian đẹp và thơ mộng còn có các trò vui chơi giải trí cho các bé",5,0,0,0,0,0
178,"Tôi đã đặt chỗ có xác nhận qua điện thoại Đã có nhưng sau đó được thông báo 4 ngày trước khi khởi hành bởi sao limousine họ từ chối chở người nước ngoài vì họ sợ người nước ngoài có nguy cơ cao mắc bệnh covi 19, thậm chí tôi đã nói với họ rằng tôi đã làm việc ở Việt Nam được 3 năm Đã sẵn sàng.",0,0,0,0,3,0
179,"Phòng đẹp, view đẹp. Nhân viên thân thiệt, nhiệt tình",0,5,0,0,0,0
180,Nếu các bạn đi du lịch Quy Nhơn thì lên đến nơi này,5,5,5,5,0,5
181,"Vị trí trung tâm. Ẩm thực phong phú , phòng có ban công trực diện biển, đẹp nhân viên dễ thương, nhà hàng trên tầng 18 rất chill có dịp sẽ quay lại.
Rất hài lòng khi lưu trú tại đây
Sẽ giới thiệu bạn bè đến nơi này",0,5,0,5,0,0
182,"Chợ đủ thể loại, hải sản cũng ngon, vệ sinh sạch hơn các chợ khác như khu 6, ...",0,0,0,0,0,5
183,Cá nhân mình thấy phòng hơi thiếu sáng,0,3,0,0,0,0
184,"quá tệ, đặt vé số giường cũng như không, khách ưng ngồi ghế nào ngôi",0,0,0,0,1,0
185,"Mình đến vào trưa mùng 6 tết nhâm dần.
Chưa có ghẹ. Chưa có càng cúm.
Tôm hấp dĩa 180k khá ngon.
Ốc tỏi dĩa 90k khá ngon.
Ốc len xào dừa 80k 1 tô, nhiều nhưng khá nhạt mình khẩu vị miền nam.
Gỏi sứa tươi nhưng cũng nhạt ko đủ chua đủ ngọt. Quán không gian như một quán gia đình nhỏ. Khu vực này mình thấy toàn như vậy.",0,0,0,5,0,0
186,"Nhà hàng toát lên vẻ đẹp mộc mạc của châu Âu, đặc biệt là trong những tháng lạnh hơn. Thức ăn được lấy cảm hứng từ Pháp với sự biến tấu địa phương của Việt Nam. Nhưng việc lạm dụng bột ngọt trong bữa ăn khiến chúng tôi rất đau đầu và cho rằng chúng tôi sẽ không bao giờ đặt chân đến nhà hàng này nữa. Đồ ăn và dịch vụ ở Duong tốt hơn rất nhiều.",0,0,2,2,0,0
187,"Có rặn san hô đẹp, Nước biển trong xanh, ngồi thuyền bè thưởng thức đồ biển rất tuyệt, giá ra hòn khô cũng vừa pải với một nơi du lích. Có điều là phòng thay đồ rất ít và ko có nước ngọt tắm lại",5,3,0,0,0,0
188,"Địa điểm đẹp, không khí tốt, thức ăn ngon, vài giờ chúng tôi ở đó, uống bia và ăn một số món ăn ngon",0,0,0,5,0,0
189,Tôi không hiểu nhân viên ở quy nhơn kiểu gì khách hàng vào thấy cũng làm ngơ chẳn ai chào hỏi tiếp đón không bằng thế giới di động. Để khách đợi chờ không ai tới hỏi. Chỉ mạnh ai nấy làm việc. Thật tệ cho các nhân viên ở NguyenKim Quy nhơn,0,0,0,0,0,2
190,"Món này mình ăn ở nhiều nơi r. Nhưng ở QN hình như chỉ có 1 chỗ ở Diên Hồng và chỗ này bán. Đúng như tên gọi, chủ đạo món bánh canh này chính là “Cá dầm”, trong 1 tô bánh canh sẽ có 2 thứ chính, đó là sợi bánh canh do chủ quán tự làm, sợi nhỏ, dai nhẹ, k hề bở; thứ hai đó là thịt cá đã được bóc ra, k hề có xương nha mn. Ngoài ra, trong tô còn có chả cá thái lát, chả viên và trứng cút. Đặc biệt là 1 tô nhiều thứ, vừa bụng như vậy nhưng chỉ 15k thôi nha.",0,0,0,5,0,0
191,"Diện tích rộng, đa dạng cây cối thực vật hoa cỏ,... Đa dạng các thể loại trò chơi cho thiếu nhi như đu quay lớn, tàu lượn siêu tốc, câu cá, xe điện đụng,đu quay ngựa,... Giá cả phải chăng",5,0,0,0,0,0
192,"Chú cho thuê xe cực kì dễ thương, xe mới mà giá cả vô cùng hợp lý. Khi cần sẽ đặt thuê xe của chú lần nữa.",0,0,0,0,5,0
193,"Giao thông thuận tiện, tôi đậu chiếc xe đạp gần đó trong bãi đậu xe và ngồi trên chiếc xe kỳ diệu này của công nghệ Liên Xô. Chúng tôi đi bộ 1,5 giờ đến Vũng Tàu mặc dù đã khai báo một giờ và quay lại cùng giờ. Máy lạnh hoạt động tốt, không may ghế không ngả được như trên máy bay. Đi xe nhẹ nhàng, êm ái, liên lạc di động hoạt động gần như dọc theo toàn bộ tuyến đường.",0,0,0,0,4,0
194,Trời mát ngồi ngoài trời ở Refinery thật sự chill. Ở đây không quá đông. Món Pháp thì phải nói là ngon tới bất ngờ. Kiểu là làm gia vị và thịt ngon lắm ấy. Xong uống chút vang nữa.,5,0,0,5,0,0
195,"Thủ tục thuê đơn giản, nhanh chóng. Xe rửa sạch sẽ trước khi giao. Vô cùng chu đáo, sẽ tiếp tục thuê vào lần sau",0,0,0,0,5,0
196,"Đẹp, sạch sẻ ,vị trí đắc địa rất tiếc chưa khai thác hết tiềm năng",0,4,0,0,0,0
197,"Vị trí tiện lợi, gần các khu ăn uống vui chơi.",0,4,0,0,0,0
198,"Không có nhà hàng hải sản số 2 trên TripAdvisor, đi taxi về đây ăn tối tối qua! Oder hai hàu nấu ăn bằng tỏi, đây là một trong số đó, hình 1 nghĩ rằng màu sắc là màu xanh lá cây, yêu cầu các nhân viên, họ nói không có vấn đề! Khoảng 2 giờ sáng, cơn đau không chịu nổi của tôi, khoảng 3 giờ sáng 4 giờ sáng, tôi bị nôn và tiêu chảy ít hơn 7 lần trong 1 giờ, cơ thể cảm thấy lạnh và nóng. . không thể tưởng tượng được những gì tôi đã trải qua đêm qua! Phải gọi TAXI đến bệnh viện lúc 4:30 sáng! ! ! Cái quái gì thế ! Một con hàu tiêu diệt tất cả kỳ nghỉ của tôi, ngay bây giờ, chính xác 1: 04 giờ chiều tôi vẫn đang ở trong bệnh viện được điều trị! ! ! Hy vọng nhà hàng cho tôi câu trả lời! ! !",0,0,1,0,0,0
199,Thiếu giá treo quần áo nên đồ đang dùng ko có chỗ treo móc,0,2,0,0,0,0
200,"Nhân viên bảo vệ ảo tưởng sức mạnh nghĩ khách hàng thích mình rồi lại nháy mắt đưa tình các kiểu
""Sao 2 em chạy vậy,bộ say anh hả""
Nhân viên thật là ải chỉa: đừng để tui gặp lại nữa tui mà gặp nữa tui ỉa pẹc pẹc banh cái siêu thị pủm pủm ỉa tám đống ",0,0,0,0,0,1
201,"Sau khi check out có thể gửi hành lý để tiếp tục chụp hình,đi ngắm hoa và sử dụng các dịch vụ trong lúc chờ tới giờ ra sân bay",0,4,0,0,0,0
202,Vị trí gần biển nhưng do khách sạn nằm trong ngõ nên view biển căn góc không thực sự đẹp như trong hình,0,2,0,0,0,0
203,Khách sạn 3 sao nhưng với em đây là 5 sao . Quả thật nhân viên ok tận tân tốt tính nhiệt tình . Đặc biệt em cám ơn anh Thanh lễ tân vì những câu chuyện ở Sài Gòn và hi vọng em sẽ dc gặp anh tại nơi anh coi là quê hương thứ 2 .,0,5,0,0,0,0
204,Siêu thị Big c... Bán đủ đồ.. Người làm việc.. Đuổi hết là vừa.. Mất lịch sự.. Làm việc không tận tình.. Khách hàng là.. Rác.. Sẽ không bao giờ trở lại...,0,0,0,0,0,1
205,"Cảnh giác với nhân viên quán đội lốt hướng dẫn viên. Với giá 450ktour , họ chỉ mua vé giúp và dẫn đến quán cơm họ thôi. Nên tự túc đến kì co mà ko thông qua họ, đi kì co rất dễ dàng.",0,0,0,0,0,0
206,"Quán này ở ngay ngã tư trần phú nên dễ tìm. Giá cả hợp lí, tết phụ thu có 8kly thôi, có cả bán bánh ngọt kèm theo mà mình chưa thử. Chiều mình đi cũng đông mad buổi tối thì khách đông lắm. Không gian khá rộng, nhiều tầng, nhiều góc dễ thương thích hợp để sống ảo . hôm mình đi có cây đào nhìn đẹp lắm mà không có chỗ chụp. Nước uống không ngon mấy, nhất là latte tiramisu, ngọt lắm luôn. Nhân viên thân thiện, khá nhiệt tình.",0,0,0,3,0,0
207,"Quán trang trí cực dễ thương luôn. Tông vàng chủ đạo. Kem có rất nhiều vị cho thực khách lựa chọn. Mình thấy kem chuối và socola khá ngon. Lần gần đây nhất mình quay lại quán có ra thêm mấy vị kem mới, khá là tuyệt. Nhân viên khá thân thiện, tư vấn mỗi loại như thế nào. Còn có rất nhiều đồ ăn kèm khác như socola chip, bánh gấu, thạch....ăn kèm với kem là hết sảy Các món bánh ăn kèm ở đây cũng rất ngon. Kêu mỗi thứ một loại là cả bọn có thể ăn no nê. Một quán kem rất đáng thử cho những ai muốn du lịch đến thành phố Quy Nhơn.",0,0,0,5,0,0
208,"Nhân viên quầy làm thủ tục không biết đọc tờ giấy f0, làm khó dễ khách hàng",0,0,0,0,2,0
209,"Hôm nay viết RV cho quán mà thấy thèm ăn quá  nhất định tối nay phải đi ăn mới được . Quán bán ở vỉa hè , nhỏ nhắn , bàn ghế bé bé xinh xinh . Không gian mát mẻ và nhìn chung sạch sẽ . Menu không nhiều món lắm nhưng món nào cũng ngon . Giá cả rẻ tầm 15k trở lên . Nhân viên phục vụ món ra hơi chậm , đợi lâu . Nhưng đợi để được ăn ngon thì cũng đáng  luôn ủng hộ quán",0,0,0,4,0,0
210,"Biết được quan này qua foodyquynhon, lâu lâu về Bình Định nên ghé uống thử. Đầu tiên là không gian quán khá là oke, mình rất thích bàn ghế sắt bên ngoài, nhìn đẹp và dễ thương sao í!! ."" Mình vào bên trong và chọn ngồi trên ghế nệm. Không gian bên trong khá oke chỉ có lúc order đợi hơi lâu. Mình vào lúc vắng khách nhưng nhân viên không biết làm gì một lúc sau mới cho mình order r lại đợi cả quãn thời gian làm đồ uống. Chắc tại mình vội nên mình hơi không hài lòng lắm về khoảng này. Nhưng đồ uống ngon. Giá cũng vừa phải!!! Nói chung sẽ còn quay lại !!!",0,0,0,4,0,0
211,Nơi tuyệt đẹp để ngắm thành phố Quy Nhơn nhất là chiều tối,5,0,0,0,0,0
212,"Khách sạn sạch sẽ, giá cả phù hợp với một Thành phố Du lịch biển đang rất hot hiện tại. Sân thượng của khách sạn có thể ngắm bình minh và hoàng hôn rất đẹp. Sáng mình chỉ mất 5 phút là có thể ra được tới biển, tối thì đi bộ 3 phút tới quán Acoustic dành cho khách Tây cũng thú vị. Chủ khách sạn còn rất nhiệt tình chỉ chỗ ăn uống, vui chơi tại Quy Nhơn. Có dịp quay lại mình cũng sẽ ghé nơi này và giới thiệu bạn bè",0,5,0,0,0,0
213,Bán rất nhiều đồ đặc sản kg chỉ của Bình định mà cả các tỉnh khác.,0,0,0,0,0,5
214,"Khách sạn mới, sạch sẽ, ở vị trí thuận lợi. Nhân viên lễ tân và phục rất nhiệt tình. Mình rất thích cách trang trí phòng, đẹp mắt, đầy đủ tiện nghi.",0,5,0,0,0,0
215,"Không có chổ để xe hơi, cấm hút thuốc trong phòng, máy lạnh không mát",0,2,0,0,0,0
216,Lựa chọn rẻ nhất từ ​​sân bay về trung tâm thành phố Bến Thành. Chỉ 5k VNĐ.,0,0,0,0,0,0
217,Tổng thể rất kém! Nhà hàng yên tĩnh bẩn thỉu và đồ ăn chỉ ở mức trung bình. Tôi sẽ không quay lại đâu. Con lợn đói là lựa chọn tốt hơn cho bữa sáng kiểu Anh ngon miệng !!,0,0,1,0,0,0
218,"Mình rất thích cách phục vụ ở nhà hàng Hoàng Thao, sạch sẽ, thoáng mát và phục vụ nhanh, đồ ăn tươi ngon mà giá lại mềm nữa.",0,0,5,5,0,0
219,"Lễ tân phục vụ nhiệt tình, phòng sạch sẽ, thoáng mát, gần trung tâm và quầy thuốc tây nên rất tiện cho khách khi cần.",0,5,0,0,0,0
220,"Quán có không gian rộng rãi và thoáng mát mà không có trang trí gì nhiều, quán bán rất nhiều đồ ăn vặt ngon và rẻ, có cả điểm tâm nữa nhé... nên bạn có thể dùng điểm tâm ngay tại quán mà không phải đi chi xa, quán có rất nhiều món ngon và đồ uống cực kì đặc biệt mà ko có quán nào có được, giá cả hợp túi tiền các bạn học sinh sinh viên, nằm ở số 29 đường nguyễn nhạc là nơi tập trung các bạn sinh viên sinh sống ở đây nên cũng là 1 cái lợi cho quán... các bạn mau mau tới ủng hộ đặc biệt là chị chủ ở đây dễ thương cực luôn nha...",0,0,0,5,0,0
221,"Người lái xe đã đúng giờ. Rất hiệu quả và xe còn mới, đẹp và sạch sẽ. Sẽ giới thiệu dịch vụ này cho gia đình và bạn bè của tôi",0,0,0,0,5,0
222,"Chuyến thăm chợ buổi sáng rất ổn và người hướng dẫn, trong khi rất thân thiện và dễ mến, chỉ đưa chúng tôi đi quanh chợ và chỉ ra 
những thứ như ""đó là thì là, đó là cam địa phương, đó là sản phẩm hữu cơ, đó là chuột nướng"". Chuyến đi đến ngôi làng của người Hmong cũng ở mức trung bình, nhưng bạn có khá nhiều túi, ví và những thứ bạn có thể mua từ ngôi làng địa phương với những đứa trẻ trang điểm bán chúng. Tôi không nghĩ rằng dân làng thực sự sống ở đó. Chúng tôi bỏ qua ngôi làng thứ 2 vì nó sẽ là một nhà máy chưng cất rượu whisky. Thác nước kuang si rất đẹp, nhưng thành thật mà nói bạn có thể đi mà không cần hướng dẫn viên vì nó khá đơn giản và có biển chỉ dẫn. Khu bảo tồn gấu cũng nằm trong thác. Ăn trưa ở một nhà hàng địa phương bên ngoài thác khá tốt; chúng tôi đã đặt các món ăn theo ý thích của chúng tôi, và đồ uống được tính phí riêng. Đó là một trải nghiệm tốt, chỉ không chắc liệu nó có đáng giá 170 USD cho 2 người cho một chuyến du lịch riêng hay không. Nếu tôi muốn làm điều đó một lần nữa, tôi chỉ thuê một tài xế riêng, đi chợ buổi sáng nếu bạn thấy hứng thú và đi thẳng đến thác nước.",5,0,0,0,0,0
223,Từ nhân viên đến bạn quản lý ai đều rất thân thiện. Phòng ốc sạch sẽ xứng đáng với số tiền bỏ ra. Sẽ giới thiệu bạn bè đến nơi này nghỉ dưỡng,0,4,0,0,0,0
224,"Thật ra quán này rất nổi tiếng,nhưng mỗi năm mình chỉ dám đến một lần,vì giá cả hơi đắt,nên chỉ dành cho khách du lịch với có lẽ người thuộc tầm trung trở lên, quán đầu tư trang trí và view rất nhiều, buổi tối là không gian lung linh hết cả một góc trời,vô cùng rộng vì nó trải dài theo bờ biển Quy Nhơn thích hợp để hẹn hò thì lãng mạn không tả nổi luôn, không ngồi một lần thì cũng hơi phí thanh xuân, nước uống thì bình thường như những quán khác,không có gì đặc biệt, đồ uống cũng trang trí không có đẹp mắt.",0,0,0,4,0,0
225,"Ăn cả Kim Đình cả Ý Na, và đưa ra kết luận là Ý Na ngon hơn nhé các bạn trên đg Phan Bội Châu. Quả ở Kim Đình không được đều, thỉnh thoảng trộn lẫn quả dập vs không chín vô trong này sinh tố nhưng ăn kiểu giống hoa quả dầm hơn là sinh tố, dầm sữa đặc, muốn ăn quả gì thì gọi. Rẻ hơn ngoài Hà Nội dĩ nhiên hehe",0,0,0,5,0,0
226,"Lần trước di thấy ok nhưng lần đến Qui Nhơn ghé lần nữa thì thất vọng hẳn Nhân viên phịc vụ chậm chạp , kêu món ăn xong dọn được vài món thì ngưng luôn , để ngồi ngó nhau chơi, nhắc hai ba lần mới bưng tiếp lên 1 món rồi lại ngưng Thắc mắc thì trả treo, nói 1 tiếng cãi 1 tiếng nhân viên nam tròn tròn Bực bội gì đâu Thái dfooj phục vụ như vậy thì chả bao giờ ghé nữa",0,0,0,1,0,0
227,"Tôi sẽ quay lại nơi này. Một nơi nghỉ dưỡng yên tĩnh, bãi biển rất đẹp và sạch sẽ, nhân viên phục vụ thân thiện, lần sau quay lại tôi sẽ sử dụng dịch vụ spa. Ăn sáng chưa phong phú lắm, tôi thích món bún cá buổi sáng ở đây.",5,5,0,4,0,0
228,Khách sạn sạch sẽ . Vị trí gând trung tâm đi lại tiện lợi . Chỗ đậu xe thoải mái,0,5,0,0,0,0
229,"Khách tới hỏi mua máy mà không ai đến chăm sóc. Dịch vụ quá tệ mà lấy tiền khách nhanh nhưng giao hàng mất hơn 1 ngày, trong khi đó bán kính chỏ có 7km",0,0,0,0,0,2
230,"Khách sạn có thể thuê gọi xe luôn cho mình, tuy nhiên xe hơi cũ, chạy hơi lọc xọc.",0,2,0,0,2,0
231,"Nếu Bạn đang chênh vênh Không biết Quy nhơn chiều mưa như thế này thì phải tìm kiếm quán nào để núp thì yên tâm nhé. Hãy thử ghé TP66 xem như thế nào, mình đi dạo lòng vòng thf bắt gặp quán này. Nói chung quán rất zê thương đặc biệt mưa mưa tối tối như thế này chụp cửa kính thì max ảo lun nè : Quán khá rộng có nhiều view đẹp, Nước ở đây khá ngon và rất hợp túi tiền của các bạn sinh viên! Theo mình nghỉ thì đây khá hợp lý cho những bạn cần không gian học và sống ảo!",0,0,0,4,0,0
232,"Hải sản tươi ngon, giá cả thì phải chăng. Đi một lần về cứ muốn hẹn bạn trở lại thêm lần nữa.",0,0,0,5,0,0
233,"Nhà thờ Mằng Lăng nằm cách thành phố Tuy Hòa, Phú Yên khoảng 35km về phía Bắc và là một trong những nhà thờ lâu đời nhất ở Phú Yên nói riêng và Việt Nam nói chung. Điểm nổi bật nhất nhà thờ chính là lối kiến trúc Gothic đặc sắc đã có từ cách đây khoảng 1200 năm trước Công Nguyên. Vào cổng miễn phí Gửi xe gần tiệm bán nước kế bên free nhé",5,0,0,0,0,0
234,"Hoa hoa chỉ ngon và mát khi về đêm, ban ngày thì k mát cho lắm vì thời tiết dạo này nắng đỏ lửa. Lẫu sứa, mực cơm chiên và 1 ít món khác, nếu bạn không phải khó tính thì sẽ ăn được và ngon, cảm nhận theo tôi là vậy. Nhưng giá nơi này không rẻ vì thế mới gọi là 1 trong những quán ngon và mắc, nên đi đông khi tới nơi này dễ chia tiền hơn . haha. À mà nhân tiện ai hay uống bia thì phcu5 vụ chua đáo lắm, có khi chia bia hết lúc nào không hay, hãy nói nhỏ phcu5 vụ để mình tự rót là được",0,0,0,5,0,0
235,"Anh tư vấn rất nhiệt tình và kỹ lưỡng, còn kêu gọi mình cần gì cứ nhắn tin qua Fb hoặc Zalo cho anh, anh sẽ hổ trợ bất cứ thông tin gì mình cần. Nhiệt tình quá xá.",0,0,0,0,5,0
236,Đó là một nơi bị bỏ hoang nằm trên một bãi biển rất rất rất bẩn! Thật buồn làm sao nó bẩn thỉu ..,2,0,0,0,0,0
